mes,codigo_tienda,grupo,categoria,nombre_categoria,ventas_eur
2024-04-01,RN-BCN-CV03,B,alimentacion_hosteleria,Alimentación y Hostelería,158068.07
2024-04-01,RN-BCN-CV04,B,moda_belleza,Moda y Belleza,9870.29
2024-04-01,RN-BCN-CV04,B,hogar_electronica,"Hogar, Electrónica y Electrodomésticos",21812.18
2024-04-01,RN-BCN-CV04,B,alimentacion_hosteleria,Alimentación y Hostelería,122657.59
2024-04-01,RN-BCN-CV05,B,moda_belleza,Moda y Belleza,9883.94
2024-04-01,RN-BCN-CV05,B,hogar_electronica,"Hogar, Electrónica y Electrodomésticos",21842.34
2024-04-01,RN-BCN-CV05,B,alimentacion_hosteleria,Alimentación y Hostelería,122827.21
2024-04-01,RN-BCN-CV06,B,moda_belleza,Moda y Belleza,10224.23
2024-04-01,RN-BCN-CV06,B,hogar_electronica,"Hogar, Electrónica y Electrodomésticos",22594.34
2024-04-01,RN-BCN-CV06,B,alimentacion_hosteleria,Alimentación y Hostelería,127055.96
2024-04-01,RN-BCN-CV07,B,moda_belleza,Moda y Belleza,10638.46
2024-04-01,RN-BCN-CV07,B,hogar_electronica,"Hogar, Electrónica y Electrodomésticos",23509.73
2024-04-01,RN-BCN-CV07,B,alimentacion_hosteleria,Alimentación y Hostelería,132203.51
2024-04-01,RN-BCN-CV08,B,moda_belleza,Moda y Belleza,10309.73
2024-04-01,RN-BCN-CV08,B,hogar_electronica,"Hogar, Electrónica y Electrodomésticos",22783.27
2024-04-01,RN-BCN-CV08,B,alimentacion_hosteleria,Alimentación y Hostelería,128118.37
2024-04-01,RN-BCN-ES01,B,moda_belleza,Moda y Belleza,181990.57
2024-04-01,RN-BCN-ES01,B,hogar_electronica,"Hogar, Electrónica y Electrodomésticos",30467.99
2024-04-01,RN-BCN-ES01,B,alimentacion_hosteleria,Alimentación y Hostelería,3628.21
2024-04-01,RN-BCN-ES02,B,moda_belleza,Moda y Belleza,211231.54
2024-04-01,RN-BCN-ES02,B,hogar_electronica,"Hogar, Electrónica y Electrodomésticos",35363.37
2024-04-01,RN-BCN-ES02,B,alimentacion_hosteleria,Alimentación y Hostelería,4211.17
2024-04-01,RN-BCN-ES03,B,moda_belleza,Moda y Belleza,218643.96
2024-04-01,RN-BCN-ES03,B,hogar_electronica,"Hogar, Electrónica y Electrodomésticos",36604.33
2024-04-01,RN-BCN-ES03,B,alimentacion_hosteleria,Alimentación y Hostelería,4358.95
2024-04-01,RN-BCN-ES04,B,moda_belleza,Moda y Belleza,198875.04
2024-04-01,RN-BCN-ES04,B,hogar_electronica,"Hogar, Electrónica y Electrodomésticos",33294.71
2024-04-01,RN-BCN-ES04,B,alimentacion_hosteleria,Alimentación y Hostelería,3964.83
2024-04-01,RN-BCN-ES05,B,moda_belleza,Moda y Belleza,218888.52
2024-04-01,RN-BCN-ES05,B,hogar_electronica,"Hogar, Electrónica y Electrodomésticos",36645.27
2024-04-01,RN-BCN-ES05,B,alimentacion_hosteleria,Alimentación y Hostelería,4363.82
2024-04-01,RN-BCN-ES06,B,moda_belleza,Moda y Belleza,215836.63
2024-04-01,RN-BCN-ES06,B,hogar_electronica,"Hogar, Electrónica y Electrodomésticos",36134.34
2024-04-01,RN-BCN-ES06,B,alimentacion_hosteleria,Alimentación y Hostelería,4302.98
2024-04-01,RN-BCN-ES07,B,moda_belleza,Moda y Belleza,216840.6
2024-04-01,RN-BCN-ES07,B,hogar_electronica,"Hogar, Electrónica y Electrodomésticos",36302.42
2024-04-01,RN-BCN-ES07,B,alimentacion_hosteleria,Alimentación y Hostelería,4322.99
2024-04-01,RN-BCN-ES08,B,moda_belleza,Moda y Belleza,160004.34
2024-04-01,RN-BCN-ES08,B,hogar_electronica,"Hogar, Electrónica y Electrodomésticos",26787.16
2024-04-01,RN-BCN-ES08,B,alimentacion_hosteleria,Alimentación y Hostelería,3189.89
2024-04-01,RN-BCN-ES09,B,moda_belleza,Moda y Belleza,217118.44
2024-04-01,RN-BCN-ES09,B,hogar_electronica,"Hogar, Electrónica y Electrodomésticos",36348.93
2024-04-01,RN-BCN-ES09,B,alimentacion_hosteleria,Alimentación y Hostelería,4328.53
2024-04-01,RN-BCN-ES10,B,moda_belleza,Moda y Belleza,202523.09
2024-04-01,RN-BCN-ES10,B,hogar_electronica,"Hogar, Electrónica y Electrodomésticos",33905.45
2024-04-01,RN-BCN-ES10,B,alimentacion_hosteleria,Alimentación y Hostelería,4037.56
2024-04-01,RN-BCN-ES11,B,moda_belleza,Moda y Belleza,209077.95
2024-04-01,RN-BCN-ES11,B,hogar_electronica,"Hogar, Electrónica y Electrodomésticos",35002.83
2024-04-01,RN-BCN-ES11,B,alimentacion_hosteleria,Alimentación y Hostelería,4168.23
2024-04-01,RN-BCN-ES12,B,moda_belleza,Moda y Belleza,177935.84
2024-04-01,RN-BCN-ES12,B,hogar_electronica,"Hogar, Electrónica y Electrodomésticos",29789.17
2024-04-01,RN-BCN-ES12,B,alimentacion_hosteleria,Alimentación y Hostelería,3547.38
2024-04-01,RN-BCN-ES13,B,moda_belleza,Moda y Belleza,215149.45
2024-04-01,RN-BCN-ES13,B,hogar_electronica,"Hogar, Electrónica y Electrodomésticos",36019.29
2024-04-01,RN-BCN-ES13,B,alimentacion_hosteleria,Alimentación y Hostelería,4289.28
2024-04-01,RN-BCN-ES14,B,moda_belleza,Moda y Belleza,226976.07
2024-04-01,RN-BCN-ES14,B,hogar_electronica,"Hogar, Electrónica y Electrodomésticos",37999.25
2024-04-01,RN-BCN-ES14,B,alimentacion_hosteleria,Alimentación y Hostelería,4525.06
2024-04-01,RN-BCN-GA01,B,moda_belleza,Moda y Belleza,1426896.52
2024-04-01,RN-BCN-GA01,B,hogar_electronica,"Hogar, Electrónica y Electrodomésticos",1736584.28
2024-04-01,RN-BCN-GA01,B,alimentacion_hosteleria,Alimentación y Hostelería,435362.73
2024-04-01,RN-BCN-GA02,B,moda_belleza,Moda y Belleza,1690273.5
2024-04-01,RN-BCN-GA02,B,hogar_electronica,"Hogar, Electrónica y Electrodomésticos",2057123.51
2024-04-01,RN-BCN-GA02,B,alimentacion_hosteleria,Alimentación y Hostelería,515722.11
2024-04-01,RN-BCN-HI01,B,moda_belleza,Moda y Belleza,56615.98
2024-04-01,RN-BCN-HI01,B,hogar_electronica,"Hogar, Electrónica y Electrodomésticos",145967.0
2024-04-01,RN-BCN-HI01,B,alimentacion_hosteleria,Alimentación y Hostelería,484217.25
2024-04-01,RN-BCN-HI02,B,moda_belleza,Moda y Belleza,85487.15
2024-04-01,RN-BCN-HI02,B,hogar_electronica,"Hogar, Electrónica y Electrodomésticos",220402.5
2024-04-01,RN-BCN-HI02,B,alimentacion_hosteleria,Alimentación y Hostelería,731142.59
2024-04-01,RN-BCN-HI03,B,moda_belleza,Moda y Belleza,59004.0
2024-04-01,RN-BCN-HI03,B,hogar_electronica,"Hogar, Electrónica y Electrodomésticos",152123.78
2024-04-01,RN-BCN-HI03,B,alimentacion_hosteleria,Alimentación y Hostelería,504641.18
2024-04-01,RN-BCN-HI04,B,moda_belleza,Moda y Belleza,73866.93
2024-04-01,RN-BCN-HI04,B,hogar_electronica,"Hogar, Electrónica y Electrodomésticos",190443.32
2024-04-01,RN-BCN-HI04,B,alimentacion_hosteleria,Alimentación y Hostelería,631758.8
2024-04-01,RN-BIO-CV01,E,moda_belleza,Moda y Belleza,10631.35
2024-04-01,RN-BIO-CV01,E,hogar_electronica,"Hogar, Electrónica y Electrodomésticos",28262.45
2024-04-01,RN-BIO-CV01,E,alimentacion_hosteleria,Alimentación y Hostelería,142794.07
2024-04-01,RN-BIO-CV02,E,moda_belleza,Moda y Belleza,10465.62
2024-04-01,RN-BIO-CV02,E,hogar_electronica,"Hogar, Electrónica y Electrodomésticos",27821.89
2024-04-01,RN-BIO-CV02,E,alimentacion_hosteleria,Alimentación y Hostelería,140568.16
2024-04-01,RN-BIO-CV03,E,moda_belleza,Moda y Belleza,9858.31
2024-04-01,RN-BIO-CV03,E,hogar_electronica,"Hogar, Electrónica y Electrodomésticos",26207.4
2024-04-01,RN-BIO-CV03,E,alimentacion_hosteleria,Alimentación y Hostelería,132411.05
2024-04-01,RN-BIO-CV04,E,moda_belleza,Moda y Belleza,11287.96
2024-04-01,RN-BIO-CV04,E,hogar_electronica,"Hogar, Electrónica y Electrodomésticos",30008.0
2024-04-01,RN-BIO-CV04,E,alimentacion_hosteleria,Alimentación y Hostelería,151613.3
2024-04-01,RN-BIO-ES01,E,moda_belleza,Moda y Belleza,177315.2
2024-04-01,RN-BIO-ES01,E,hogar_electronica,"Hogar, Electrónica y Electrodomésticos",35710.31
2024-04-01,RN-BIO-ES01,E,alimentacion_hosteleria,Alimentación y Hostelería,3820.74
2024-04-01,RN-BIO-ES02,E,moda_belleza,Moda y Belleza,164806.46
2024-04-01,RN-BIO-ES02,E,hogar_electronica,"Hogar, Electrónica y Electrodomésticos",33191.11
2024-04-01,RN-BIO-ES02,E,alimentacion_hosteleria,Alimentación y Hostelería,3551.2
2024-04-01,RN-BIO-ES03,E,moda_belleza,Moda y Belleza,252465.26
2024-04-01,RN-BIO-ES03,E,hogar_electronica,"Hogar, Electrónica y Electrodomésticos",50845.11
2024-04-01,RN-BIO-ES03,E,alimentacion_hosteleria,Alimentación y Hostelería,5440.05
2024-04-01,RN-BIO-ES04,E,moda_belleza,Moda y Belleza,203433.45
2024-04-01,RN-BIO-ES04,E,hogar_electronica,"Hogar, Electrónica y Electrodomésticos",40970.38
2024-04-01,RN-BIO-ES04,E,alimentacion_hosteleria,Alimentación y Hostelería,4383.53
2024-04-01,RN-BIO-ES05,E,moda_belleza,Moda y Belleza,201301.68
2024-04-01,RN-BIO-ES05,E,hogar_electronica,"Hogar, Electrónica y Electrodomésticos",40541.05
2024-04-01,RN-BIO-ES05,E,alimentacion_hosteleria,Alimentación y Hostelería,4337.59
2024-04-01,RN-BIO-ES06,E,moda_belleza,Moda y Belleza,232299.4
2024-04-01,RN-BIO-ES06,E,hogar_electronica,"Hogar, Electrónica y Electrodomésticos",46783.82
2024-04-01,RN-BIO-ES06,E,alimentacion_hosteleria,Alimentación y Hostelería,5005.52
2024-04-01,RN-BIO-ES07,E,moda_belleza,Moda y Belleza,199526.16
2024-04-01,RN-BIO-ES07,E,hogar_electronica,"Hogar, Electrónica y Electrodomésticos",40183.47
2024-04-01,RN-BIO-ES07,E,alimentacion_hosteleria,Alimentación y Hostelería,4299.34
2024-04-01,RN-BIO-GA01,E,moda_belleza,Moda y Belleza,967558.86
2024-04-01,RN-BIO-GA01,E,hogar_electronica,"Hogar, Electrónica y Electrodomésticos",1416554.93
2024-04-01,RN-BIO-GA01,E,alimentacion_hosteleria,Alimentación y Hostelería,319075.69
2024-04-01,RN-BIO-HI01,E,moda_belleza,Moda y Belleza,68796.82
2024-04-01,RN-BIO-HI01,E,hogar_electronica,"Hogar, Electrónica y Electrodomésticos",213371.62
2024-04-01,RN-BIO-HI01,E,alimentacion_hosteleria,Alimentación y Hostelería,635956.09
2024-04-01,RN-BIO-HI02,E,moda_belleza,Moda y Belleza,51119.04
2024-04-01,RN-BIO-HI02,E,hogar_electronica,"Hogar, Electrónica y Electrodomésticos",158544.42
2024-04-01,RN-BIO-HI02,E,alimentacion_hosteleria,Alimentación y Hostelería,472543.11
2024-04-01,RN-MAD-CV01,A,moda_belleza,Moda y Belleza,11392.96
2024-04-01,RN-MAD-CV01,A,hogar_electronica,"Hogar, Electrónica y Electrodomésticos",22411.98
2024-04-01,RN-MAD-CV01,A,alimentacion_hosteleria,Alimentación y Hostelería,136527.15
2024-04-01,RN-MAD-CV02,A,moda_belleza,Moda y Belleza,11387.83
2024-04-01,RN-MAD-CV02,A,hogar_electronica,"Hogar, Electrónica y Electrodomésticos",22401.88
2024-04-01,RN-MAD-CV02,A,alimentacion_hosteleria,Alimentación y Hostelería,136465.6
2024-04-01,RN-MAD-CV03,A,moda_belleza,Moda y Belleza,10988.47
2024-04-01,RN-MAD-CV03,A,hogar_electronica,"Hogar, Electrónica y Electrodomésticos",21616.26
2024-04-01,RN-MAD-CV03,A,alimentacion_hosteleria,Alimentación y Hostelería,131679.86
2024-04-01,RN-MAD-CV04,A,moda_belleza,Moda y Belleza,12885.31
2024-04-01,RN-MAD-CV04,A,hogar_electronica,"Hogar, Electrónica y Electrodomésticos",25347.69
2024-04-01,RN-MAD-CV04,A,alimentacion_hosteleria,Alimentación y Hostelería,154410.64
2024-04-01,RN-MAD-CV05,A,moda_belleza,Moda y Belleza,9474.51
2024-04-01,RN-MAD-CV05,A,hogar_electronica,"Hogar, Electrónica y Electrodomésticos",18638.04
2024-04-01,RN-MAD-CV05,A,alimentacion_hosteleria,Alimentación y Hostelería,113537.41
2024-04-01,RN-MAD-CV06,A,moda_belleza,Moda y Belleza,10906.22
2024-04-01,RN-MAD-CV06,A,hogar_electronica,"Hogar, Electrónica y Electrodomésticos",21454.46
2024-04-01,RN-MAD-CV06,A,alimentacion_hosteleria,Alimentación y Hostelería,130694.22
2024-04-01,RN-MAD-CV07,A,moda_belleza,Moda y Belleza,10728.07
2024-04-01,RN-MAD-CV07,A,hogar_electronica,"Hogar, Electrónica y Electrodomésticos",21104.02
2024-04-01,RN-MAD-CV07,A,alimentacion_hosteleria,Alimentación y Hostelería,128559.44
2024-04-01,RN-MAD-CV08,A,moda_belleza,Moda y Belleza,13269.17
2024-04-01,RN-MAD-CV08,A,hogar_electronica,"Hogar, Electrónica y Electrodomésticos",26102.81
2024-04-01,RN-MAD-CV08,A,alimentacion_hosteleria,Alimentación y Hostelería,159010.61
2024-04-01,RN-MAD-CV09,A,moda_belleza,Moda y Belleza,13419.83
2024-04-01,RN-MAD-CV09,A,hogar_electronica,"Hogar, Electrónica y Electrodomésticos",26399.18
2024-04-01,RN-MAD-CV09,A,alimentacion_hosteleria,Alimentación y Hostelería,160816.02
2024-04-01,RN-MAD-CV10,A,moda_belleza,Moda y Belleza,12142.33
2024-04-01,RN-MAD-CV10,A,hogar_electronica,"Hogar, Electrónica y Electrodomésticos",23886.12
2024-04-01,RN-MAD-CV10,A,alimentacion_hosteleria,Alimentación y Hostelería,145507.19
2024-04-01,RN-MAD-ES01,A,moda_belleza,Moda y Belleza,265023.46
2024-04-01,RN-MAD-ES01,A,hogar_electronica,"Hogar, Electrónica y Electrodomésticos",39496.07
2024-04-01,RN-MAD-ES01,A,alimentacion_hosteleria,Alimentación y Hostelería,5095.02
2024-04-01,RN-MAD-ES02,A,moda_belleza,Moda y Belleza,188837.5
2024-04-01,RN-MAD-ES02,A,hogar_electronica,"Hogar, Electrónica y Electrodomésticos",28142.18
2024-04-01,RN-MAD-ES02,A,alimentacion_hosteleria,Alimentación y Hostelería,3630.36
2024-04-01,RN-MAD-ES03,A,moda_belleza,Moda y Belleza,230542.6
2024-04-01,RN-MAD-ES03,A,hogar_electronica,"Hogar, Electrónica y Electrodomésticos",34357.44
2024-04-01,RN-MAD-ES03,A,alimentacion_hosteleria,Alimentación y Hostelería,4432.14
2024-04-01,RN-MAD-ES04,A,moda_belleza,Moda y Belleza,235877.73
2024-04-01,RN-MAD-ES04,A,hogar_electronica,"Hogar, Electrónica y Electrodomésticos",35152.52
2024-04-01,RN-MAD-ES04,A,alimentacion_hosteleria,Alimentación y Hostelería,4534.7
2024-04-01,RN-MAD-ES05,A,moda_belleza,Moda y Belleza,195399.92
2024-04-01,RN-MAD-ES05,A,hogar_electronica,"Hogar, Electrónica y Electrodomésticos",29120.17
2024-04-01,RN-MAD-ES05,A,alimentacion_hosteleria,Alimentación y Hostelería,3756.53
2024-04-01,RN-MAD-ES06,A,moda_belleza,Moda y Belleza,235272.41
2024-04-01,RN-MAD-ES06,A,hogar_electronica,"Hogar, Electrónica y Electrodomésticos",35062.31
2024-04-01,RN-MAD-ES06,A,alimentacion_hosteleria,Alimentación y Hostelería,4523.07
2024-04-01,RN-MAD-ES07,A,moda_belleza,Moda y Belleza,248332.64
2024-04-01,RN-MAD-ES07,A,hogar_electronica,"Hogar, Electrónica y Electrodomésticos",37008.66
2024-04-01,RN-MAD-ES07,A,alimentacion_hosteleria,Alimentación y Hostelería,4774.15
2024-04-01,RN-MAD-ES08,A,moda_belleza,Moda y Belleza,245288.23
2024-04-01,RN-MAD-ES08,A,hogar_electronica,"Hogar, Electrónica y Electrodomésticos",36554.96
2024-04-01,RN-MAD-ES08,A,alimentacion_hosteleria,Alimentación y Hostelería,4715.62
2024-04-01,RN-MAD-ES09,A,moda_belleza,Moda y Belleza,225722.15
2024-04-01,RN-MAD-ES09,A,hogar_electronica,"Hogar, Electrónica y Electrodomésticos",33639.05
2024-04-01,RN-MAD-ES09,A,alimentacion_hosteleria,Alimentación y Hostelería,4339.46
2024-04-01,RN-MAD-ES10,A,moda_belleza,Moda y Belleza,231219.91
2024-04-01,RN-MAD-ES10,A,hogar_electronica,"Hogar, Electrónica y Electrodomésticos",34458.37
2024-04-01,RN-MAD-ES10,A,alimentacion_hosteleria,Alimentación y Hostelería,4445.16
2024-04-01,RN-MAD-ES11,A,moda_belleza,Moda y Belleza,196951.79
2024-04-01,RN-MAD-ES11,A,hogar_electronica,"Hogar, Electrónica y Electrodomésticos",29351.45
2024-04-01,RN-MAD-ES11,A,alimentacion_hosteleria,Alimentación y Hostelería,3786.36
2024-04-01,RN-MAD-ES12,A,moda_belleza,Moda y Belleza,235926.14
2024-04-01,RN-MAD-ES12,A,hogar_electronica,"Hogar, Electrónica y Electrodomésticos",35159.74
2024-04-01,RN-MAD-ES12,A,alimentacion_hosteleria,Alimentación y Hostelería,4535.63
2024-04-01,RN-MAD-ES13,A,moda_belleza,Moda y Belleza,232466.06
2024-04-01,RN-MAD-ES13,A,hogar_electronica,"Hogar, Electrónica y Electrodomésticos",34644.09
2024-04-01,RN-MAD-ES13,A,alimentacion_hosteleria,Alimentación y Hostelería,4469.11
2024-04-01,RN-MAD-ES14,A,moda_belleza,Moda y Belleza,190540.16
2024-04-01,RN-MAD-ES14,A,hogar_electronica,"Hogar, Electrónica y Electrodomésticos",28395.93
2024-04-01,RN-MAD-ES14,A,alimentacion_hosteleria,Alimentación y Hostelería,3663.1
2024-04-01,RN-MAD-ES15,A,moda_belleza,Moda y Belleza,211074.81
2024-04-01,RN-MAD-ES15,A,hogar_electronica,"Hogar, Electrónica y Electrodomésticos",31456.18
2024-04-01,RN-MAD-ES15,A,alimentacion_hosteleria,Alimentación y Hostelería,4057.87
2024-04-01,RN-MAD-ES16,A,moda_belleza,Moda y Belleza,218000.74
2024-04-01,RN-MAD-ES16,A,hogar_electronica,"Hogar, Electrónica y Electrodomésticos",32488.34
2024-04-01,RN-MAD-ES16,A,alimentacion_hosteleria,Alimentación y Hostelería,4191.02
2024-04-01,RN-MAD-ES17,A,moda_belleza,Moda y Belleza,236867.04
2024-04-01,RN-MAD-ES17,A,hogar_electronica,"Hogar, Electrónica y Electrodomésticos",35299.96
2024-04-01,RN-MAD-ES17,A,alimentacion_hosteleria,Alimentación y Hostelería,4553.72
2024-04-01,RN-MAD-ES18,A,moda_belleza,Moda y Belleza,252798.54
2024-04-01,RN-MAD-ES18,A,hogar_electronica,"Hogar, Electrónica y Electrodomésticos",37674.21
2024-04-01,RN-MAD-ES18,A,alimentacion_hosteleria,Alimentación y Hostelería,4860.0
2024-04-01,RN-MAD-ES19,A,moda_belleza,Moda y Belleza,232854.96
2024-04-01,RN-MAD-ES19,A,hogar_electronica,"Hogar, Electrónica y Electrodomésticos",34702.04
2024-04-01,RN-MAD-ES19,A,alimentacion_hosteleria,Alimentación y Hostelería,4476.59
2024-04-01,RN-MAD-ES20,A,moda_belleza,Moda y Belleza,230925.5
2024-04-01,RN-MAD-ES20,A,hogar_electronica,"Hogar, Electrónica y Electrodomésticos",34414.5
2024-04-01,RN-MAD-ES20,A,alimentacion_hosteleria,Alimentación y Hostelería,4439.5
2024-04-01,RN-MAD-GA01,A,moda_belleza,Moda y Belleza,2084337.26
2024-04-01,RN-MAD-GA01,A,hogar_electronica,"Hogar, Electrónica y Electrodomésticos",2258114.67
2024-04-01,RN-MAD-GA01,A,alimentacion_hosteleria,Alimentación y Hostelería,613260.18
2024-04-01,RN-MAD-GA02,A,moda_belleza,Moda y Belleza,1456438.2
2024-04-01,RN-MAD-GA02,A,hogar_electronica,"Hogar, Electrónica y Electrodomésticos",1577865.8
2024-04-01,RN-MAD-GA02,A,alimentacion_hosteleria,Alimentación y Hostelería,428517.77
2024-04-01,RN-MAD-GA03,A,moda_belleza,Moda y Belleza,1775799.95
2024-04-01,RN-MAD-GA03,A,hogar_electronica,"Hogar, Electrónica y Electrodomésticos",1923853.69
2024-04-01,RN-MAD-GA03,A,alimentacion_hosteleria,Alimentación y Hostelería,522481.37
2024-04-01,RN-MAD-HI01,A,moda_belleza,Moda y Belleza,78039.93
2024-04-01,RN-MAD-HI01,A,hogar_electronica,"Hogar, Electrónica y Electrodomésticos",179104.78
2024-04-01,RN-MAD-HI01,A,alimentacion_hosteleria,Alimentación y Hostelería,643629.76
2024-04-01,RN-MAD-HI02,A,moda_belleza,Moda y Belleza,69243.81
2024-04-01,RN-MAD-HI02,A,hogar_electronica,"Hogar, Electrónica y Electrodomésticos",158917.32
2024-04-01,RN-MAD-HI02,A,alimentacion_hosteleria,Alimentación y Hostelería,571084.25
2024-04-01,RN-MAD-HI03,A,moda_belleza,Moda y Belleza,77244.16
2024-04-01,RN-MAD-HI03,A,hogar_electronica,"Hogar, Electrónica y Electrodomésticos",177278.46
2024-04-01,RN-MAD-HI03,A,alimentacion_hosteleria,Alimentación y Hostelería,637066.72
2024-04-01,RN-MAD-HI04,A,moda_belleza,Moda y Belleza,83956.1
2024-04-01,RN-MAD-HI04,A,hogar_electronica,"Hogar, Electrónica y Electrodomésticos",192682.61
2024-04-01,RN-MAD-HI04,A,alimentacion_hosteleria,Alimentación y Hostelería,692422.99
2024-04-01,RN-MAD-HI05,A,moda_belleza,Moda y Belleza,80601.62
2024-04-01,RN-MAD-HI05,A,hogar_electronica,"Hogar, Electrónica y Electrodomésticos",184983.95
2024-04-01,RN-MAD-HI05,A,alimentacion_hosteleria,Alimentación y Hostelería,664757.14
2024-04-01,RN-SEV-CV01,D,moda_belleza,Moda y Belleza,10167.78
2024-04-01,RN-SEV-CV01,D,hogar_electronica,"Hogar, Electrónica y Electrodomésticos",29772.13
2024-04-01,RN-SEV-CV01,D,alimentacion_hosteleria,Alimentación y Hostelería,98468.27
2024-04-01,RN-SEV-CV02,D,moda_belleza,Moda y Belleza,12430.35
2024-04-01,RN-SEV-CV02,D,hogar_electronica,"Hogar, Electrónica y Electrodomésticos",36397.12
2024-04-01,RN-SEV-CV02,D,alimentacion_hosteleria,Alimentación y Hostelería,120379.75
2024-04-01,RN-SEV-CV03,D,moda_belleza,Moda y Belleza,9782.05
2024-04-01,RN-SEV-CV03,D,hogar_electronica,"Hogar, Electrónica y Electrodomésticos",28642.68
2024-04-01,RN-SEV-CV03,D,alimentacion_hosteleria,Alimentación y Hostelería,94732.74
2024-04-01,RN-SEV-CV04,D,moda_belleza,Moda y Belleza,9602.31
2024-04-01,RN-SEV-CV04,D,hogar_electronica,"Hogar, Electrónica y Electrodomésticos",28116.38
2024-04-01,RN-SEV-CV04,D,alimentacion_hosteleria,Alimentación y Hostelería,92992.06
2024-04-01,RN-SEV-CV05,D,moda_belleza,Moda y Belleza,8949.82
2024-04-01,RN-SEV-CV05,D,hogar_electronica,"Hogar, Electrónica y Electrodomésticos",26205.83
2024-04-01,RN-SEV-CV05,D,alimentacion_hosteleria,Alimentación y Hostelería,86673.1
2024-04-01,RN-SEV-CV06,D,moda_belleza,Moda y Belleza,10227.62
2024-04-01,RN-SEV-CV06,D,hogar_electronica,"Hogar, Electrónica y Electrodomésticos",29947.34
2024-04-01,RN-SEV-CV06,D,alimentacion_hosteleria,Alimentación y Hostelería,99047.77
2024-04-01,RN-SEV-CV07,D,moda_belleza,Moda y Belleza,10093.97
2024-04-01,RN-SEV-CV07,D,hogar_electronica,"Hogar, Electrónica y Electrodomésticos",29556.0
2024-04-01,RN-SEV-CV07,D,alimentacion_hosteleria,Alimentación y Hostelería,97753.43
2024-04-01,RN-SEV-CV08,D,moda_belleza,Moda y Belleza,11161.32
2024-04-01,RN-SEV-CV08,D,hogar_electronica,"Hogar, Electrónica y Electrodomésticos",32681.3
2024-04-01,RN-SEV-CV08,D,alimentacion_hosteleria,Alimentación y Hostelería,108090.06
2024-04-01,RN-SEV-CV09,D,moda_belleza,Moda y Belleza,10766.81
2024-04-01,RN-SEV-CV09,D,hogar_electronica,"Hogar, Electrónica y Electrodomésticos",31526.13
2024-04-01,RN-SEV-CV09,D,alimentacion_hosteleria,Alimentación y Hostelería,104269.46
2024-04-01,RN-SEV-CV10,D,moda_belleza,Moda y Belleza,10953.55
2024-04-01,RN-SEV-CV10,D,hogar_electronica,"Hogar, Electrónica y Electrodomésticos",32072.92
2024-04-01,RN-SEV-CV10,D,alimentacion_hosteleria,Alimentación y Hostelería,106077.92
2024-04-01,RN-SEV-ES01,D,moda_belleza,Moda y Belleza,186673.38
2024-04-01,RN-SEV-ES01,D,hogar_electronica,"Hogar, Electrónica y Electrodomésticos",41408.75
2024-04-01,RN-SEV-ES01,D,alimentacion_hosteleria,Alimentación y Hostelería,2900.23
2024-04-01,RN-SEV-ES02,D,moda_belleza,Moda y Belleza,158092.42
2024-04-01,RN-SEV-ES02,D,hogar_electronica,"Hogar, Electrónica y Electrodomésticos",35068.79
2024-04-01,RN-SEV-ES02,D,alimentacion_hosteleria,Alimentación y Hostelería,2456.18
2024-04-01,RN-SEV-ES03,D,moda_belleza,Moda y Belleza,170255.06
2024-04-01,RN-SEV-ES03,D,hogar_electronica,"Hogar, Electrónica y Electrodomésticos",37766.76
2024-04-01,RN-SEV-ES03,D,alimentacion_hosteleria,Alimentación y Hostelería,2645.15
2024-04-01,RN-SEV-ES04,D,moda_belleza,Moda y Belleza,142927.25
2024-04-01,RN-SEV-ES04,D,hogar_electronica,"Hogar, Electrónica y Electrodomésticos",31704.78
2024-04-01,RN-SEV-ES04,D,alimentacion_hosteleria,Alimentación y Hostelería,2220.57
2024-04-01,RN-SEV-ES05,D,moda_belleza,Moda y Belleza,137165.14
2024-04-01,RN-SEV-ES05,D,hogar_electronica,"Hogar, Electrónica y Electrodomésticos",30426.6
2024-04-01,RN-SEV-ES05,D,alimentacion_hosteleria,Alimentación y Hostelería,2131.05
2024-04-01,RN-SEV-ES06,D,moda_belleza,Moda y Belleza,185287.06
2024-04-01,RN-SEV-ES06,D,hogar_electronica,"Hogar, Electrónica y Electrodomésticos",41101.23
2024-04-01,RN-SEV-ES06,D,alimentacion_hosteleria,Alimentación y Hostelería,2878.69
2024-04-01,RN-SEV-ES07,D,moda_belleza,Moda y Belleza,191427.64
2024-04-01,RN-SEV-ES07,D,hogar_electronica,"Hogar, Electrónica y Electrodomésticos",42463.37
2024-04-01,RN-SEV-ES07,D,alimentacion_hosteleria,Alimentación y Hostelería,2974.09
2024-04-01,RN-SEV-ES08,D,moda_belleza,Moda y Belleza,176088.62
2024-04-01,RN-SEV-ES08,D,hogar_electronica,"Hogar, Electrónica y Electrodomésticos",39060.79
2024-04-01,RN-SEV-ES08,D,alimentacion_hosteleria,Alimentación y Hostelería,2735.78
2024-04-01,RN-SEV-ES09,D,moda_belleza,Moda y Belleza,165060.04
2024-04-01,RN-SEV-ES09,D,hogar_electronica,"Hogar, Electrónica y Electrodomésticos",36614.38
2024-04-01,RN-SEV-ES09,D,alimentacion_hosteleria,Alimentación y Hostelería,2564.44
2024-04-01,RN-SEV-ES10,D,moda_belleza,Moda y Belleza,165927.33
