mes,grupo,tipo,kg,retornable,coste_eur
2025-09-01,B,carton_entrada,90452.6,False,56080.6
2025-09-01,B,carton_salida,51385.5,False,40080.71
2025-09-01,B,film_plastico,31962.6,False,46345.71
2025-09-01,B,palet_madera,33884.6,False,11520.75
2025-09-01,B,relleno_plastico,17719.9,False,33667.79
2025-09-01,C,carton_entrada,69059.6,False,42816.93
2025-09-01,C,carton_salida,38115.7,False,29730.25
2025-09-01,C,film_plastico,24526.1,False,35562.87
2025-09-01,C,palet_madera,25302.1,False,8602.7
2025-09-01,C,relleno_plastico,15722.9,False,29873.52
2025-09-01,D,carton_entrada,40644.6,False,25199.67
2025-09-01,D,carton_salida,23917.9,False,18655.97
2025-09-01,D,film_plastico,15387.0,False,22311.15
2025-09-01,D,palet_madera,16921.9,False,5753.44
2025-09-01,D,relleno_plastico,8862.2,False,16838.13
2025-09-01,E,carton_entrada,37800.3,False,23436.19
2025-09-01,E,carton_salida,20417.6,False,15925.73
2025-09-01,E,film_plastico,13253.7,False,19217.93
2025-09-01,E,palet_madera,14787.6,False,5027.77
2025-09-01,E,relleno_plastico,7071.6,False,13436.01
2025-10-01,A,carton_entrada,122305.1,False,75829.14
2025-10-01,A,carton_salida,69915.8,False,54534.34
2025-10-01,A,film_plastico,46502.4,False,67428.52
2025-10-01,A,palet_madera,50895.4,False,17304.44
2025-10-01,A,relleno_plastico,26567.9,False,50478.97
2025-10-01,B,carton_entrada,88439.2,False,54832.29
2025-10-01,B,carton_salida,43867.5,False,34216.67
2025-10-01,B,film_plastico,31109.4,False,45108.65
2025-10-01,B,palet_madera,31601.2,False,10744.42
2025-10-01,B,relleno_plastico,18326.4,False,34820.24
2025-10-01,C,carton_entrada,63117.9,False,39133.07
2025-10-01,C,carton_salida,36664.3,False,28598.14
2025-10-01,C,film_plastico,22898.6,False,33202.92
2025-10-01,C,palet_madera,24768.7,False,8421.35
2025-10-01,C,relleno_plastico,12897.7,False,24505.56
2025-10-01,D,carton_entrada,40342.4,False,25012.28
2025-10-01,D,carton_salida,23534.3,False,18356.75
2025-10-01,D,film_plastico,15314.4,False,22205.91
2025-10-01,D,palet_madera,16822.2,False,5719.54
2025-10-01,D,relleno_plastico,8604.4,False,16348.35
2025-10-01,E,carton_entrada,36800.1,False,22816.09
2025-10-01,E,carton_salida,19479.7,False,15194.16
2025-10-01,E,film_plastico,12674.1,False,18377.38
2025-10-01,E,palet_madera,13533.2,False,4601.3
2025-10-01,E,relleno_plastico,7724.9,False,14677.3
2025-11-01,A,carton_entrada,137272.1,False,85108.71
2025-11-01,A,carton_salida,81199.7,False,63335.79
2025-11-01,A,film_plastico,51904.1,False,75261.0
2025-11-01,A,palet_madera,52260.4,False,17768.55
2025-11-01,A,relleno_plastico,29339.2,False,55744.41
2025-11-01,B,carton_entrada,104787.2,False,64968.04
2025-11-01,B,carton_salida,49506.9,False,38615.36
2025-11-01,B,film_plastico,36917.2,False,53530.0
2025-11-01,B,palet_madera,40309.8,False,13705.32
2025-11-01,B,relleno_plastico,21532.1,False,40910.93
2025-11-01,C,carton_entrada,68750.5,False,42625.33
2025-11-01,C,carton_salida,40387.6,False,31502.3
2025-11-01,C,film_plastico,22952.2,False,33280.65
2025-11-01,C,palet_madera,25774.4,False,8763.28
2025-11-01,C,relleno_plastico,14487.2,False,27525.65
2025-11-01,D,carton_entrada,50060.7,False,31037.63
2025-11-01,D,carton_salida,28568.9,False,22283.76
2025-11-01,D,film_plastico,17421.8,False,25261.63
2025-11-01,D,palet_madera,20384.1,False,6930.59
2025-11-01,D,relleno_plastico,10368.0,False,19699.11
2025-11-01,E,carton_entrada,43691.6,False,27088.8
2025-11-01,E,carton_salida,24909.3,False,19429.27
2025-11-01,E,film_plastico,16558.6,False,24010.02
2025-11-01,E,palet_madera,17821.6,False,6059.33
2025-11-01,E,relleno_plastico,9044.7,False,17184.9
2025-12-01,A,carton_entrada,219678.1,False,136200.42
2025-12-01,A,carton_salida,104381.9,False,81417.9
2025-12-01,A,film_plastico,75886.9,False,110036.05
2025-12-01,A,palet_madera,80708.4,False,27440.87
2025-12-01,A,relleno_plastico,39210.6,False,74500.06
2025-12-01,B,carton_entrada,128548.2,False,79699.91
2025-12-01,B,carton_salida,80293.1,False,62628.64
2025-12-01,B,film_plastico,48403.0,False,70184.38
2025-12-01,B,palet_madera,54391.6,False,18493.14
2025-12-01,B,relleno_plastico,24641.6,False,46818.95
2025-12-01,C,carton_entrada,101238.8,False,62768.04
2025-12-01,C,carton_salida,51982.4,False,40546.3
2025-12-01,C,film_plastico,37948.6,False,55025.44
2025-12-01,C,palet_madera,36060.8,False,12260.68
2025-12-01,C,relleno_plastico,20595.4,False,39131.22
2025-12-01,D,carton_entrada,60498.1,False,37508.84
2025-12-01,D,carton_salida,38705.2,False,30190.09
2025-12-01,D,film_plastico,25605.9,False,37128.53
2025-12-01,D,palet_madera,23720.7,False,8065.02
2025-12-01,D,relleno_plastico,14564.7,False,27672.91
2025-12-01,E,carton_entrada,58661.6,False,36370.22
2025-12-01,E,carton_salida,34452.4,False,26872.85
2025-12-01,E,film_plastico,20149.2,False,29216.28
2025-12-01,E,palet_madera,23286.9,False,7917.55
2025-12-01,E,relleno_plastico,13533.6,False,25713.79
