fecha,grupo,pedidos,ventas_eur,ventas_moda_belleza_eur,ventas_hogar_electronica_eur,ventas_alimentacion_hosteleria_eur,ticket_medio_eur,pct_recogida_en_tienda
2024-06-17,A,4628,249741.14,125118.82,114692.25,9930.07,53.96,0.318
2024-06-17,B,2575,159883.64,76879.32,76034.49,6969.83,62.09,0.287
2024-06-17,C,935,63604.38,28173.75,27746.88,7683.75,68.03,0.264
2024-06-17,D,719,48727.57,22142.27,23526.17,3059.13,67.77,0.27
2024-06-17,E,931,58479.59,26733.53,29072.71,2673.35,62.81,0.453
2024-06-18,A,3480,238909.8,119692.39,109718.02,9499.4,68.65,0.22
2024-06-18,B,2530,152513.11,73335.23,72529.35,6648.52,60.28,0.283
2024-06-18,C,1040,61788.16,27369.25,26954.57,7464.34,59.41,0.256
2024-06-18,D,691,43799.17,19902.76,21146.69,2749.72,63.39,0.278
2024-06-18,E,1214,71326.25,32606.28,35459.33,3260.63,58.75,0.433
2024-06-19,A,4289,233925.82,117195.44,107429.15,9301.23,54.54,0.265
2024-06-19,B,2510,154133.87,74114.57,73300.13,6719.18,61.41,0.28
2024-06-19,C,1325,78941.05,34967.18,34437.37,9536.5,59.58,0.234
2024-06-19,D,769,47643.24,21649.54,23002.64,2991.06,61.95,0.28
2024-06-19,E,996,59265.13,27092.63,29463.24,2709.26,59.5,0.426
2024-06-20,A,4219,273928.91,137236.75,125800.35,10891.81,64.93,0.279
2024-06-20,B,2536,158642.31,76282.43,75444.16,6915.72,62.56,0.336
2024-06-20,C,1181,77454.01,34308.49,33788.66,9356.86,65.58,0.295
2024-06-20,D,673,42534.67,19328.16,20536.17,2670.34,63.2,0.28
2024-06-20,E,939,65148.58,29782.21,32388.15,2978.22,69.38,0.376
2024-06-21,A,3420,222247.66,111344.75,102066.02,8836.89,64.98,0.27
2024-06-21,B,2484,149781.93,72021.96,71230.51,6529.46,60.3,0.3
2024-06-21,C,963,60449.49,26776.29,26370.58,7302.62,62.77,0.271
2024-06-21,D,705,42880.71,19485.4,20703.24,2692.06,60.82,0.272
2024-06-21,E,695,44795.15,20477.79,22269.59,2047.78,64.45,0.378
2024-06-22,A,4403,285346.26,142956.77,131043.71,11345.78,64.81,0.265
2024-06-22,B,2263,145696.39,70057.44,69287.58,6351.36,64.38,0.293
2024-06-22,C,1233,74426.26,32967.34,32467.83,8991.09,60.36,0.282
2024-06-22,D,609,39950.19,18153.75,19288.36,2508.08,65.6,0.296
2024-06-22,E,833,50634.32,23147.12,25172.49,2314.71,60.79,0.407
2024-06-23,A,3719,222909.04,111676.1,102369.76,8863.18,59.94,0.309
2024-06-23,B,2507,152232.79,73200.45,72396.04,6636.3,60.72,0.308
2024-06-23,C,1245,71577.03,31705.26,31224.88,8646.89,57.49,0.292
2024-06-23,D,601,37296.47,16947.87,18007.11,2341.48,62.06,0.277
2024-06-23,E,756,47272.51,21610.29,23501.19,2161.03,62.53,0.468
2024-06-24,A,4421,247671.17,124081.78,113741.63,9847.76,56.02,0.269
2024-06-24,B,2148,133575.22,64229.04,63523.22,5822.96,62.19,0.291
2024-06-24,C,1161,75328.33,33366.91,32861.35,9100.07,64.88,0.304
2024-06-24,D,853,55550.32,25242.6,26820.26,3487.46,65.12,0.296
2024-06-24,E,1203,71919.99,32877.71,35754.51,3287.77,59.78,0.367
2024-06-25,A,4359,278564.48,139559.14,127929.21,11076.12,63.91,0.292
2024-06-25,B,2227,133394.97,64142.36,63437.5,5815.1,59.9,0.284
2024-06-25,C,1305,84050.08,37230.24,36666.14,10153.7,64.41,0.285
2024-06-25,D,792,50192.26,22807.84,24233.33,3151.08,63.37,0.31
2024-06-25,E,1136,63933.99,29226.97,31784.32,2922.7,56.28,0.415
2024-06-26,A,3372,201019.89,100709.77,92317.29,7992.84,59.61,0.257
2024-06-26,B,2778,163711.09,78719.73,77854.68,7136.68,58.93,0.296
2024-06-26,C,1179,82184.16,36403.72,35852.15,9928.29,69.71,0.169
2024-06-26,D,791,42358.14,19247.95,20450.94,2659.26,53.55,0.277
2024-06-26,E,1044,63681.41,29111.5,31658.76,2911.15,61.0,0.43
2024-06-27,A,3783,254298.13,127401.85,116785.02,10111.26,67.22,0.301
2024-06-27,B,1996,128442.43,61760.96,61082.27,5599.21,64.35,0.283
2024-06-27,C,1243,75420.47,33407.73,32901.55,9111.2,60.68,0.235
2024-06-27,D,719,46525.01,21141.41,22462.75,2920.85,64.71,0.293
2024-06-27,E,928,60544.99,27677.71,30099.51,2767.77,65.24,0.429
2024-06-28,A,4041,243552.09,122018.14,111849.96,9683.98,60.27,0.37
2024-06-28,B,2727,170234.28,81856.38,80956.85,7421.05,62.43,0.222
2024-06-28,C,1098,66286.76,29361.92,28917.04,8007.8,60.37,0.268
2024-06-28,D,593,38258.45,17385.01,18471.57,2401.88,64.52,0.269
2024-06-28,E,1033,66409.18,30358.48,33014.85,3035.85,64.29,0.454
2024-06-29,A,3511,220331.64,110384.84,101186.1,8760.7,62.75,0.317
2024-06-29,B,1649,109260.71,52537.52,51960.18,4763.02,66.26,0.295
2024-06-29,C,1075,66468.92,29442.61,28996.51,8029.8,61.83,0.297
2024-06-29,D,779,43465.48,19751.13,20985.58,2728.77,55.8,0.293
2024-06-29,E,869,51978.99,23761.82,25840.98,2376.18,59.81,0.411
2024-06-30,A,3674,252016.44,126258.73,115737.17,10020.53,68.59,0.285
2024-06-30,B,2044,129880.44,62452.42,61766.13,5661.9,63.54,0.292
2024-06-30,C,1191,71886.87,31842.51,31360.04,8684.32,60.36,0.27
2024-06-30,D,617,41841.9,19013.36,20201.7,2626.85,67.82,0.293
2024-06-30,E,839,49204.97,22493.7,24461.9,2249.37,58.65,0.452
2024-07-01,A,5655,309523.28,155069.32,142146.87,12307.09,54.73,0.261
2024-07-01,B,3508,220042.61,105806.49,104643.78,9592.35,62.73,0.241
2024-07-01,C,1225,74253.35,32890.75,32392.4,8970.2,60.61,0.32
2024-07-01,D,774,49789.36,22624.76,24038.81,3125.79,64.33,0.268
2024-07-01,E,1062,71114.41,32509.45,35354.02,3250.94,66.96,0.432
2024-07-02,A,5484,339585.08,170130.1,155952.59,13502.39,61.92,0.307
2024-07-02,B,2411,165473.09,79566.98,78692.62,7213.49,68.63,0.325
2024-07-02,C,1529,94429.76,41827.95,41194.19,11407.62,61.76,0.321
2024-07-02,D,1257,71930.5,32685.91,34728.77,4515.82,57.22,0.313
2024-07-02,E,1624,95935.41,43856.19,47693.6,4385.62,59.07,0.444
2024-07-03,A,6036,379813.24,190284.17,174427.15,15101.92,62.92,0.263
2024-07-03,B,3454,210849.81,101386.17,100272.04,9191.6,61.05,0.27
2024-07-03,C,1301,82632.5,36602.31,36047.73,9982.45,63.51,0.255
2024-07-03,D,737,48968.21,22251.62,23642.35,3074.24,66.44,0.232
2024-07-03,E,1206,74783.96,34186.95,37178.31,3418.7,62.01,0.417
2024-07-04,A,6205,375941.52,188344.46,172649.09,14947.97,60.59,0.291
2024-07-04,B,3114,198428.43,95413.41,94364.91,8650.12,63.72,0.293
2024-07-04,C,1121,74456.63,32980.79,32481.08,8994.76,66.42,0.32
2024-07-04,D,765,46164.16,20977.44,22288.53,2898.2,60.35,0.284
2024-07-04,E,1080,67206.49,30722.97,33411.23,3072.3,62.23,0.412
2024-07-05,A,5538,328308.47,164480.58,150773.87,13054.01,59.28,0.227
2024-07-05,B,2856,183816.75,88387.45,87416.16,8013.15,64.36,0.309
2024-07-05,C,1443,88647.94,39266.87,38671.92,10709.15,61.43,0.25
2024-07-05,D,626,37834.74,17192.47,18267.0,2375.28,60.44,0.229
2024-07-05,E,1033,65568.62,29974.23,32596.97,2997.42,63.47,0.403
2024-07-06,A,4685,294359.58,147472.4,135183.03,11704.16,62.83,0.252
2024-07-06,B,2913,176723.21,84976.55,84042.74,7703.92,60.67,0.316
2024-07-06,C,1279,74316.59,32918.76,32419.99,8977.84,58.11,0.251
2024-07-06,D,809,46827.4,21278.82,22608.74,2939.84,57.88,0.298
2024-07-06,E,987,60623.43,27713.57,30138.51,2771.36,61.42,0.443
2024-07-07,A,5198,317911.25,159271.64,145999.0,12640.61,61.16,0.275
2024-07-07,B,2999,180990.9,87028.65,86072.29,7889.96,60.35,0.3
2024-07-07,C,1413,83020.26,36774.08,36216.89,10029.29,58.75,0.257
2024-07-07,D,888,52306.43,23768.54,25254.08,3283.81,58.9,0.302
2024-07-07,E,1079,67048.96,30650.95,33332.91,3065.1,62.14,0.433
2024-07-08,A,5489,337894.09,169282.92,155176.01,13435.15,61.56,0.271
2024-07-08,B,3244,193023.62,92814.53,91794.59,8414.5,59.5,0.265
2024-07-08,C,1477,90896.79,40263.01,39652.96,10980.82,61.54,0.29
2024-07-08,D,807,50556.35,22973.29,24409.12,3173.94,62.65,0.266
2024-07-08,E,1107,64931.48,29682.96,32280.22,2968.3,58.66,0.382
2024-07-09,A,4998,341883.03,171281.36,157007.91,13593.76,68.4,0.274
2024-07-09,B,3188,194512.37,93530.38,92502.58,8479.4,61.01,0.324
2024-07-09,C,1446,81505.67,36103.18,35556.17,9846.32,56.37,0.248
2024-07-09,D,948,57824.53,26276.02,27918.27,3630.24,61.0,0.297
2024-07-09,E,1159,70025.41,32011.62,34812.63,3201.16,60.42,0.404
2024-07-10,A,4227,276819.95,138685.15,127128.05,11006.76,65.49,0.304
2024-07-10,B,2819,174687.32,83997.6,83074.55,7615.17,61.97,0.291
2024-07-10,C,1526,92376.36,40918.39,40298.41,11159.56,60.53,0.322
2024-07-10,D,937,55951.73,25425.0,27014.07,3512.66,59.71,0.246
2024-07-10,E,935,63214.09,28897.87,31426.44,2889.79,67.61,0.405
2024-07-11,A,6233,392713.91,196747.33,180351.72,15614.87,63.01,0.295
2024-07-11,B,3131,184001.82,88476.44,87504.17,8021.22,58.77,0.297
2024-07-11,C,1239,73508.06,32560.62,32067.28,8880.17,59.33,0.331
2024-07-11,D,882,58215.09,26453.49,28106.84,3654.76,66.0,0.278
2024-07-11,E,989,59355.69,27134.03,29508.26,2713.4,60.02,0.4
2024-07-12,A,4401,296214.06,148401.48,136034.69,11777.9,67.31,0.294
2024-07-12,B,2870,170189.26,81834.73,80935.45,7419.08,59.3,0.237
2024-07-12,C,1120,68186.34,30203.34,29745.72,8237.28,60.88,0.293
2024-07-12,D,642,39081.05,17758.8,18868.73,2453.52,60.87,0.298
2024-07-12,E,1082,66855.4,30562.47,33236.69,3056.25,61.79,0.436
2024-07-13,A,4783,305317.43,152962.21,140215.36,12139.86,63.83,0.319
2024-07-13,B,2893,177440.28,85321.35,84383.75,7735.18,61.33,0.282
2024-07-13,C,870,53648.06,23763.57,23403.52,6480.97,61.66,0.253
2024-07-13,D,786,52218.85,23728.75,25211.79,3278.31,66.44,0.28
2024-07-13,E,905,58210.23,26610.39,28938.8,2661.04,64.32,0.42
2024-07-14,A,4272,267427.09,133979.38,122814.43,10633.28,62.6,0.318
2024-07-14,B,3977,220417.78,105986.89,104822.2,9608.7,55.42,0.22
2024-07-14,C,1185,68226.93,30221.32,29763.42,8242.18,57.58,0.265
2024-07-14,D,844,52037.5,23646.34,25124.23,3266.93,61.66,0.326
2024-07-14,E,1027,65068.87,29745.77,32348.52,2974.58,63.36,0.433
2024-07-15,A,5566,333120.4,166891.33,152983.72,13245.34,59.85,0.268
2024-07-15,B,3013,171654.73,82539.39,81632.37,7482.97,56.97,0.254
2024-07-15,C,1414,94061.32,41664.75,41033.46,11363.11,66.52,0.242
2024-07-15,D,727,47336.53,21510.17,22854.56,2971.8,65.11,0.263
2024-07-15,E,1046,65832.64,30094.92,32728.23,3009.49,62.94,0.389
2024-07-16,A,6014,358067.42,179389.64,164440.5,14237.27,59.54,0.314
2024-07-16,B,3167,195915.35,94205.0,93169.78,8540.56,61.86,0.319
2024-07-16,C,1664,93738.37,41521.7,40892.58,11324.1,56.33,0.225
2024-07-16,D,852,60135.78,27326.27,29034.16,3775.34,70.58,0.28
2024-07-16,E,1127,66190.32,30258.43,32906.05,3025.84,58.73,0.461
2024-07-17,A,5310,312281.69,156451.27,143413.66,12416.77,58.81,0.289
2024-07-17,B,3004,192934.88,92771.86,91752.39,8410.64,64.23,0.33
2024-07-17,C,1510,85152.23,37718.44,37146.95,10286.85,56.39,0.288
2024-07-17,D,808,45634.17,20736.6,22032.64,2864.93,56.48,0.252
2024-07-17,E,1597,88968.88,40671.49,44230.24,4067.15,55.71,0.393
2024-07-18,A,6094,375541.91,188144.26,172465.57,14932.08,61.62,0.285
2024-07-18,B,2727,161641.95,77724.79,76870.68,7046.48,59.27,0.309
2024-07-18,C,1723,98823.1,43773.99,43110.75,11938.36,57.36,0.262
2024-07-18,D,882,53247.92,24196.36,25708.64,3342.92,60.37,0.307
2024-07-18,E,926,61833.98,28266.96,30740.32,2826.7,66.78,0.379
2024-07-19,A,4932,314454.1,157539.63,144411.33,12503.15,63.76,0.265
2024-07-19,B,2966,202326.88,97287.96,96218.86,8820.06,68.22,0.271
2024-07-19,C,1438,88170.74,39055.49,38463.74,10651.5,61.31,0.316
2024-07-19,D,862,53409.23,24269.67,25786.52,3353.05,61.96,0.246
2024-07-19,E,1101,70781.58,32357.29,35188.56,3235.73,64.29,0.43
2024-07-20,A,4740,279329.43,139942.38,128280.51,11106.54,58.93,0.265
2024-07-20,B,3106,180758.8,86917.05,85961.91,7879.84,58.2,0.268
2024-07-20,C,1332,86154.05,38162.2,37583.98,10407.87,64.68,0.274
2024-07-20,D,662,39887.14,18125.1,19257.92,2504.13,60.25,0.311
2024-07-20,E,1077,70309.63,32141.54,34953.93,3214.15,65.28,0.407
2024-07-21,A,4313,275675.99,138112.03,126602.69,10961.27,63.92,0.27
2024-07-21,B,2697,177315.01,85261.11,84324.18,7729.72,65.75,0.282
2024-07-21,C,1322,82396.91,36497.96,35944.96,9953.99,62.33,0.292
2024-07-21,D,686,48047.03,21833.03,23197.6,3016.41,70.04,0.25
2024-07-21,E,1070,66400.06,30354.31,33010.32,3035.43,62.06,0.346
2024-07-22,A,5059,339470.39,170072.64,155899.92,13497.83,67.1,0.338
2024-07-22,B,2910,189545.34,91142.01,90140.45,8262.87,65.14,0.269
2024-07-22,C,1433,94046.96,41658.39,41027.2,11361.38,65.63,0.277
2024-07-22,D,929,55869.37,25387.58,26974.3,3507.49,60.14,0.254
2024-07-22,E,1050,67493.11,30853.99,33553.72,3085.4,64.28,0.406
2024-07-23,A,5460,341436.38,171057.59,156802.79,13576.0,62.53,0.333
2024-07-23,B,3092,200528.61,96423.27,95363.67,8741.67,64.85,0.312
2024-07-23,C,1483,89070.82,39454.19,38856.4,10760.23,60.06,0.32
2024-07-23,D,942,60041.4,27283.39,28988.6,3769.42,63.74,0.283
2024-07-23,E,1389,74707.1,34151.82,37140.1,3415.18,53.78,0.405
2024-07-24,A,4815,301377.99,150988.57,138406.19,11983.22,62.59,0.28
2024-07-24,B,3584,218075.56,104860.64,103708.32,9506.6,60.85,0.283
2024-07-24,C,1398,83209.76,36858.02,36299.56,10052.19,59.52,0.225
2024-07-24,D,772,52966.7,24068.58,25572.86,3325.26,68.61,0.307
2024-07-24,E,1127,68217.84,31185.3,33914.01,3118.53,60.53,0.376
2024-07-25,A,4180,296145.98,148367.37,136003.42,11775.19,70.85,0.276
2024-07-25,B,3367,214308.74,103049.38,101916.97,9342.39,63.65,0.233
2024-07-25,C,1402,83088.71,36804.4,36246.75,10037.56,59.26,0.254
2024-07-25,D,905,53416.91,24273.15,25790.23,3353.53,59.02,0.303
2024-07-25,E,1028,64630.38,29545.32,32130.53,2954.53,62.87,0.432
2024-07-26,A,3696,225336.33,112892.16,103484.48,8959.69,60.97,0.236
2024-07-26,B,2998,190201.99,91457.76,90452.73,8291.5,63.44,0.25
2024-07-26,C,1087,70331.3,31153.46,30681.44,8496.4,64.7,0.28
2024-07-26,D,805,47733.5,21690.56,23046.22,2996.72,59.3,0.265
2024-07-26,E,893,57704.71,26379.3,28687.48,2637.93,64.62,0.471
2024-07-27,A,6154,328034.77,164343.46,150648.18,13043.13,53.3,0.261
2024-07-27,B,2524,146966.4,70668.12,69891.55,6406.73,58.23,0.29
2024-07-27,C,1387,86291.52,38223.09,37643.95,10424.48,62.21,0.266
2024-07-27,D,812,49143.46,22331.26,23726.96,3085.24,60.52,0.255
2024-07-27,E,1252,74783.48,34186.73,37178.07,3418.67,59.73,0.401
2024-07-28,A,5321,308767.58,154690.72,141799.82,12277.04,58.03,0.273
2024-07-28,B,2762,177954.79,85568.75,84628.43,7757.61,64.43,0.231
2024-07-28,C,1511,90823.46,40230.53,39620.97,10971.96,60.11,0.257
2024-07-28,D,670,42650.68,19380.88,20592.18,2677.62,63.66,0.255
2024-07-28,E,1014,62043.63,28362.8,30844.55,2836.28,61.19,0.476
2024-07-29,A,5187,323098.84,161870.59,148381.37,12846.87,62.29,0.295
2024-07-29,B,2629,181253.29,87154.82,86197.07,7901.4,68.94,0.295
2024-07-29,C,1412,79855.74,35372.34,34836.4,9647.0,56.56,0.301
2024-07-29,D,908,56915.54,25862.96,27479.4,3573.17,62.68,0.236
2024-07-29,E,1359,85572.87,39119.02,42541.94,3911.9,62.97,0.447
2024-07-30,A,4462,267176.4,133853.78,122699.3,10623.32,59.88,0.314
2024-07-30,B,2195,139039.36,66856.44,66121.76,6061.16,63.34,0.333
2024-07-30,C,1482,93093.93,41236.24,40611.45,11246.25,62.82,0.319
2024-07-30,D,775,46178.58,20983.99,22295.49,2899.1,59.59,0.244
2024-07-30,E,1212,73070.13,33403.49,36326.29,3340.35,60.29,0.416
2024-07-31,A,5587,334708.3,167686.86,153712.96,13308.48,59.91,0.275
2024-07-31,B,2731,169228.61,81372.81,80478.6,7377.2,61.97,0.26
2024-07-31,C,1434,81204.56,35969.8,35424.81,9809.95,56.63,0.295
2024-07-31,D,662,45181.85,20531.06,21814.25,2836.53,68.25,0.263
2024-07-31,E,1372,79435.03,36313.16,39490.56,3631.32,57.9,0.379
2024-08-01,A,3628,227738.72,114095.74,104587.76,9055.22,62.77,0.283
2024-08-01,B,2723,148217.18,71269.55,70486.37,6461.25,54.43,0.297
2024-08-01,C,984,59838.07,26505.45,26103.86,7228.76,60.81,0.278
2024-08-01,D,800,43042.52,19558.93,20781.37,2702.22,53.8,0.283
2024-08-01,E,864,50787.51,23217.15,25248.65,2321.71,58.78,0.383
2024-08-02,A,3389,212695.79,106559.32,97679.38,8457.09,62.76,0.268
2024-08-02,B,1907,127533.34,61323.82,60649.94,5559.58,66.88,0.332
2024-08-02,C,966,61489.72,27237.06,26824.37,7428.29,63.65,0.276
2024-08-02,D,586,38447.05,17470.71,18562.63,2413.72,65.61,0.276
2024-08-02,E,707,42339.0,19354.97,21048.53,1935.5,59.89,0.421
2024-08-03,A,2842,173576.35,86960.71,79713.99,6901.64,61.08,0.279
2024-08-03,B,1923,123104.8,59194.38,58543.9,5366.52,64.02,0.271
2024-08-03,C,1019,60336.02,26726.02,26321.08,7288.91,59.21,0.327
2024-08-03,D,500,29875.73,13575.82,14424.3,1875.61,59.75,0.308
2024-08-03,E,741,45941.01,21001.61,22839.25,2100.16,62.0,0.402
2024-08-04,A,3693,236446.08,118458.08,108586.57,9401.43,64.03,0.292
2024-08-04,B,2208,133685.51,64282.07,63575.67,5827.77,60.55,0.243
2024-08-04,C,832,51972.11,23021.2,22672.4,6278.51,62.47,0.273
2024-08-04,D,509,29219.8,13277.76,14107.62,1834.43,57.41,0.29
2024-08-04,E,753,47339.63,21640.97,23534.56,2164.1,62.87,0.448
2024-08-05,A,4278,264322.64,132424.06,121388.73,10509.85,61.79,0.264
2024-08-05,B,2708,153214.03,73672.27,72862.68,6679.08,56.58,0.244
2024-08-05,C,1048,62680.74,27764.62,27343.95,7572.17,59.81,0.311
2024-08-05,D,619,39100.84,17767.8,18878.28,2454.76,63.17,0.252
2024-08-05,E,785,49669.82,22706.2,24693.0,2270.62,63.27,0.382
2024-08-06,A,4619,285663.28,143115.6,131189.3,11358.38,61.85,0.27
2024-08-06,B,2728,144016.28,69249.57,68488.59,6278.12,52.79,0.279
2024-08-06,C,992,67322.11,29820.53,29368.71,8132.87,67.87,0.259
2024-08-06,D,663,38828.41,17644.0,18746.75,2437.66,58.56,0.307
2024-08-06,E,994,54858.12,25078.0,27272.32,2507.8,55.19,0.395
2024-08-07,A,4085,270643.77,135590.91,124291.67,10761.18,66.25,0.294
2024-08-07,B,2016,129585.02,62310.36,61625.64,5649.02,64.28,0.233
2024-08-07,C,1017,64438.36,28543.17,28110.69,7784.5,63.36,0.234
2024-08-07,D,707,43501.63,19767.55,21003.03,2731.04,61.53,0.237
2024-08-07,E,888,52958.84,24209.76,26328.11,2420.98,59.64,0.397
2024-08-08,A,4265,247349.82,123920.78,113594.05,9834.98,58.0,0.297
2024-08-08,B,2337,136225.02,65503.18,64783.36,5938.47,58.29,0.283
2024-08-08,C,1125,67796.89,30030.84,29575.83,8190.23,60.26,0.238
2024-08-08,D,613,39094.58,17764.95,18875.26,2454.37,63.78,0.309
2024-08-08,E,752,52191.59,23859.01,25946.68,2385.9,69.4,0.389
2024-08-09,A,3391,204924.8,102666.1,94110.59,8148.1,60.43,0.266
2024-08-09,B,2171,134652.94,64747.25,64035.75,5869.94,62.02,0.307
2024-08-09,C,1011,56382.78,24974.92,24596.52,6811.34,55.77,0.289
2024-08-09,D,516,33186.47,15080.25,16022.77,2083.46,64.31,0.308
2024-08-09,E,762,47519.15,21723.04,23623.8,2172.3,62.36,0.417
2024-08-10,A,3270,203737.43,102071.24,93565.3,8100.89,62.31,0.263
2024-08-10,B,1758,109415.75,52612.06,52033.91,4769.77,62.24,0.275
2024-08-10,C,1141,64510.53,28575.14,28142.18,7793.22,56.54,0.31
2024-08-10,D,660,37348.59,16971.56,18032.28,2344.75,56.59,0.304
2024-08-10,E,892,55143.47,25208.44,27414.18,2520.84,61.82,0.416
2024-08-11,A,3049,195039.0,97713.38,89570.6,7755.03,63.97,0.266
2024-08-11,B,2491,144063.23,69272.15,68510.92,6280.17,57.83,0.297
2024-08-11,C,1084,68042.46,30139.61,29682.95,8219.89,62.77,0.301
2024-08-11,D,553,32823.13,14915.15,15847.34,2060.65,59.35,0.313
2024-08-11,E,878,45284.33,20701.41,22512.78,2070.14,51.58,0.374
2024-08-12,A,3479,242876.8,121679.83,111539.84,9657.13,69.81,0.301
2024-08-12,B,2131,140523.79,67570.22,66827.69,6125.87,65.94,0.301
2024-08-12,C,1075,64852.58,28726.65,28291.39,7834.54,60.33,0.268
2024-08-12,D,663,40056.9,18202.24,19339.88,2514.78,60.42,0.256
2024-08-12,E,761,48041.9,21962.01,23883.69,2196.2,63.13,0.475
2024-08-13,A,3920,212825.64,106624.38,97739.01,8462.25,54.29,0.274
2024-08-13,B,2365,143101.27,68809.59,68053.45,6238.23,60.51,0.268
2024-08-13,C,1119,63936.31,28320.78,27891.68,7723.85,57.14,0.305
2024-08-13,D,609,38290.11,17399.39,18486.86,2403.86,62.87,0.271
2024-08-13,E,938,62077.76,28378.4,30861.51,2837.84,66.18,0.459
2024-08-14,A,3902,241300.19,120889.95,110815.79,9594.44,61.84,0.245
2024-08-14,B,2855,176295.8,84771.03,83839.48,7685.29,61.75,0.228
2024-08-14,C,1079,69422.25,30750.8,30284.87,8386.58,64.34,0.282
2024-08-14,D,739,47157.7,21428.91,22768.21,2960.57,63.81,0.267
2024-08-14,E,719,42100.86,19246.11,20930.14,1924.61,58.55,0.422
2024-08-15,A,4383,271857.96,136199.22,124849.28,10809.46,62.03,0.321
2024-08-15,B,2626,155698.51,74866.92,74044.21,6787.39,59.29,0.254
2024-08-15,C,1176,73344.02,32487.96,31995.71,8860.35,62.37,0.23
2024-08-15,D,771,47764.96,21704.85,23061.41,2998.7,61.95,0.333
2024-08-15,E,881,52915.16,24189.79,26306.39,2418.98,60.06,0.384
2024-08-16,A,4318,253195.38,126849.38,116278.59,10067.41,58.64,0.327
2024-08-16,B,1995,121150.61,58254.72,57614.55,5281.33,60.73,0.311
2024-08-16,C,959,62583.89,27721.73,27301.7,7560.47,65.26,0.295
2024-08-16,D,643,38504.05,17496.61,18590.15,2417.29,59.88,0.246
2024-08-16,E,733,49514.25,22635.08,24615.65,2263.51,67.55,0.434
2024-08-17,A,3604,228160.08,114306.84,104781.27,9071.97,63.31,0.312
2024-08-17,B,2399,142451.1,68496.96,67744.25,6209.89,59.38,0.27
2024-08-17,C,927,54072.82,23951.72,23588.81,6532.29,58.33,0.303
2024-08-17,D,453,29003.74,13179.58,14003.3,1820.86,64.03,0.273
2024-08-17,E,800,50126.3,22914.88,24919.93,2291.49,62.66,0.38
2024-08-18,A,3895,219708.39,110072.59,100899.88,8735.92,56.41,0.254
2024-08-18,B,1680,123831.73,59543.92,58889.59,5398.21,73.71,0.233
2024-08-18,C,1125,61809.44,27378.68,26963.85,7466.91,54.94,0.295
2024-08-18,D,555,33092.21,15037.42,15977.25,2077.54,59.63,0.318
2024-08-18,E,772,50271.26,22981.15,24992.0,2298.11,65.12,0.397
2024-08-19,A,4300,259849.7,130183.15,119334.55,10332.0,60.43,0.272
2024-08-19,B,2461,153487.27,73803.66,72992.63,6690.99,62.37,0.309
2024-08-19,C,919,59389.78,26306.88,25908.29,7174.6,64.62,0.264
2024-08-19,D,753,45360.31,20612.16,21900.42,2847.73,60.24,0.258
2024-08-19,E,861,56827.66,25978.36,28251.46,2597.84,66.0,0.414
2024-08-20,A,3924,232690.43,116576.52,106861.81,9252.1,59.3,0.28
2024-08-20,B,2284,143534.05,69017.69,68259.26,6257.1,62.84,0.276
2024-08-20,C,1168,78288.76,34678.24,34152.82,9457.7,67.03,0.266
2024-08-20,D,586,38391.13,17445.3,18535.63,2410.21,65.51,0.257
2024-08-20,E,934,55839.85,25526.79,27760.38,2552.68,59.79,0.443
2024-08-21,A,3586,227266.9,113859.36,104371.08,9036.46,63.38,0.345
2024-08-21,B,2293,138431.22,66564.02,65832.55,6034.65,60.37,0.286
2024-08-21,C,1129,71706.81,31762.75,31281.5,8662.57,63.51,0.311
2024-08-21,D,690,42654.4,19382.57,20593.98,2677.85,61.82,0.298
2024-08-21,E,855,47847.07,21872.95,23786.83,2187.29,55.96,0.415
2024-08-22,A,3828,225902.59,113175.85,103744.53,8982.21,59.01,0.236
2024-08-22,B,1684,113556.37,54603.06,54003.03,4950.28,67.43,0.288
2024-08-22,C,1076,64074.49,28381.99,27951.96,7740.54,59.55,0.3
2024-08-22,D,725,46386.94,21078.67,22396.09,2912.18,63.98,0.355
2024-08-22,E,924,52872.49,24170.28,26285.18,2417.03,57.22,0.368
2024-08-23,A,4033,237565.62,119018.96,109100.71,9445.95,58.91,0.216
2024-08-23,B,2269,141407.66,67995.23,67248.03,6164.4,62.32,0.308
2024-08-23,C,845,58182.01,25771.9,25381.41,7028.7,68.85,0.29
2024-08-23,D,644,40809.85,18544.39,19703.41,2562.05,63.37,0.247
2024-08-23,E,781,46363.13,21194.57,23049.1,2119.46,59.36,0.477
2024-08-24,A,2927,220136.02,110286.83,101096.26,8752.92,75.21,0.254
2024-08-24,B,2455,132181.02,63558.64,62860.19,5762.18,53.84,0.315
2024-08-24,C,1063,64659.71,28641.21,28207.25,7811.24,60.83,0.321
2024-08-24,D,573,35356.2,16066.2,17070.33,2219.67,61.7,0.325
2024-08-24,E,897,60739.05,27766.42,30195.99,2776.64,67.71,0.372
2024-08-25,A,3745,230712.95,115585.81,105953.66,9173.48,61.61,0.255
2024-08-25,B,1901,116706.82,56117.94,55501.26,5087.62,61.39,0.333
2024-08-25,C,818,52644.35,23318.97,22965.66,6359.72,64.36,0.273
2024-08-25,D,628,37224.57,16915.2,17972.4,2336.97,59.27,0.328
2024-08-25,E,918,57628.42,26344.42,28649.56,2634.44,62.78,0.456
