mes,matricula,grupo,tipo,km,km_en_vacio,litros,coste_eur,co2e_kg
2024-12-01,RN-MAD-R022,A,rigido,4250.4,765.1,1210.7,1719.25,3244.8
2025-01-01,RN-MAD-R022,A,rigido,3778.0,680.0,1076.2,1528.16,2884.1
2025-02-01,RN-MAD-R022,A,rigido,3631.8,653.7,1034.5,1469.01,2772.5
2025-03-01,RN-MAD-R022,A,rigido,3767.7,678.2,1073.2,1523.98,2876.2
2025-04-01,RN-MAD-R022,A,rigido,4278.7,770.2,1218.8,1730.68,3266.4
2025-05-01,RN-MAD-R022,A,rigido,4082.7,734.9,1163.0,1651.41,3116.8
2025-06-01,RN-MAD-R022,A,rigido,4330.5,779.5,1233.6,1751.65,3305.9
2025-07-01,RN-MAD-R022,A,rigido,4112.9,740.3,1171.6,1663.63,3139.8
2025-08-01,RN-MAD-R022,A,rigido,3690.8,664.3,1051.3,1492.89,2817.6
2025-09-01,RN-MAD-R022,A,rigido,4070.0,732.6,1159.3,1646.25,3107.0
2025-10-01,RN-MAD-R022,A,rigido,3971.3,714.8,1131.2,1606.35,3031.7
2025-11-01,RN-MAD-R022,A,rigido,3870.7,696.7,1102.6,1565.64,2954.9
2025-12-01,RN-MAD-R022,A,rigido,4948.5,890.7,1409.6,2001.6,3777.7
2024-01-01,RN-MAD-R023,A,rigido,3470.6,624.7,937.1,1330.62,2511.3
2024-02-01,RN-MAD-R023,A,rigido,3819.3,687.5,1031.2,1464.32,2763.6
2024-03-01,RN-MAD-R023,A,rigido,4171.9,750.9,1126.4,1599.49,3018.8
2024-04-01,RN-MAD-R023,A,rigido,4251.5,765.3,1147.9,1630.01,3076.4
2024-05-01,RN-MAD-R023,A,rigido,3771.2,678.8,1018.2,1445.87,2728.8
2024-06-01,RN-MAD-R023,A,rigido,4068.8,732.4,1098.6,1559.98,2944.2
2024-07-01,RN-MAD-R023,A,rigido,4449.1,800.8,1201.2,1705.77,3219.3
2024-08-01,RN-MAD-R023,A,rigido,3777.5,680.0,1019.9,1448.31,2733.4
2024-09-01,RN-MAD-R023,A,rigido,4204.0,756.7,1135.1,1611.83,3042.0
2024-10-01,RN-MAD-R023,A,rigido,4231.8,761.7,1142.6,1622.49,3062.2
2024-11-01,RN-MAD-R023,A,rigido,4033.8,726.1,1089.1,1546.54,2918.8
2024-12-01,RN-MAD-R023,A,rigido,4942.5,889.7,1334.5,1894.97,3576.4
2025-01-01,RN-MAD-R023,A,rigido,3942.0,709.6,1064.3,1511.36,2852.4
2025-02-01,RN-MAD-R023,A,rigido,3501.2,630.2,945.3,1342.36,2533.5
2025-03-01,RN-MAD-R023,A,rigido,3778.8,680.2,1020.3,1448.79,2734.3
2025-04-01,RN-MAD-R023,A,rigido,3700.2,666.0,999.1,1418.66,2677.5
2025-05-01,RN-MAD-R023,A,rigido,4243.8,763.9,1145.8,1627.07,3070.8
2025-06-01,RN-MAD-R023,A,rigido,4154.8,747.9,1121.8,1592.97,3006.4
2025-07-01,RN-MAD-R023,A,rigido,3545.9,638.3,957.4,1359.5,2565.8
2025-08-01,RN-MAD-R023,A,rigido,3469.5,624.5,936.8,1330.2,2510.5
2025-09-01,RN-MAD-R023,A,rigido,3730.8,671.6,1007.3,1430.4,2699.6
2025-10-01,RN-MAD-R023,A,rigido,4188.9,754.0,1131.0,1606.03,3031.1
2025-11-01,RN-MAD-R023,A,rigido,3508.9,631.6,947.4,1345.32,2539.1
2025-12-01,RN-MAD-R023,A,rigido,5359.7,964.7,1447.1,2054.9,3878.3
2024-01-01,RN-MAD-R024,A,rigido,4096.5,737.4,1106.0,1570.59,2964.2
2024-02-01,RN-MAD-R024,A,rigido,3930.2,707.4,1061.1,1506.83,2843.9
2024-03-01,RN-MAD-R024,A,rigido,3729.5,671.3,1007.0,1429.88,2698.6
2024-04-01,RN-MAD-R024,A,rigido,3117.8,561.2,841.8,1195.37,2256.0
2024-05-01,RN-MAD-R024,A,rigido,3752.1,675.4,1013.1,1438.55,2715.0
2024-06-01,RN-MAD-R024,A,rigido,3723.9,670.3,1005.5,1427.74,2694.6
2024-07-01,RN-MAD-R024,A,rigido,3627.2,652.9,979.3,1390.66,2624.6
2024-08-01,RN-MAD-R024,A,rigido,3719.7,669.6,1004.3,1426.15,2691.6
2024-09-01,RN-MAD-R024,A,rigido,4139.1,745.0,1117.6,1586.95,2995.1
2024-10-01,RN-MAD-R024,A,rigido,4529.5,815.3,1223.0,1736.61,3277.5
2024-11-01,RN-MAD-R024,A,rigido,4262.4,767.2,1150.9,1634.21,3084.3
2024-12-01,RN-MAD-R024,A,rigido,4676.3,841.7,1262.6,1792.88,3383.8
2025-01-01,RN-MAD-R024,A,rigido,3552.2,639.4,959.1,1361.93,2570.4
2025-02-01,RN-MAD-R024,A,rigido,3170.0,570.6,855.9,1215.36,2293.8
2025-03-01,RN-MAD-R024,A,rigido,4209.2,757.6,1136.5,1613.79,3045.8
2025-04-01,RN-MAD-R024,A,rigido,3196.6,575.4,863.1,1225.58,2313.1
2025-05-01,RN-MAD-R024,A,rigido,3779.4,680.3,1020.4,1449.03,2734.8
2025-06-01,RN-MAD-R024,A,rigido,3991.4,718.4,1077.7,1530.29,2888.2
2025-07-01,RN-MAD-R024,A,rigido,4575.7,823.6,1235.4,1754.32,3311.0
2025-08-01,RN-MAD-R024,A,rigido,3500.4,630.1,945.1,1342.07,2532.9
2025-09-01,RN-MAD-R024,A,rigido,3842.2,691.6,1037.4,1473.11,2780.2
2025-10-01,RN-MAD-R024,A,rigido,3838.7,691.0,1036.4,1471.75,2777.7
2025-11-01,RN-MAD-R024,A,rigido,3719.7,669.6,1004.3,1426.14,2691.6
2025-12-01,RN-MAD-R024,A,rigido,5016.3,902.9,1354.4,1923.25,3629.8
2024-01-01,RN-MAD-R025,A,rigido,3532.1,635.8,1016.6,1443.59,2724.5
2024-02-01,RN-MAD-R025,A,rigido,3560.4,640.9,1024.8,1455.17,2746.4
2024-03-01,RN-MAD-R025,A,rigido,4084.0,735.1,1175.5,1669.17,3150.3
2024-04-01,RN-MAD-R025,A,rigido,3644.8,656.1,1049.0,1489.64,2811.4
2024-05-01,RN-MAD-R025,A,rigido,4486.1,807.5,1291.2,1833.5,3460.4
2024-06-01,RN-MAD-R025,A,rigido,3605.5,649.0,1037.7,1473.58,2781.1
2024-07-01,RN-MAD-R025,A,rigido,3817.4,687.1,1098.7,1560.2,2944.6
2024-08-01,RN-MAD-R025,A,rigido,3672.7,661.1,1057.1,1501.05,2833.0
2024-09-01,RN-MAD-R025,A,rigido,3746.5,674.4,1078.3,1531.23,2889.9
2024-10-01,RN-MAD-R025,A,rigido,3974.0,715.3,1143.8,1624.19,3065.4
2024-11-01,RN-MAD-R025,A,rigido,4398.7,791.8,1266.0,1797.78,3393.0
2024-12-01,RN-MAD-R025,A,rigido,3595.7,647.2,1034.9,1469.57,2773.5
2025-01-01,RN-MAD-R025,A,rigido,3763.0,677.3,1083.1,1537.95,2902.6
2025-02-01,RN-MAD-R025,A,rigido,3822.0,688.0,1100.0,1562.05,2948.1
2025-03-01,RN-MAD-R025,A,rigido,4028.5,725.1,1159.5,1646.49,3107.5
2025-04-01,RN-MAD-R025,A,rigido,3419.3,615.5,984.2,1397.5,2637.5
2025-05-01,RN-MAD-R025,A,rigido,4271.0,768.8,1229.3,1745.59,3294.5
2025-06-01,RN-MAD-R025,A,rigido,4082.2,734.8,1174.9,1668.43,3148.9
2025-07-01,RN-MAD-R025,A,rigido,4255.5,766.0,1224.8,1739.22,3282.5
2025-08-01,RN-MAD-R025,A,rigido,3365.2,605.7,968.6,1375.38,2595.8
2025-09-01,RN-MAD-R025,A,rigido,3991.3,718.4,1148.8,1631.25,3078.7
2025-10-01,RN-MAD-R025,A,rigido,3911.8,704.1,1125.9,1598.79,3017.4
2025-11-01,RN-MAD-R025,A,rigido,3246.3,584.3,934.3,1326.76,2504.0
2025-12-01,RN-MAD-R025,A,rigido,4284.4,771.2,1233.1,1751.07,3304.8
2024-01-01,RN-MAD-R026,A,rigido,3024.5,544.4,816.6,1159.59,2188.5
2024-02-01,RN-MAD-R026,A,rigido,3389.0,610.0,915.0,1299.33,2452.3
2024-03-01,RN-MAD-R026,A,rigido,3691.3,664.4,996.7,1415.25,2671.0
2024-04-01,RN-MAD-R026,A,rigido,3578.2,644.1,966.1,1371.9,2589.2
2024-05-01,RN-MAD-R026,A,rigido,4168.4,750.3,1125.5,1598.17,3016.3
2024-06-01,RN-MAD-R026,A,rigido,3821.9,687.9,1031.9,1465.33,2765.6
2024-07-01,RN-MAD-R026,A,rigido,4633.4,834.0,1251.0,1776.45,3352.7
2024-08-01,RN-MAD-R026,A,rigido,3613.1,650.4,975.5,1385.26,2614.4
2024-09-01,RN-MAD-R026,A,rigido,4232.7,761.9,1142.8,1622.83,3062.8
2024-10-01,RN-MAD-R026,A,rigido,4109.5,739.7,1109.6,1575.58,2973.6
2024-11-01,RN-MAD-R026,A,rigido,3917.7,705.2,1057.8,1502.05,2834.9
2024-12-01,RN-MAD-R026,A,rigido,4285.1,771.3,1157.0,1642.93,3100.7
2025-01-01,RN-MAD-R026,A,rigido,3613.5,650.4,975.6,1385.42,2614.7
2025-02-01,RN-MAD-R026,A,rigido,3870.0,696.6,1044.9,1483.76,2800.3
2025-03-01,RN-MAD-R026,A,rigido,3957.2,712.3,1068.4,1517.19,2863.4
2025-04-01,RN-MAD-R026,A,rigido,4294.5,773.0,1159.5,1646.5,3107.5
2025-05-01,RN-MAD-R026,A,rigido,3907.8,703.4,1055.1,1498.26,2827.7
2025-06-01,RN-MAD-R026,A,rigido,4232.3,761.8,1142.7,1622.67,3062.5
2025-07-01,RN-MAD-R026,A,rigido,4745.8,854.3,1281.4,1819.55,3434.1
2025-08-01,RN-MAD-R026,A,rigido,3663.5,659.4,989.1,1404.58,2650.9
2025-09-01,RN-MAD-R026,A,rigido,4511.7,812.1,1218.2,1729.79,3264.7
2025-10-01,RN-MAD-R026,A,rigido,3723.9,670.3,1005.5,1427.75,2694.6
2025-11-01,RN-MAD-R026,A,rigido,4387.2,789.7,1184.5,1682.04,3174.6
2025-12-01,RN-MAD-R026,A,rigido,4041.1,727.4,1091.1,1549.37,2924.2
2024-01-01,RN-MAD-R027,A,rigido,3832.5,689.9,1034.8,1469.39,2773.2
2024-02-01,RN-MAD-R027,A,rigido,3505.2,630.9,946.4,1343.88,2536.3
2024-03-01,RN-MAD-R027,A,rigido,3735.7,672.4,1008.6,1432.28,2703.2
2024-04-01,RN-MAD-R027,A,rigido,4098.5,737.7,1106.6,1571.37,2965.7
2024-05-01,RN-MAD-R027,A,rigido,3522.8,634.1,951.2,1350.66,2549.1
2024-06-01,RN-MAD-R027,A,rigido,4085.9,735.5,1103.2,1566.54,2956.6
2024-07-01,RN-MAD-R027,A,rigido,3840.0,691.2,1036.8,1472.26,2778.6
2024-08-01,RN-MAD-R027,A,rigido,4126.3,742.7,1114.1,1582.01,2985.8
2024-09-01,RN-MAD-R027,A,rigido,4193.8,754.9,1132.3,1607.91,3034.6
2024-10-01,RN-MAD-R027,A,rigido,3959.5,712.7,1069.1,1518.07,2865.1
2024-11-01,RN-MAD-R027,A,rigido,4184.7,753.2,1129.9,1604.4,3028.0
2024-12-01,RN-MAD-R027,A,rigido,4703.5,846.6,1269.9,1803.32,3403.5
2025-01-01,RN-MAD-R027,A,rigido,3713.6,668.4,1002.7,1423.79,2687.2
2025-02-01,RN-MAD-R027,A,rigido,3383.3,609.0,913.5,1297.15,2448.1
2025-03-01,RN-MAD-R027,A,rigido,3436.6,618.6,927.9,1317.61,2486.7
2025-04-01,RN-MAD-R027,A,rigido,3964.7,713.6,1070.5,1520.06,2868.9
2025-05-01,RN-MAD-R027,A,rigido,3420.1,615.6,923.4,1311.26,2474.8
2025-06-01,RN-MAD-R027,A,rigido,3846.4,692.4,1038.5,1474.71,2783.3
2025-07-01,RN-MAD-R027,A,rigido,4566.5,822.0,1232.9,1750.79,3304.3
2025-08-01,RN-MAD-R027,A,rigido,3554.9,639.9,959.8,1362.95,2572.3
2025-09-01,RN-MAD-R027,A,rigido,3872.3,697.0,1045.5,1484.65,2802.0
2025-10-01,RN-MAD-R027,A,rigido,4235.6,762.4,1143.6,1623.95,3064.9
2025-11-01,RN-MAD-R027,A,rigido,4339.0,781.0,1171.5,1663.56,3139.7
2025-12-01,RN-MAD-R027,A,rigido,4529.2,815.2,1222.9,1736.48,3277.3
2024-01-01,RN-MAD-R028,A,rigido,3526.2,634.7,952.1,1351.96,2551.6
2024-02-01,RN-MAD-R028,A,rigido,3208.2,577.5,866.2,1230.04,2321.5
2024-03-01,RN-MAD-R028,A,rigido,3586.6,645.6,968.4,1375.12,2595.3
2024-04-01,RN-MAD-R028,A,rigido,3615.2,650.7,976.1,1386.07,2616.0
2024-05-01,RN-MAD-R028,A,rigido,3911.5,704.1,1056.1,1499.66,2830.3
2024-06-01,RN-MAD-R028,A,rigido,3782.2,680.8,1021.2,1450.1,2736.8
2024-07-01,RN-MAD-R028,A,rigido,4081.0,734.6,1101.9,1564.65,2953.0
2024-08-01,RN-MAD-R028,A,rigido,3883.4,699.0,1048.5,1488.88,2810.0
2024-09-01,RN-MAD-R028,A,rigido,3565.5,641.8,962.7,1366.99,2580.0
2024-10-01,RN-MAD-R028,A,rigido,3978.8,716.2,1074.3,1525.48,2879.1
2024-11-01,RN-MAD-R028,A,rigido,3293.7,592.9,889.3,1262.79,2383.3
2024-12-01,RN-MAD-R028,A,rigido,4759.0,856.6,1284.9,1824.6,3443.6
2025-01-01,RN-MAD-R028,A,rigido,3462.9,623.3,935.0,1327.68,2505.8
2025-02-01,RN-MAD-R028,A,rigido,3882.4,698.8,1048.2,1488.51,2809.3
2025-03-01,RN-MAD-R028,A,rigido,4061.6,731.1,1096.6,1557.22,2939.0
2025-04-01,RN-MAD-R028,A,rigido,3672.6,661.1,991.6,1408.08,2657.5
2025-05-01,RN-MAD-R028,A,rigido,3769.6,678.5,1017.8,1445.27,2727.7
2025-06-01,RN-MAD-R028,A,rigido,4432.9,797.9,1196.9,1699.57,3207.6
2025-07-01,RN-MAD-R028,A,rigido,4794.4,863.0,1294.5,1838.17,3469.2
2025-08-01,RN-MAD-R028,A,rigido,3952.3,711.4,1067.1,1515.32,2859.9
2025-09-01,RN-MAD-R028,A,rigido,4181.3,752.6,1129.0,1603.13,3025.6
2025-10-01,RN-MAD-R028,A,rigido,4142.4,745.6,1118.4,1588.2,2997.4
2025-11-01,RN-MAD-R028,A,rigido,3744.4,674.0,1011.0,1435.6,2709.4
2025-12-01,RN-MAD-R028,A,rigido,5351.0,963.2,1444.8,2051.56,3872.0
2024-01-01,RN-MAD-R029,A,rigido,3888.1,699.9,1072.9,1523.51,2875.4
2024-02-01,RN-MAD-R029,A,rigido,3914.9,704.7,1080.3,1534.0,2895.2
2024-03-01,RN-MAD-R029,A,rigido,4112.9,740.3,1134.9,1611.58,3041.6
2024-04-01,RN-MAD-R029,A,rigido,3992.1,718.6,1101.6,1564.24,2952.2
2024-05-01,RN-MAD-R029,A,rigido,4202.9,756.5,1159.7,1646.84,3108.1
2024-06-01,RN-MAD-R029,A,rigido,4439.6,799.1,1225.1,1739.59,3283.2
2024-07-01,RN-MAD-R029,A,rigido,4025.2,724.5,1110.7,1577.22,2976.7
2024-08-01,RN-MAD-R029,A,rigido,3848.5,692.7,1062.0,1507.97,2846.0
2024-09-01,RN-MAD-R029,A,rigido,3697.7,665.6,1020.3,1448.89,2734.5
2024-10-01,RN-MAD-R029,A,rigido,3852.3,693.4,1063.0,1509.46,2848.8
2024-11-01,RN-MAD-R029,A,rigido,3978.4,716.1,1097.8,1558.88,2942.1
2024-12-01,RN-MAD-R029,A,rigido,5366.1,965.9,1480.7,2102.63,3968.3
2025-01-01,RN-MAD-R029,A,rigido,3315.7,596.8,914.9,1299.21,2452.0
2025-02-01,RN-MAD-R029,A,rigido,3797.5,683.5,1047.9,1487.97,2808.3
2025-03-01,RN-MAD-R029,A,rigido,4139.8,745.2,1142.3,1622.14,3061.5
2025-04-01,RN-MAD-R029,A,rigido,3884.6,699.2,1071.9,1522.11,2872.7
2025-05-01,RN-MAD-R029,A,rigido,4146.8,746.4,1144.3,1624.86,3066.6
2025-06-01,RN-MAD-R029,A,rigido,4233.8,762.1,1168.3,1658.96,3131.0
2025-07-01,RN-MAD-R029,A,rigido,3933.5,708.0,1085.4,1541.29,2908.9
2025-08-01,RN-MAD-R029,A,rigido,3721.6,669.9,1026.9,1458.26,2752.2
2025-09-01,RN-MAD-R029,A,rigido,3978.0,716.0,1097.7,1558.71,2941.8
2025-10-01,RN-MAD-R029,A,rigido,3873.0,697.1,1068.7,1517.56,2864.1
2025-11-01,RN-MAD-R029,A,rigido,3584.4,645.2,989.1,1404.5,2650.7
2025-12-01,RN-MAD-R029,A,rigido,4637.1,834.7,1279.6,1816.99,3429.3
2024-01-01,RN-MAD-R030,A,rigido,4035.9,726.5,1101.7,1564.37,2952.5
2024-02-01,RN-MAD-R030,A,rigido,3827.3,688.9,1044.7,1483.51,2799.9
2024-03-01,RN-MAD-R030,A,rigido,3882.9,698.9,1059.9,1505.08,2840.6
2024-04-01,RN-MAD-R030,A,rigido,3985.2,717.3,1087.8,1544.72,2915.4
2024-05-01,RN-MAD-R030,A,rigido,4757.9,856.4,1298.8,1844.25,3480.7
2024-06-01,RN-MAD-R030,A,rigido,3845.6,692.2,1049.7,1490.64,2813.3
2024-07-01,RN-MAD-R030,A,rigido,4381.1,788.6,1195.9,1698.21,3205.1
2024-08-01,RN-MAD-R030,A,rigido,3664.2,659.6,1000.2,1420.3,2680.6
2024-09-01,RN-MAD-R030,A,rigido,4008.1,721.5,1094.1,1553.61,2932.2
2024-10-01,RN-MAD-R030,A,rigido,4283.7,771.1,1169.3,1660.43,3133.8
2024-11-01,RN-MAD-R030,A,rigido,4484.8,807.3,1224.2,1738.37,3280.9
2024-12-01,RN-MAD-R030,A,rigido,4824.8,868.5,1317.0,1870.18,3529.6
2025-01-01,RN-MAD-R030,A,rigido,3285.6,591.4,896.9,1273.54,2403.6
2025-02-01,RN-MAD-R030,A,rigido,3695.6,665.2,1008.8,1432.46,2703.5
2025-03-01,RN-MAD-R030,A,rigido,4096.1,737.3,1118.1,1587.71,2996.5
2025-04-01,RN-MAD-R030,A,rigido,3923.6,706.3,1071.0,1520.86,2870.4
2025-05-01,RN-MAD-R030,A,rigido,4030.3,725.4,1100.1,1562.2,2948.4
2025-06-01,RN-MAD-R030,A,rigido,4388.9,790.0,1198.0,1701.2,3210.7
2025-07-01,RN-MAD-R030,A,rigido,4576.8,823.8,1249.3,1774.04,3348.2
2025-08-01,RN-MAD-R030,A,rigido,4092.9,736.7,1117.2,1586.47,2994.2
2025-09-01,RN-MAD-R030,A,rigido,4020.4,723.7,1097.4,1558.38,2941.2
2025-10-01,RN-MAD-R030,A,rigido,4196.3,755.3,1145.5,1626.55,3069.8
2025-11-01,RN-MAD-R030,A,rigido,3713.5,668.4,1013.7,1439.4,2716.6
2025-12-01,RN-MAD-R030,A,rigido,5125.0,922.5,1399.0,1986.55,3749.3
2024-01-01,RN-MAD-R031,A,rigido,3865.3,695.8,1089.6,1547.16,2920.0
2024-02-01,RN-MAD-R031,A,rigido,3532.4,635.8,995.7,1413.9,2668.5
2024-03-01,RN-MAD-R031,A,rigido,4121.4,741.8,1161.7,1649.65,3113.4
2024-04-01,RN-MAD-R031,A,rigido,4094.9,737.1,1154.3,1639.06,3093.4
2024-05-01,RN-MAD-R031,A,rigido,4061.1,731.0,1144.8,1625.55,3067.9
2024-06-01,RN-MAD-R031,A,rigido,5060.6,910.9,1426.5,2025.62,3823.0
2024-07-01,RN-MAD-R031,A,rigido,5005.6,901.0,1411.0,2003.57,3781.4
2024-08-01,RN-MAD-R031,A,rigido,3851.9,693.4,1085.8,1541.82,2909.9
2024-09-01,RN-MAD-R031,A,rigido,4462.8,803.3,1258.0,1786.34,3371.4
2024-10-01,RN-MAD-R031,A,rigido,4003.2,720.6,1128.4,1602.37,3024.2
2024-11-01,RN-MAD-R031,A,rigido,3897.0,701.5,1098.5,1559.86,2944.0
2024-12-01,RN-MAD-R031,A,rigido,4708.7,847.6,1327.3,1884.75,3557.1
2025-01-01,RN-MAD-R031,A,rigido,3508.1,631.4,988.8,1404.17,2650.1
2025-02-01,RN-MAD-R031,A,rigido,3668.4,660.3,1034.0,1468.34,2771.2
2025-03-01,RN-MAD-R031,A,rigido,3795.1,683.1,1069.8,1519.08,2867.0
2025-04-01,RN-MAD-R031,A,rigido,3614.6,650.6,1018.9,1446.82,2730.6
2025-05-01,RN-MAD-R031,A,rigido,4340.5,781.3,1223.5,1737.37,3279.0
2025-06-01,RN-MAD-R031,A,rigido,4048.8,728.8,1141.3,1620.62,3058.6
2025-07-01,RN-MAD-R031,A,rigido,4123.5,742.2,1162.3,1650.51,3115.0
2025-08-01,RN-MAD-R031,A,rigido,3863.0,695.3,1088.9,1546.22,2918.2
2025-09-01,RN-MAD-R031,A,rigido,3374.7,607.4,951.3,1350.79,2549.4
2025-10-01,RN-MAD-R031,A,rigido,3996.7,719.4,1126.6,1599.76,3019.3
2025-11-01,RN-MAD-R031,A,rigido,4741.9,853.5,1336.6,1898.04,3582.2
2025-12-01,RN-MAD-R031,A,rigido,5150.0,927.0,1451.7,2061.38,3890.5
2024-01-01,RN-MAD-R032,A,rigido,3877.2,697.9,1081.4,1535.57,2898.1
2024-02-01,RN-MAD-R032,A,rigido,3836.0,690.5,1069.9,1519.24,2867.3
2024-03-01,RN-MAD-R032,A,rigido,3501.0,630.2,976.5,1386.56,2616.9
2024-04-01,RN-MAD-R032,A,rigido,4057.7,730.4,1131.7,1607.05,3033.0
2024-05-01,RN-MAD-R032,A,rigido,4194.2,754.9,1169.8,1661.1,3135.0
2024-06-01,RN-MAD-R032,A,rigido,3275.1,589.5,913.5,1297.12,2448.1
2024-07-01,RN-MAD-R032,A,rigido,4463.3,803.4,1244.9,1767.71,3336.2
2024-08-01,RN-MAD-R032,A,rigido,3904.7,702.8,1089.1,1546.47,2918.7
2024-09-01,RN-MAD-R032,A,rigido,4015.5,722.8,1120.0,1590.36,3001.5
2024-10-01,RN-MAD-R032,A,rigido,3521.4,633.9,982.2,1394.65,2632.2
2024-11-01,RN-MAD-R032,A,rigido,4335.3,780.4,1209.2,1717.0,3240.5
2024-12-01,RN-MAD-R032,A,rigido,5367.7,966.2,1497.1,2125.87,4012.2
2025-01-01,RN-MAD-R032,A,rigido,3489.4,628.1,973.2,1381.97,2608.2
2025-02-01,RN-MAD-R032,A,rigido,3719.6,669.5,1037.4,1473.14,2780.3
2025-03-01,RN-MAD-R032,A,rigido,4779.8,860.4,1333.1,1893.05,3572.8
2025-04-01,RN-MAD-R032,A,rigido,4244.9,764.1,1183.9,1681.2,3173.0
2025-05-01,RN-MAD-R032,A,rigido,3785.1,681.3,1055.7,1499.09,2829.3
2025-06-01,RN-MAD-R032,A,rigido,4393.4,790.8,1225.4,1740.01,3284.0
2025-07-01,RN-MAD-R032,A,rigido,3918.3,705.3,1092.8,1551.83,2928.8
2025-08-01,RN-MAD-R032,A,rigido,4114.8,740.7,1147.7,1629.69,3075.8
2025-09-01,RN-MAD-R032,A,rigido,4160.4,748.9,1160.4,1647.72,3109.8
2025-10-01,RN-MAD-R032,A,rigido,3865.4,695.8,1078.1,1530.92,2889.3
2025-11-01,RN-MAD-R032,A,rigido,4174.2,751.4,1164.2,1653.21,3120.1
2025-12-01,RN-MAD-R032,A,rigido,4736.8,852.6,1321.1,1876.03,3540.7
2024-01-01,RN-MAD-R033,A,rigido,3503.0,630.5,945.8,1343.06,2534.8
2024-02-01,RN-MAD-R033,A,rigido,3617.1,651.1,976.6,1386.81,2617.4
2024-03-01,RN-MAD-R033,A,rigido,3391.9,610.5,915.8,1300.44,2454.4
2024-04-01,RN-MAD-R033,A,rigido,4118.4,741.3,1112.0,1578.99,2980.1
2024-05-01,RN-MAD-R033,A,rigido,3544.8,638.1,957.1,1359.07,2565.0
2024-06-01,RN-MAD-R033,A,rigido,4174.9,751.5,1127.2,1600.64,3020.9
2024-07-01,RN-MAD-R033,A,rigido,4198.3,755.7,1133.5,1609.61,3037.9
2024-08-01,RN-MAD-R033,A,rigido,3581.0,644.6,966.9,1372.95,2591.2
2024-09-01,RN-MAD-R033,A,rigido,3583.1,645.0,967.4,1373.78,2592.8
2024-10-01,RN-MAD-R033,A,rigido,3831.2,689.6,1034.4,1468.88,2772.3
2024-11-01,RN-MAD-R033,A,rigido,3697.8,665.6,998.4,1417.74,2675.7
2024-12-01,RN-MAD-R033,A,rigido,5658.5,1018.5,1527.8,2169.45,4094.5
2025-01-01,RN-MAD-R033,A,rigido,3918.4,705.3,1058.0,1502.31,2835.3
2025-02-01,RN-MAD-R033,A,rigido,3564.0,641.5,962.3,1366.42,2578.9
2025-03-01,RN-MAD-R033,A,rigido,3782.5,680.8,1021.3,1450.2,2737.0
2025-04-01,RN-MAD-R033,A,rigido,3964.2,713.6,1070.3,1519.87,2868.5
2025-05-01,RN-MAD-R033,A,rigido,3824.6,688.4,1032.6,1466.35,2767.5
2025-06-01,RN-MAD-R033,A,rigido,3910.6,703.9,1055.9,1499.32,2829.7
2025-07-01,RN-MAD-R033,A,rigido,3780.4,680.5,1020.7,1449.41,2735.5
2025-08-01,RN-MAD-R033,A,rigido,3521.0,633.8,950.7,1349.95,2547.8
2025-09-01,RN-MAD-R033,A,rigido,4089.3,736.1,1104.1,1567.85,2959.0
2025-10-01,RN-MAD-R033,A,rigido,4518.2,813.3,1219.9,1732.26,3269.3
2025-11-01,RN-MAD-R033,A,rigido,4198.8,755.8,1133.7,1609.83,3038.3
2025-12-01,RN-MAD-R033,A,rigido,4588.1,825.9,1238.8,1759.09,3320.0
2024-01-01,RN-MAD-R034,A,rigido,3883.7,699.1,1083.2,1538.16,2903.0
2024-02-01,RN-MAD-R034,A,rigido,4108.7,739.6,1145.9,1627.24,3071.1
2024-03-01,RN-MAD-R034,A,rigido,3848.4,692.7,1073.3,1524.15,2876.6
2024-04-01,RN-MAD-R034,A,rigido,3839.4,691.1,1070.8,1520.58,2869.8
2024-05-01,RN-MAD-R034,A,rigido,4141.4,745.5,1155.1,1640.22,3095.6
2024-06-01,RN-MAD-R034,A,rigido,3720.0,669.6,1037.5,1473.32,2780.6
2024-07-01,RN-MAD-R034,A,rigido,4995.1,899.1,1393.2,1978.32,3733.7
2024-08-01,RN-MAD-R034,A,rigido,4117.5,741.1,1148.4,1630.73,3077.7
2024-09-01,RN-MAD-R034,A,rigido,4139.9,745.2,1154.7,1639.63,3094.5
2024-10-01,RN-MAD-R034,A,rigido,4126.8,742.8,1151.0,1634.43,3084.7
2024-11-01,RN-MAD-R034,A,rigido,4236.8,762.6,1181.7,1677.98,3166.9
2024-12-01,RN-MAD-R034,A,rigido,5266.8,948.0,1469.0,2085.92,3936.8
2025-01-01,RN-MAD-R034,A,rigido,3498.8,629.8,975.9,1385.71,2615.3
2025-02-01,RN-MAD-R034,A,rigido,4220.8,759.7,1177.2,1671.64,3154.9
2025-03-01,RN-MAD-R034,A,rigido,3982.2,716.8,1110.7,1577.18,2976.6
2025-04-01,RN-MAD-R034,A,rigido,4332.1,779.8,1208.3,1715.72,3238.1
2025-05-01,RN-MAD-R034,A,rigido,3774.9,679.5,1052.9,1495.05,2821.6
2025-06-01,RN-MAD-R034,A,rigido,4306.5,775.2,1201.1,1705.62,3219.0
2025-07-01,RN-MAD-R034,A,rigido,4048.9,728.8,1129.3,1603.56,3026.4
2025-08-01,RN-MAD-R034,A,rigido,3825.1,688.5,1066.8,1514.92,2859.2
2025-09-01,RN-MAD-R034,A,rigido,4404.8,792.9,1228.5,1744.52,3292.5
