mes,codigo_instalacion,grupo,tipo_instalacion,superficie_m2,electricidad_kwh,gas_kwh,coste_eur,co2e_kg
2025-12-01,RN-MAD-ES20,A,especializada,853,12803.3,0.0,1984.52,2176.6
2024-01-01,RN-MAD-CV01,A,conveniencia,355,11468.9,0.0,1777.67,1949.7
2024-02-01,RN-MAD-CV01,A,conveniencia,355,9579.7,0.0,1484.85,1628.5
2024-03-01,RN-MAD-CV01,A,conveniencia,355,8740.5,0.0,1354.77,1485.9
2024-04-01,RN-MAD-CV01,A,conveniencia,355,8768.3,0.0,1359.09,1490.6
2024-05-01,RN-MAD-CV01,A,conveniencia,355,10738.3,0.0,1664.44,1825.5
2024-06-01,RN-MAD-CV01,A,conveniencia,355,11076.0,0.0,1716.79,1882.9
2024-07-01,RN-MAD-CV01,A,conveniencia,355,11334.2,0.0,1756.8,1926.8
2024-08-01,RN-MAD-CV01,A,conveniencia,355,13075.1,0.0,2026.65,2222.8
2024-09-01,RN-MAD-CV01,A,conveniencia,355,10923.2,0.0,1693.1,1856.9
2024-10-01,RN-MAD-CV01,A,conveniencia,355,10222.9,0.0,1584.55,1737.9
2024-11-01,RN-MAD-CV01,A,conveniencia,355,10906.1,0.0,1690.44,1854.0
2024-12-01,RN-MAD-CV01,A,conveniencia,355,8464.0,0.0,1311.91,1438.9
2025-01-01,RN-MAD-CV01,A,conveniencia,355,10355.2,0.0,1605.05,1760.4
2025-02-01,RN-MAD-CV01,A,conveniencia,355,10115.1,0.0,1567.84,1719.6
2025-03-01,RN-MAD-CV01,A,conveniencia,355,9087.8,0.0,1408.6,1544.9
2025-04-01,RN-MAD-CV01,A,conveniencia,355,9691.6,0.0,1502.2,1647.6
2025-05-01,RN-MAD-CV01,A,conveniencia,355,9671.5,0.0,1499.08,1644.2
2025-06-01,RN-MAD-CV01,A,conveniencia,355,10190.8,0.0,1579.58,1732.4
2025-07-01,RN-MAD-CV01,A,conveniencia,355,11592.3,0.0,1796.8,1970.7
2025-08-01,RN-MAD-CV01,A,conveniencia,355,12903.3,0.0,2000.02,2193.6
2025-09-01,RN-MAD-CV01,A,conveniencia,355,11403.7,0.0,1767.57,1938.6
2025-10-01,RN-MAD-CV01,A,conveniencia,355,9435.6,0.0,1462.52,1604.1
2025-11-01,RN-MAD-CV01,A,conveniencia,355,9506.4,0.0,1473.5,1616.1
2025-12-01,RN-MAD-CV01,A,conveniencia,355,8412.8,0.0,1303.99,1430.2
2024-01-01,RN-MAD-CV02,A,conveniencia,374,12430.9,0.0,1926.79,2113.3
2024-02-01,RN-MAD-CV02,A,conveniencia,374,9796.1,0.0,1518.39,1665.3
2024-03-01,RN-MAD-CV02,A,conveniencia,374,9966.6,0.0,1544.83,1694.3
2024-04-01,RN-MAD-CV02,A,conveniencia,374,9870.1,0.0,1529.87,1677.9
2024-05-01,RN-MAD-CV02,A,conveniencia,374,10054.5,0.0,1558.45,1709.3
2024-06-01,RN-MAD-CV02,A,conveniencia,374,11521.5,0.0,1785.83,1958.7
2024-07-01,RN-MAD-CV02,A,conveniencia,374,13083.9,0.0,2028.0,2224.3
2024-08-01,RN-MAD-CV02,A,conveniencia,374,12178.9,0.0,1887.73,2070.4
2024-09-01,RN-MAD-CV02,A,conveniencia,374,11246.3,0.0,1743.17,1911.9
2024-10-01,RN-MAD-CV02,A,conveniencia,374,10644.8,0.0,1649.94,1809.6
2024-11-01,RN-MAD-CV02,A,conveniencia,374,10475.4,0.0,1623.69,1780.8
2024-12-01,RN-MAD-CV02,A,conveniencia,374,9269.0,0.0,1436.69,1575.7
2025-01-01,RN-MAD-CV02,A,conveniencia,374,10640.6,0.0,1649.29,1808.9
2025-02-01,RN-MAD-CV02,A,conveniencia,374,10827.1,0.0,1678.19,1840.6
2025-03-01,RN-MAD-CV02,A,conveniencia,374,9717.4,0.0,1506.19,1652.0
2025-04-01,RN-MAD-CV02,A,conveniencia,374,10712.8,0.0,1660.48,1821.2
2025-05-01,RN-MAD-CV02,A,conveniencia,374,10087.2,0.0,1563.52,1714.8
2025-06-01,RN-MAD-CV02,A,conveniencia,374,11703.5,0.0,1814.04,1989.6
2025-07-01,RN-MAD-CV02,A,conveniencia,374,12408.6,0.0,1923.33,2109.5
2025-08-01,RN-MAD-CV02,A,conveniencia,374,13117.8,0.0,2033.26,2230.0
2025-09-01,RN-MAD-CV02,A,conveniencia,374,13046.2,0.0,2022.16,2217.8
2025-10-01,RN-MAD-CV02,A,conveniencia,374,10726.8,0.0,1662.65,1823.6
2025-11-01,RN-MAD-CV02,A,conveniencia,374,10163.6,0.0,1575.37,1727.8
2025-12-01,RN-MAD-CV02,A,conveniencia,374,8923.2,0.0,1383.09,1516.9
2024-01-01,RN-MAD-CV03,A,conveniencia,351,12020.2,0.0,1863.12,2043.4
2024-02-01,RN-MAD-CV03,A,conveniencia,351,10382.7,0.0,1609.32,1765.1
2024-03-01,RN-MAD-CV03,A,conveniencia,351,10612.8,0.0,1644.99,1804.2
2024-04-01,RN-MAD-CV03,A,conveniencia,351,9243.8,0.0,1432.79,1571.4
2024-05-01,RN-MAD-CV03,A,conveniencia,351,9097.2,0.0,1410.07,1546.5
2024-06-01,RN-MAD-CV03,A,conveniencia,351,11128.2,0.0,1724.87,1891.8
2024-07-01,RN-MAD-CV03,A,conveniencia,351,12265.7,0.0,1901.19,2085.2
2024-08-01,RN-MAD-CV03,A,conveniencia,351,12008.7,0.0,1861.35,2041.5
2024-09-01,RN-MAD-CV03,A,conveniencia,351,10858.2,0.0,1683.02,1845.9
2024-10-01,RN-MAD-CV03,A,conveniencia,351,9888.7,0.0,1532.75,1681.1
2024-11-01,RN-MAD-CV03,A,conveniencia,351,9685.2,0.0,1501.21,1646.5
2024-12-01,RN-MAD-CV03,A,conveniencia,351,9028.8,0.0,1399.47,1534.9
2025-01-01,RN-MAD-CV03,A,conveniencia,351,10851.1,0.0,1681.92,1844.7
2025-02-01,RN-MAD-CV03,A,conveniencia,351,9953.4,0.0,1542.78,1692.1
2025-03-01,RN-MAD-CV03,A,conveniencia,351,9279.7,0.0,1438.36,1577.6
2025-04-01,RN-MAD-CV03,A,conveniencia,351,9389.3,0.0,1455.34,1596.2
2025-05-01,RN-MAD-CV03,A,conveniencia,351,9512.5,0.0,1474.43,1617.1
2025-06-01,RN-MAD-CV03,A,conveniencia,351,9704.7,0.0,1504.23,1649.8
2025-07-01,RN-MAD-CV03,A,conveniencia,351,11419.7,0.0,1770.05,1941.3
2025-08-01,RN-MAD-CV03,A,conveniencia,351,12190.0,0.0,1889.45,2072.3
2025-09-01,RN-MAD-CV03,A,conveniencia,351,11356.5,0.0,1760.26,1930.6
2025-10-01,RN-MAD-CV03,A,conveniencia,351,9867.5,0.0,1529.47,1677.5
2025-11-01,RN-MAD-CV03,A,conveniencia,351,9339.6,0.0,1447.63,1587.7
2025-12-01,RN-MAD-CV03,A,conveniencia,351,9166.9,0.0,1420.86,1558.4
2024-01-01,RN-MAD-CV04,A,conveniencia,408,12460.4,0.0,1931.35,2118.3
2024-02-01,RN-MAD-CV04,A,conveniencia,408,12227.8,0.0,1895.31,2078.7
2024-03-01,RN-MAD-CV04,A,conveniencia,408,11313.3,0.0,1753.56,1923.3
2024-04-01,RN-MAD-CV04,A,conveniencia,408,10729.9,0.0,1663.14,1824.1
2024-05-01,RN-MAD-CV04,A,conveniencia,408,10835.7,0.0,1679.53,1842.1
2024-06-01,RN-MAD-CV04,A,conveniencia,408,11931.6,0.0,1849.39,2028.4
2024-07-01,RN-MAD-CV04,A,conveniencia,408,14599.2,0.0,2262.87,2481.9
2024-08-01,RN-MAD-CV04,A,conveniencia,408,14240.6,0.0,2207.29,2420.9
2024-09-01,RN-MAD-CV04,A,conveniencia,408,11669.1,0.0,1808.71,1983.7
2024-10-01,RN-MAD-CV04,A,conveniencia,408,10570.3,0.0,1638.39,1796.9
2024-11-01,RN-MAD-CV04,A,conveniencia,408,11082.7,0.0,1717.81,1884.1
2024-12-01,RN-MAD-CV04,A,conveniencia,408,10124.3,0.0,1569.27,1721.1
2025-01-01,RN-MAD-CV04,A,conveniencia,408,12103.5,0.0,1876.04,2057.6
2025-02-01,RN-MAD-CV04,A,conveniencia,408,11834.2,0.0,1834.3,2011.8
2025-03-01,RN-MAD-CV04,A,conveniencia,408,12026.0,0.0,1864.03,2044.4
2025-04-01,RN-MAD-CV04,A,conveniencia,408,10051.4,0.0,1557.97,1708.7
2025-05-01,RN-MAD-CV04,A,conveniencia,408,10512.8,0.0,1629.49,1787.2
2025-06-01,RN-MAD-CV04,A,conveniencia,408,11903.1,0.0,1844.98,2023.5
2025-07-01,RN-MAD-CV04,A,conveniencia,408,14165.9,0.0,2195.71,2408.2
2025-08-01,RN-MAD-CV04,A,conveniencia,408,14422.5,0.0,2235.49,2451.8
2025-09-01,RN-MAD-CV04,A,conveniencia,408,12440.1,0.0,1928.21,2114.8
2025-10-01,RN-MAD-CV04,A,conveniencia,408,11426.8,0.0,1771.16,1942.6
2025-11-01,RN-MAD-CV04,A,conveniencia,408,11349.0,0.0,1759.1,1929.3
2025-12-01,RN-MAD-CV04,A,conveniencia,408,10229.0,0.0,1585.5,1738.9
2024-01-01,RN-MAD-CV05,A,conveniencia,305,9347.4,0.0,1448.85,1589.1
2024-02-01,RN-MAD-CV05,A,conveniencia,305,8635.0,0.0,1338.43,1468.0
2024-03-01,RN-MAD-CV05,A,conveniencia,305,7825.3,0.0,1212.93,1330.3
2024-04-01,RN-MAD-CV05,A,conveniencia,305,8078.8,0.0,1252.22,1373.4
2024-05-01,RN-MAD-CV05,A,conveniencia,305,8485.8,0.0,1315.3,1442.6
2024-06-01,RN-MAD-CV05,A,conveniencia,305,9712.6,0.0,1505.45,1651.1
2024-07-01,RN-MAD-CV05,A,conveniencia,305,9866.5,0.0,1529.3,1677.3
2024-08-01,RN-MAD-CV05,A,conveniencia,305,10010.0,0.0,1551.55,1701.7
2024-09-01,RN-MAD-CV05,A,conveniencia,305,8730.3,0.0,1353.2,1484.2
2024-10-01,RN-MAD-CV05,A,conveniencia,305,8363.1,0.0,1296.28,1421.7
2024-11-01,RN-MAD-CV05,A,conveniencia,305,8678.6,0.0,1345.18,1475.4
2024-12-01,RN-MAD-CV05,A,conveniencia,305,6609.5,0.0,1024.47,1123.6
2025-01-01,RN-MAD-CV05,A,conveniencia,305,9181.6,0.0,1423.14,1560.9
2025-02-01,RN-MAD-CV05,A,conveniencia,305,9474.9,0.0,1468.61,1610.7
2025-03-01,RN-MAD-CV05,A,conveniencia,305,7679.8,0.0,1190.37,1305.6
2025-04-01,RN-MAD-CV05,A,conveniencia,305,8582.3,0.0,1330.25,1459.0
2025-05-01,RN-MAD-CV05,A,conveniencia,305,7586.6,0.0,1175.92,1289.7
2025-06-01,RN-MAD-CV05,A,conveniencia,305,9829.7,0.0,1523.61,1671.1
2025-07-01,RN-MAD-CV05,A,conveniencia,305,10148.3,0.0,1572.98,1725.2
2025-08-01,RN-MAD-CV05,A,conveniencia,305,10746.5,0.0,1665.7,1826.9
2025-09-01,RN-MAD-CV05,A,conveniencia,305,9284.3,0.0,1439.07,1578.3
2025-10-01,RN-MAD-CV05,A,conveniencia,305,9009.6,0.0,1396.49,1531.6
2025-11-01,RN-MAD-CV05,A,conveniencia,305,8669.7,0.0,1343.8,1473.8
2025-12-01,RN-MAD-CV05,A,conveniencia,305,7913.5,0.0,1226.6,1345.3
2024-01-01,RN-MAD-CV06,A,conveniencia,350,11446.1,0.0,1774.14,1945.8
2024-02-01,RN-MAD-CV06,A,conveniencia,350,9915.5,0.0,1536.91,1685.6
2024-03-01,RN-MAD-CV06,A,conveniencia,350,9810.2,0.0,1520.58,1667.7
2024-04-01,RN-MAD-CV06,A,conveniencia,350,9768.8,0.0,1514.17,1660.7
2024-05-01,RN-MAD-CV06,A,conveniencia,350,9644.0,0.0,1494.82,1639.5
2024-06-01,RN-MAD-CV06,A,conveniencia,350,12241.3,0.0,1897.41,2081.0
2024-07-01,RN-MAD-CV06,A,conveniencia,350,,0.0,,
2024-08-01,RN-MAD-CV06,A,conveniencia,350,11554.0,0.0,1790.87,1964.2
2024-09-01,RN-MAD-CV06,A,conveniencia,350,9938.3,0.0,1540.43,1689.5
2024-10-01,RN-MAD-CV06,A,conveniencia,350,9010.7,0.0,1396.66,1531.8
2024-11-01,RN-MAD-CV06,A,conveniencia,350,9126.3,0.0,1414.58,1551.5
2024-12-01,RN-MAD-CV06,A,conveniencia,350,8227.7,0.0,1275.29,1398.7
2025-01-01,RN-MAD-CV06,A,conveniencia,350,10357.0,0.0,1605.34,1760.7
2025-02-01,RN-MAD-CV06,A,conveniencia,350,11593.4,0.0,1796.98,1970.9
2025-03-01,RN-MAD-CV06,A,conveniencia,350,9738.0,0.0,1509.39,1655.5
2025-04-01,RN-MAD-CV06,A,conveniencia,350,9276.2,0.0,1437.82,1577.0
2025-05-01,RN-MAD-CV06,A,conveniencia,350,9395.9,0.0,1456.36,1597.3
2025-06-01,RN-MAD-CV06,A,conveniencia,350,10400.2,0.0,1612.03,1768.0
2025-07-01,RN-MAD-CV06,A,conveniencia,350,11066.9,0.0,1715.37,1881.4
2025-08-01,RN-MAD-CV06,A,conveniencia,350,12054.4,0.0,1868.43,2049.3
2025-09-01,RN-MAD-CV06,A,conveniencia,350,10613.7,0.0,1645.12,1804.3
2025-10-01,RN-MAD-CV06,A,conveniencia,350,9879.7,0.0,1531.35,1679.5
2025-11-01,RN-MAD-CV06,A,conveniencia,350,8673.2,0.0,1344.34,1474.4
2025-12-01,RN-MAD-CV06,A,conveniencia,350,8581.0,0.0,1330.06,1458.8
2024-01-01,RN-MAD-CV07,A,conveniencia,338,9788.9,0.0,1517.29,1664.1
2024-02-01,RN-MAD-CV07,A,conveniencia,338,9250.8,0.0,1433.88,1572.6
2024-03-01,RN-MAD-CV07,A,conveniencia,338,9567.1,0.0,1482.91,1626.4
2024-04-01,RN-MAD-CV07,A,conveniencia,338,8445.2,0.0,1309.0,1435.7
2024-05-01,RN-MAD-CV07,A,conveniencia,338,9310.5,0.0,1443.12,1582.8
2024-06-01,RN-MAD-CV07,A,conveniencia,338,10968.4,0.0,1700.11,1864.6
2024-07-01,RN-MAD-CV07,A,conveniencia,338,12792.8,0.0,1982.88,2174.8
2024-08-01,RN-MAD-CV07,A,conveniencia,338,12383.9,0.0,1919.5,2105.3
2024-09-01,RN-MAD-CV07,A,conveniencia,338,10113.3,0.0,1567.56,1719.3
2024-10-01,RN-MAD-CV07,A,conveniencia,338,8445.1,0.0,1308.98,1435.7
2024-11-01,RN-MAD-CV07,A,conveniencia,338,9058.5,0.0,1404.07,1539.9
2024-12-01,RN-MAD-CV07,A,conveniencia,338,8696.1,0.0,1347.89,1478.3
2025-01-01,RN-MAD-CV07,A,conveniencia,338,10453.1,0.0,1620.22,1777.0
2025-02-01,RN-MAD-CV07,A,conveniencia,338,9477.7,0.0,1469.04,1611.2
2025-03-01,RN-MAD-CV07,A,conveniencia,338,8965.6,0.0,1389.66,1524.1
2025-04-01,RN-MAD-CV07,A,conveniencia,338,8284.8,0.0,1284.15,1408.4
2025-05-01,RN-MAD-CV07,A,conveniencia,338,,0.0,,
2025-06-01,RN-MAD-CV07,A,conveniencia,338,10747.6,0.0,1665.88,1827.1
2025-07-01,RN-MAD-CV07,A,conveniencia,338,11406.2,0.0,1767.95,1939.0
2025-08-01,RN-MAD-CV07,A,conveniencia,338,11697.8,0.0,1813.15,1988.6
2025-09-01,RN-MAD-CV07,A,conveniencia,338,10188.0,0.0,1579.14,1732.0
2025-10-01,RN-MAD-CV07,A,conveniencia,338,9152.0,0.0,1418.56,1555.8
2025-11-01,RN-MAD-CV07,A,conveniencia,338,9620.4,0.0,1491.17,1635.5
2025-12-01,RN-MAD-CV07,A,conveniencia,338,8034.2,0.0,1245.31,1365.8
2024-01-01,RN-MAD-CV08,A,conveniencia,418,12472.3,0.0,1933.21,2120.3
2024-02-01,RN-MAD-CV08,A,conveniencia,418,10486.1,0.0,1625.35,1782.6
2024-03-01,RN-MAD-CV08,A,conveniencia,418,11016.1,0.0,1707.5,1872.7
2024-04-01,RN-MAD-CV08,A,conveniencia,418,10979.6,0.0,1701.84,1866.5
2024-05-01,RN-MAD-CV08,A,conveniencia,418,10689.1,0.0,1656.81,1817.2
2024-06-01,RN-MAD-CV08,A,conveniencia,418,14015.7,0.0,2172.43,2382.7
2024-07-01,RN-MAD-CV08,A,conveniencia,418,13566.8,0.0,2102.86,2306.4
2024-08-01,RN-MAD-CV08,A,conveniencia,418,15177.9,0.0,2352.58,2580.2
2024-09-01,RN-MAD-CV08,A,conveniencia,418,11990.9,0.0,1858.59,2038.5
2024-10-01,RN-MAD-CV08,A,conveniencia,418,11841.0,0.0,1835.35,2013.0
2024-11-01,RN-MAD-CV08,A,conveniencia,418,12247.0,0.0,1898.29,2082.0
2024-12-01,RN-MAD-CV08,A,conveniencia,418,11056.0,0.0,1713.68,1879.5
2025-01-01,RN-MAD-CV08,A,conveniencia,418,13807.9,0.0,2140.23,2347.3
2025-02-01,RN-MAD-CV08,A,conveniencia,418,12483.9,0.0,1935.01,2122.3
2025-03-01,RN-MAD-CV08,A,conveniencia,418,11996.2,0.0,1859.41,2039.3
2025-04-01,RN-MAD-CV08,A,conveniencia,418,10466.0,0.0,1622.23,1779.2
2025-05-01,RN-MAD-CV08,A,conveniencia,418,10903.5,0.0,1690.05,1853.6
2025-06-01,RN-MAD-CV08,A,conveniencia,418,13224.9,0.0,2049.86,2248.2
2025-07-01,RN-MAD-CV08,A,conveniencia,418,13828.7,0.0,2143.45,2350.9
2025-08-01,RN-MAD-CV08,A,conveniencia,418,14081.7,0.0,2182.66,2393.9
2025-09-01,RN-MAD-CV08,A,conveniencia,418,12350.7,0.0,1914.36,2099.6
2025-10-01,RN-MAD-CV08,A,conveniencia,418,12106.2,0.0,1876.46,2058.1
2025-11-01,RN-MAD-CV08,A,conveniencia,418,12296.1,0.0,1905.89,2090.3
2025-12-01,RN-MAD-CV08,A,conveniencia,418,9948.6,0.0,1542.03,1691.3
2024-01-01,RN-MAD-CV09,A,conveniencia,420,13019.2,0.0,2017.97,2213.3
2024-02-01,RN-MAD-CV09,A,conveniencia,420,11587.9,0.0,1796.12,1969.9
2024-03-01,RN-MAD-CV09,A,conveniencia,420,12018.3,0.0,1862.84,2043.1
2024-04-01,RN-MAD-CV09,A,conveniencia,420,11079.8,0.0,1717.37,1883.6
2024-05-01,RN-MAD-CV09,A,conveniencia,420,11307.8,0.0,1752.71,1922.3
2024-06-01,RN-MAD-CV09,A,conveniencia,420,12765.1,0.0,1978.59,2170.1
2024-07-01,RN-MAD-CV09,A,conveniencia,420,12840.9,0.0,1990.33,2182.9
2024-08-01,RN-MAD-CV09,A,conveniencia,420,15552.6,0.0,2410.65,2643.9
2024-09-01,RN-MAD-CV09,A,conveniencia,420,12507.3,0.0,1938.63,2126.2
2024-10-01,RN-MAD-CV09,A,conveniencia,420,11624.3,0.0,1801.77,1976.1
2024-11-01,RN-MAD-CV09,A,conveniencia,420,11200.9,0.0,1736.13,1904.1
2024-12-01,RN-MAD-CV09,A,conveniencia,420,10332.1,0.0,1601.47,1756.4
2025-01-01,RN-MAD-CV09,A,conveniencia,420,12272.2,0.0,1902.19,2086.3
2025-02-01,RN-MAD-CV09,A,conveniencia,420,12293.3,0.0,1905.45,2089.9
2025-03-01,RN-MAD-CV09,A,conveniencia,420,11944.9,0.0,1851.46,2030.6
2025-04-01,RN-MAD-CV09,A,conveniencia,420,10989.5,0.0,1703.37,1868.2
2025-05-01,RN-MAD-CV09,A,conveniencia,420,11826.2,0.0,1833.06,2010.5
2025-06-01,RN-MAD-CV09,A,conveniencia,420,12188.8,0.0,1889.26,2072.1
2025-07-01,RN-MAD-CV09,A,conveniencia,420,14439.5,0.0,2238.12,2454.7
2025-08-01,RN-MAD-CV09,A,conveniencia,420,14291.3,0.0,2215.15,2429.5
2025-09-01,RN-MAD-CV09,A,conveniencia,420,12089.9,0.0,1873.93,2055.3
2025-10-01,RN-MAD-CV09,A,conveniencia,420,12270.4,0.0,1901.91,2086.0
2025-11-01,RN-MAD-CV09,A,conveniencia,420,11093.7,0.0,1719.52,1885.9
2025-12-01,RN-MAD-CV09,A,conveniencia,420,10062.8,0.0,1559.74,1710.7
2024-01-01,RN-MAD-CV10,A,conveniencia,390,12165.8,0.0,1885.69,2068.2
2024-02-01,RN-MAD-CV10,A,conveniencia,390,11587.3,0.0,1796.04,1969.8
2024-03-01,RN-MAD-CV10,A,conveniencia,390,10930.9,0.0,1694.28,1858.2
2024-04-01,RN-MAD-CV10,A,conveniencia,390,10906.2,0.0,1690.47,1854.1
2024-05-01,RN-MAD-CV10,A,conveniencia,390,11454.7,0.0,1775.47,1947.3
2024-06-01,RN-MAD-CV10,A,conveniencia,390,12922.9,0.0,2003.04,2196.9
2024-07-01,RN-MAD-CV10,A,conveniencia,390,12099.4,0.0,1875.41,2056.9
2024-08-01,RN-MAD-CV10,A,conveniencia,390,13664.2,0.0,2117.96,2322.9
2024-09-01,RN-MAD-CV10,A,conveniencia,390,11933.1,0.0,1849.63,2028.6
2024-10-01,RN-MAD-CV10,A,conveniencia,390,9968.4,0.0,1545.11,1694.6
2024-11-01,RN-MAD-CV10,A,conveniencia,390,11057.7,0.0,1713.95,1879.8
2024-12-01,RN-MAD-CV10,A,conveniencia,390,9097.6,0.0,1410.13,1546.6
2025-01-01,RN-MAD-CV10,A,conveniencia,390,11662.4,0.0,1807.66,1982.6
2025-02-01,RN-MAD-CV10,A,conveniencia,390,11304.6,0.0,1752.22,1921.8
2025-03-01,RN-MAD-CV10,A,conveniencia,390,11110.5,0.0,1722.12,1888.8
2025-04-01,RN-MAD-CV10,A,conveniencia,390,10365.4,0.0,1606.64,1762.1
2025-05-01,RN-MAD-CV10,A,conveniencia,390,10618.5,0.0,1645.87,1805.1
2025-06-01,RN-MAD-CV10,A,conveniencia,390,13092.6,0.0,2029.35,2225.7
2025-07-01,RN-MAD-CV10,A,conveniencia,390,13432.1,0.0,2081.97,2283.5
2025-08-01,RN-MAD-CV10,A,conveniencia,390,13290.4,0.0,2060.01,2259.4
2025-09-01,RN-MAD-CV10,A,conveniencia,390,12324.3,0.0,1910.27,2095.1
2025-10-01,RN-MAD-CV10,A,conveniencia,390,11971.8,0.0,1855.64,2035.2
2025-11-01,RN-MAD-CV10,A,conveniencia,390,9973.4,0.0,1545.88,1695.5
2025-12-01,RN-MAD-CV10,A,conveniencia,390,9375.1,0.0,1453.14,1593.8
2024-01-01,RN-BCN-GA01,B,gran_almacen,16995,374867.1,123628.3,65769.35,86227.8
2024-02-01,RN-BCN-GA01,B,gran_almacen,16995,353056.6,124926.0,62469.18,82756.1
2024-03-01,RN-BCN-GA01,B,gran_almacen,16995,353351.4,88281.5,60242.92,76137.0
2024-04-01,RN-BCN-GA01,B,gran_almacen,16995,339497.4,63456.2,56556.39,69263.6
2024-05-01,RN-BCN-GA01,B,gran_almacen,16995,348168.5,38020.7,56323.4,66108.4
2024-06-01,RN-BCN-GA01,B,gran_almacen,16995,390988.7,19505.4,61812.58,70018.1
2024-07-01,RN-BCN-GA01,B,gran_almacen,16995,399479.7,13282.5,62742.87,70329.0
2024-08-01,RN-BCN-GA01,B,gran_almacen,16995,403066.1,13002.5,63281.4,70887.7
2024-09-01,RN-BCN-GA01,B,gran_almacen,16995,,23840.6,,
2024-10-01,RN-BCN-GA01,B,gran_almacen,16995,331452.5,54793.0,54772.31,66319.3
2024-11-01,RN-BCN-GA01,B,gran_almacen,16995,343865.5,69076.9,57581.92,71029.1
2024-12-01,RN-BCN-GA01,B,gran_almacen,16995,314155.3,79262.6,53608.34,67832.2
2025-01-01,RN-BCN-GA01,B,gran_almacen,16995,413407.9,121552.7,71614.49,92401.9
2025-02-01,RN-BCN-GA01,B,gran_almacen,16995,359803.6,121459.2,63300.03,83272.2
2025-03-01,RN-BCN-GA01,B,gran_almacen,16995,354218.6,76474.4,59645.3,74135.5
2025-04-01,RN-BCN-GA01,B,gran_almacen,16995,337770.8,58938.3,56008.65,68147.8
2025-05-01,RN-BCN-GA01,B,gran_almacen,16995,350643.5,36737.9,56627.5,66295.7
2025-06-01,RN-BCN-GA01,B,gran_almacen,16995,398378.2,15274.0,62695.61,70504.2
2025-07-01,RN-BCN-GA01,B,gran_almacen,16995,445753.3,13421.0,69923.86,78220.7
2025-08-01,RN-BCN-GA01,B,gran_almacen,16995,423915.2,14057.4,66578.42,74624.0
2025-09-01,RN-BCN-GA01,B,gran_almacen,16995,355555.3,25009.5,56661.65,64996.1
2025-10-01,RN-BCN-GA01,B,gran_almacen,16995,351927.4,48985.3,57585.84,68743.0
2025-11-01,RN-BCN-GA01,B,gran_almacen,16995,359823.0,84526.4,61013.21,76553.7
2025-12-01,RN-BCN-GA01,B,gran_almacen,16995,314303.3,82397.0,53825.62,68427.8
2024-01-01,RN-BCN-GA02,B,gran_almacen,19676,440349.2,127590.4,76164.74,98080.8
2024-02-01,RN-BCN-GA02,B,gran_almacen,19676,416054.0,122654.8,72092.96,93052.3
2024-03-01,RN-BCN-GA02,B,gran_almacen,19676,431399.0,95890.4,72812.05,90789.9
2024-04-01,RN-BCN-GA02,B,gran_almacen,19676,426491.9,62874.7,70004.48,83946.8
2024-05-01,RN-BCN-GA02,B,gran_almacen,19676,412439.0,36589.7,66196.62,76774.0
2024-06-01,RN-BCN-GA02,B,gran_almacen,19676,438025.0,23565.9,69354.96,78753.2
2024-07-01,RN-BCN-GA02,B,gran_almacen,19676,493976.5,15854.4,77549.33,86861.5
2024-08-01,RN-BCN-GA02,B,gran_almacen,19676,488144.9,17232.3,76730.86,86120.9
2024-09-01,RN-BCN-GA02,B,gran_almacen,19676,405177.1,27244.8,64491.63,73838.7
2024-10-01,RN-BCN-GA02,B,gran_almacen,19676,397895.6,57793.2,65257.0,78160.6
2024-11-01,RN-BCN-GA02,B,gran_almacen,19676,377197.3,100039.7,64668.04,82330.8
2024-12-01,RN-BCN-GA02,B,gran_almacen,19676,351920.3,93448.9,60341.48,76834.2
2025-01-01,RN-BCN-GA02,B,gran_almacen,19676,477839.3,138067.7,82625.29,106361.0
2025-02-01,RN-BCN-GA02,B,gran_almacen,19676,433399.0,123971.3,74863.07,96240.6
2025-03-01,RN-BCN-GA02,B,gran_almacen,19676,385635.9,113649.4,66819.83,86242.3
2025-04-01,RN-BCN-GA02,B,gran_almacen,19676,391672.0,67987.7,64924.39,78958.0
2025-05-01,RN-BCN-GA02,B,gran_almacen,19676,380610.1,38343.4,61371.86,71682.2
2025-06-01,RN-BCN-GA02,B,gran_almacen,19676,443521.2,19249.1,69939.23,78901.9
2025-07-01,RN-BCN-GA02,B,gran_almacen,19676,506019.3,16330.9,79445.51,88995.5
2025-08-01,RN-BCN-GA02,B,gran_almacen,19676,525930.2,16220.1,82524.84,92360.2
2025-09-01,RN-BCN-GA02,B,gran_almacen,19676,443306.3,30528.3,70605.24,80918.2
2025-10-01,RN-BCN-GA02,B,gran_almacen,19676,394731.7,65184.7,65224.87,78968.0
2025-11-01,RN-BCN-GA02,B,gran_almacen,19676,383549.9,97661.0,65505.21,82977.8
2025-12-01,RN-BCN-GA02,B,gran_almacen,19676,348042.7,89961.2,59524.21,75540.2
2024-01-01,RN-BCN-HI01,B,hipermercado,2209,111892.8,10611.5,18001.3,20953.1
2024-02-01,RN-BCN-HI01,B,hipermercado,2209,95077.8,8352.6,15254.92,17683.4
2024-03-01,RN-BCN-HI01,B,hipermercado,2209,95508.4,7475.5,15267.28,17597.0
2024-04-01,RN-BCN-HI01,B,hipermercado,2209,89976.6,5064.5,14260.37,16217.8
2024-05-01,RN-BCN-HI01,B,hipermercado,2209,86537.2,3006.8,13599.69,15258.6
