mes,grupo,codigo_proveedor,pais_origen,categoria,importe_eur,entregas,entregas_a_tiempo,plazo_real_dias
2024-07-01,A,PRV-061,España,hogar_electronica,554448.08,4,4,7.5
2024-07-01,A,PRV-065,España,alimentacion_hosteleria,346618.08,4,4,2.2
2024-07-01,A,PRV-086,Vietnam,hogar_electronica,352610.32,1,1,55.7
2024-07-01,A,PRV-092,España,moda_belleza,562932.07,7,7,3.6
2024-07-01,A,PRV-100,China,hogar_electronica,1501563.54,1,0,33.1
2024-07-01,A,PRV-106,España,alimentacion_hosteleria,383020.13,6,5,2.0
2024-07-01,A,PRV-107,Bangladés,moda_belleza,816870.55,1,0,44.9
2024-07-01,A,PRV-108,China,moda_belleza,1142412.94,1,1,59.7
2024-07-01,A,PRV-110,España,moda_belleza,535712.96,5,5,7.1
2024-07-01,A,PRV-112,España,hogar_electronica,424901.34,6,6,5.9
2024-07-01,A,PRV-115,Portugal,hogar_electronica,1153898.74,6,5,3.0
2024-07-01,A,PRV-117,España,moda_belleza,1137208.75,4,4,6.8
2024-07-01,A,PRV-118,España,alimentacion_hosteleria,491133.47,5,5,5.8
2024-07-01,B,PRV-001,Turquía,hogar_electronica,342806.9,3,3,16.4
2024-07-01,B,PRV-004,China,moda_belleza,517293.43,1,1,45.2
2024-07-01,B,PRV-014,Italia,moda_belleza,453929.97,4,4,13.4
2024-07-01,B,PRV-021,España,hogar_electronica,637533.71,4,3,6.7
2024-07-01,B,PRV-026,Italia,moda_belleza,409162.09,3,3,12.3
2024-07-01,B,PRV-030,China,moda_belleza,789607.57,1,0,37.6
2024-07-01,B,PRV-042,Italia,moda_belleza,455892.06,2,2,18.3
2024-07-01,B,PRV-048,Portugal,moda_belleza,427559.25,2,2,8.0
2024-07-01,B,PRV-050,Bangladés,hogar_electronica,615325.98,1,0,71.0
2024-07-01,B,PRV-051,China,hogar_electronica,291528.45,1,1,58.3
2024-07-01,B,PRV-053,España,alimentacion_hosteleria,660331.37,2,2,8.3
2024-07-01,B,PRV-055,Vietnam,alimentacion_hosteleria,499134.38,1,1,62.4
2024-07-01,B,PRV-059,China,hogar_electronica,516828.15,1,0,55.6
2024-07-01,B,PRV-063,España,hogar_electronica,385074.68,4,3,10.3
2024-07-01,B,PRV-064,España,moda_belleza,285120.18,5,5,8.2
2024-07-01,B,PRV-068,España,moda_belleza,480937.61,7,6,2.0
2024-07-01,B,PRV-076,Turquía,moda_belleza,469686.57,1,1,27.7
2024-07-01,B,PRV-080,España,alimentacion_hosteleria,333327.24,3,3,8.3
2024-07-01,B,PRV-082,China,hogar_electronica,342573.98,1,1,44.3
2024-07-01,B,PRV-085,Portugal,hogar_electronica,483439.3,4,3,8.8
2024-07-01,B,PRV-094,China,moda_belleza,486401.12,1,1,64.5
2024-07-01,B,PRV-098,Vietnam,alimentacion_hosteleria,750765.29,1,0,70.9
2024-07-01,B,PRV-099,España,moda_belleza,671920.96,5,4,9.3
2024-07-01,B,PRV-100,China,hogar_electronica,733219.45,1,1,47.4
2024-07-01,B,PRV-107,Bangladés,moda_belleza,349987.73,1,0,60.8
2024-07-01,B,PRV-111,Turquía,alimentacion_hosteleria,200212.17,1,1,17.0
2024-07-01,C,PRV-005,España,moda_belleza,308527.33,5,5,5.4
2024-07-01,C,PRV-009,Portugal,moda_belleza,395665.26,3,3,11.7
2024-07-01,C,PRV-010,Italia,alimentacion_hosteleria,172886.71,3,3,12.2
2024-07-01,C,PRV-012,China,moda_belleza,282287.37,1,1,54.2
2024-07-01,C,PRV-017,España,moda_belleza,243712.8,2,2,12.2
2024-07-01,C,PRV-023,Portugal,moda_belleza,349508.32,3,3,11.7
2024-07-01,C,PRV-029,España,alimentacion_hosteleria,268373.61,5,5,6.8
2024-07-01,C,PRV-031,España,moda_belleza,532814.97,4,3,5.8
2024-07-01,C,PRV-032,Bangladés,hogar_electronica,421665.01,1,1,40.7
2024-07-01,C,PRV-052,Turquía,moda_belleza,221930.05,1,0,12.2
2024-07-01,C,PRV-053,España,alimentacion_hosteleria,122637.04,3,2,7.6
2024-07-01,C,PRV-054,España,hogar_electronica,415486.67,4,4,3.7
2024-07-01,C,PRV-063,España,hogar_electronica,372899.01,4,4,6.8
2024-07-01,C,PRV-068,España,moda_belleza,298411.07,9,7,2.0
2024-07-01,C,PRV-073,Italia,moda_belleza,444025.34,4,4,10.5
2024-07-01,C,PRV-075,España,moda_belleza,559779.11,5,5,6.0
2024-07-01,C,PRV-079,España,moda_belleza,270524.03,4,3,6.4
2024-07-01,C,PRV-082,China,hogar_electronica,274029.38,1,1,64.0
2024-07-01,C,PRV-083,España,moda_belleza,446612.29,6,6,10.2
2024-07-01,C,PRV-086,Vietnam,hogar_electronica,402039.75,1,1,50.5
2024-07-01,C,PRV-090,España,hogar_electronica,422279.65,3,3,8.1
2024-07-01,C,PRV-097,Turquía,moda_belleza,237255.89,2,2,28.8
2024-07-01,C,PRV-100,China,hogar_electronica,294321.71,1,0,63.2
2024-07-01,C,PRV-112,España,hogar_electronica,427520.94,4,4,7.3
2024-07-01,C,PRV-114,España,moda_belleza,378989.06,5,4,6.2
2024-07-01,C,PRV-117,España,moda_belleza,375173.98,5,5,6.7
2024-07-01,D,PRV-001,Turquía,hogar_electronica,257859.88,2,2,8.0
2024-07-01,D,PRV-003,España,alimentacion_hosteleria,204234.08,6,4,4.1
2024-07-01,D,PRV-005,España,moda_belleza,400447.93,5,5,8.7
2024-07-01,D,PRV-007,España,moda_belleza,166119.49,4,4,8.7
2024-07-01,D,PRV-012,China,moda_belleza,225556.34,1,1,75.8
2024-07-01,D,PRV-017,España,moda_belleza,309766.09,4,4,10.8
2024-07-01,D,PRV-019,Bangladés,alimentacion_hosteleria,348829.87,1,1,21.5
2024-07-01,D,PRV-023,Portugal,moda_belleza,433227.69,5,4,6.5
2024-07-01,D,PRV-035,España,moda_belleza,247712.55,4,4,4.9
2024-07-01,D,PRV-043,China,hogar_electronica,325344.44,1,0,48.7
2024-07-01,D,PRV-056,China,hogar_electronica,224659.0,1,0,51.9
2024-07-01,D,PRV-058,Portugal,alimentacion_hosteleria,345468.33,5,5,6.7
2024-07-01,D,PRV-060,Portugal,moda_belleza,252510.35,3,3,6.4
2024-07-01,D,PRV-065,España,alimentacion_hosteleria,340663.38,6,6,7.0
2024-07-01,D,PRV-067,España,hogar_electronica,144840.6,3,3,5.5
2024-07-01,D,PRV-071,Italia,moda_belleza,112269.93,4,4,7.6
2024-07-01,D,PRV-074,España,moda_belleza,401345.91,7,6,5.0
2024-07-01,D,PRV-076,Turquía,moda_belleza,220906.89,1,1,19.0
2024-07-01,D,PRV-080,España,alimentacion_hosteleria,186689.96,2,2,7.9
2024-07-01,D,PRV-083,España,moda_belleza,202190.97,3,3,4.8
2024-07-01,D,PRV-095,España,moda_belleza,375321.73,5,4,8.4
2024-07-01,D,PRV-099,España,moda_belleza,250574.85,4,4,7.6
2024-07-01,D,PRV-109,España,moda_belleza,252007.66,6,6,2.0
2024-07-01,D,PRV-118,España,alimentacion_hosteleria,226937.86,5,5,3.8
2024-07-01,D,PRV-119,Vietnam,alimentacion_hosteleria,199378.18,1,0,51.0
2024-07-01,E,PRV-007,España,moda_belleza,362167.59,4,4,9.6
2024-07-01,E,PRV-012,China,moda_belleza,129622.69,1,1,61.4
2024-07-01,E,PRV-013,Vietnam,moda_belleza,145071.4,1,1,67.6
2024-07-01,E,PRV-036,Italia,moda_belleza,152993.75,3,3,7.0
2024-07-01,E,PRV-037,China,moda_belleza,179341.53,1,0,65.3
2024-07-01,E,PRV-038,China,moda_belleza,367481.23,1,1,27.4
2024-07-01,E,PRV-040,España,moda_belleza,181635.3,6,5,5.5
2024-07-01,E,PRV-041,España,moda_belleza,221305.75,5,4,4.5
2024-07-01,E,PRV-042,Italia,moda_belleza,137253.21,4,4,15.2
2024-07-01,E,PRV-043,China,hogar_electronica,417230.4,1,1,39.5
2024-07-01,E,PRV-053,España,alimentacion_hosteleria,131793.45,4,4,5.6
2024-07-01,E,PRV-058,Portugal,alimentacion_hosteleria,86686.14,3,3,3.0
2024-07-01,E,PRV-060,Portugal,moda_belleza,252053.62,4,4,6.2
2024-07-01,E,PRV-064,España,moda_belleza,403984.82,4,3,10.2
2024-07-01,E,PRV-065,España,alimentacion_hosteleria,165554.29,4,4,4.7
2024-07-01,E,PRV-068,España,moda_belleza,155125.83,7,7,2.5
2024-07-01,E,PRV-073,Italia,moda_belleza,82171.87,3,3,5.3
2024-07-01,E,PRV-077,Bangladés,hogar_electronica,216864.61,1,1,74.8
2024-07-01,E,PRV-083,España,moda_belleza,158467.49,5,5,6.5
2024-07-01,E,PRV-087,España,alimentacion_hosteleria,182994.61,3,2,7.5
2024-07-01,E,PRV-097,Turquía,moda_belleza,177022.69,1,1,24.2
2024-07-01,E,PRV-103,España,moda_belleza,393876.64,4,4,6.1
2024-07-01,E,PRV-105,España,alimentacion_hosteleria,354593.11,7,7,5.8
2024-07-01,E,PRV-111,Turquía,alimentacion_hosteleria,102556.04,1,0,31.5
2024-07-01,E,PRV-117,España,moda_belleza,250523.1,4,4,4.8
2024-08-01,A,PRV-004,China,moda_belleza,820173.25,1,0,46.1
2024-08-01,A,PRV-006,España,alimentacion_hosteleria,355248.16,6,6,7.1
2024-08-01,A,PRV-009,Portugal,moda_belleza,493012.59,4,3,5.0
2024-08-01,A,PRV-012,China,moda_belleza,876861.76,1,1,79.4
2024-08-01,A,PRV-013,Vietnam,moda_belleza,979365.11,1,1,55.8
2024-08-01,A,PRV-014,Italia,moda_belleza,868337.29,3,3,9.5
2024-08-01,A,PRV-015,España,hogar_electronica,668312.11,4,4,5.0
2024-08-01,A,PRV-019,Bangladés,alimentacion_hosteleria,519806.41,1,0,36.5
2024-08-01,A,PRV-023,Portugal,moda_belleza,1244105.93,4,3,11.1
2024-08-01,A,PRV-033,España,alimentacion_hosteleria,356259.05,6,6,7.7
2024-08-01,A,PRV-036,Italia,moda_belleza,560906.8,2,2,18.6
2024-08-01,A,PRV-052,Turquía,moda_belleza,1084017.77,1,1,26.6
2024-08-01,A,PRV-057,Turquía,hogar_electronica,935085.31,2,1,19.5
2024-08-01,A,PRV-059,China,hogar_electronica,1280714.16,1,1,35.2
2024-08-01,A,PRV-061,España,hogar_electronica,422718.19,5,4,9.2
2024-08-01,A,PRV-065,España,alimentacion_hosteleria,327827.46,5,3,3.5
2024-08-01,A,PRV-086,Vietnam,hogar_electronica,372370.61,1,1,66.7
2024-08-01,A,PRV-092,España,moda_belleza,576082.82,5,5,3.7
2024-08-01,A,PRV-100,China,hogar_electronica,1158341.99,1,1,36.8
2024-08-01,A,PRV-106,España,alimentacion_hosteleria,423987.83,8,8,2.4
2024-08-01,A,PRV-107,Bangladés,moda_belleza,1026935.11,1,1,66.4
2024-08-01,A,PRV-108,China,moda_belleza,715647.67,1,1,33.6
2024-08-01,A,PRV-110,España,moda_belleza,568606.97,5,5,6.5
2024-08-01,A,PRV-112,España,hogar_electronica,422474.26,4,4,6.9
2024-08-01,A,PRV-115,Portugal,hogar_electronica,1032999.77,5,5,4.6
2024-08-01,A,PRV-117,España,moda_belleza,1156597.41,7,7,8.3
2024-08-01,A,PRV-118,España,alimentacion_hosteleria,484484.9,6,5,4.3
2024-08-01,B,PRV-001,Turquía,hogar_electronica,284422.27,3,2,18.1
2024-08-01,B,PRV-004,China,moda_belleza,604158.73,1,1,40.6
2024-08-01,B,PRV-014,Italia,moda_belleza,453997.45,3,3,7.4
2024-08-01,B,PRV-021,España,hogar_electronica,737826.89,5,5,9.4
2024-08-01,B,PRV-026,Italia,moda_belleza,399890.02,3,3,5.5
2024-08-01,B,PRV-030,China,moda_belleza,807641.57,1,0,70.0
2024-08-01,B,PRV-042,Italia,moda_belleza,361810.11,3,3,9.2
2024-08-01,B,PRV-048,Portugal,moda_belleza,534510.08,3,3,7.6
2024-08-01,B,PRV-050,Bangladés,hogar_electronica,807983.53,1,1,68.5
2024-08-01,B,PRV-051,China,hogar_electronica,269044.98,1,1,51.6
2024-08-01,B,PRV-053,España,alimentacion_hosteleria,569259.22,4,3,6.2
2024-08-01,B,PRV-055,Vietnam,alimentacion_hosteleria,742431.45,1,1,46.5
2024-08-01,B,PRV-059,China,hogar_electronica,418420.46,1,1,50.0
2024-08-01,B,PRV-063,España,hogar_electronica,322188.48,3,2,4.5
2024-08-01,B,PRV-064,España,moda_belleza,242187.92,4,2,5.5
2024-08-01,B,PRV-068,España,moda_belleza,480261.57,8,7,3.5
2024-08-01,B,PRV-076,Turquía,moda_belleza,558781.85,1,1,25.2
2024-08-01,B,PRV-080,España,alimentacion_hosteleria,335311.6,5,3,7.9
2024-08-01,B,PRV-082,China,hogar_electronica,322977.04,1,0,68.4
2024-08-01,B,PRV-085,Portugal,hogar_electronica,437789.35,4,4,10.9
2024-08-01,B,PRV-094,China,moda_belleza,736925.9,1,1,63.5
2024-08-01,B,PRV-098,Vietnam,alimentacion_hosteleria,555364.34,1,0,74.8
2024-08-01,B,PRV-099,España,moda_belleza,493648.62,6,6,7.4
2024-08-01,B,PRV-100,China,hogar_electronica,515532.66,1,0,64.1
2024-08-01,B,PRV-107,Bangladés,moda_belleza,285094.79,1,1,79.3
2024-08-01,B,PRV-111,Turquía,alimentacion_hosteleria,189240.8,1,1,17.0
2024-08-01,C,PRV-005,España,moda_belleza,355132.73,4,4,3.2
2024-08-01,C,PRV-009,Portugal,moda_belleza,401017.03,4,4,8.2
2024-08-01,C,PRV-010,Italia,alimentacion_hosteleria,170868.63,3,3,14.3
2024-08-01,C,PRV-012,China,moda_belleza,284878.0,1,1,70.4
2024-08-01,C,PRV-017,España,moda_belleza,219767.85,3,3,9.7
2024-08-01,C,PRV-023,Portugal,moda_belleza,479694.92,3,3,8.8
2024-08-01,C,PRV-029,España,alimentacion_hosteleria,334243.95,6,5,3.9
2024-08-01,C,PRV-031,España,moda_belleza,389647.91,5,5,5.2
2024-08-01,C,PRV-032,Bangladés,hogar_electronica,436986.44,1,0,62.9
2024-08-01,C,PRV-052,Turquía,moda_belleza,262625.83,2,2,21.5
2024-08-01,C,PRV-053,España,alimentacion_hosteleria,144064.62,4,4,5.2
2024-08-01,C,PRV-054,España,hogar_electronica,447710.32,6,6,8.8
2024-08-01,C,PRV-063,España,hogar_electronica,344242.71,5,5,9.3
2024-08-01,C,PRV-068,España,moda_belleza,370854.77,8,8,2.0
2024-08-01,C,PRV-073,Italia,moda_belleza,441650.01,3,3,4.8
2024-08-01,C,PRV-075,España,moda_belleza,494155.32,3,3,7.3
2024-08-01,C,PRV-079,España,moda_belleza,286233.05,3,3,9.6
2024-08-01,C,PRV-082,China,hogar_electronica,326785.63,1,1,69.3
2024-08-01,C,PRV-083,España,moda_belleza,353785.45,5,5,8.1
2024-08-01,C,PRV-086,Vietnam,hogar_electronica,345522.87,1,1,51.0
2024-08-01,C,PRV-090,España,hogar_electronica,495586.73,3,2,7.8
2024-08-01,C,PRV-097,Turquía,moda_belleza,179324.27,1,1,24.5
2024-08-01,C,PRV-100,China,hogar_electronica,476348.81,1,1,46.6
2024-08-01,C,PRV-112,España,hogar_electronica,446169.5,4,4,8.9
2024-08-01,C,PRV-114,España,moda_belleza,453962.53,5,4,3.7
2024-08-01,C,PRV-117,España,moda_belleza,502077.02,5,5,7.0
2024-08-01,D,PRV-001,Turquía,hogar_electronica,212302.78,2,2,10.9
2024-08-01,D,PRV-003,España,alimentacion_hosteleria,195724.37,6,6,5.4
2024-08-01,D,PRV-005,España,moda_belleza,339532.26,2,2,4.5
2024-08-01,D,PRV-007,España,moda_belleza,237917.1,3,2,9.7
2024-08-01,D,PRV-012,China,moda_belleza,231164.03,1,1,76.3
2024-08-01,D,PRV-017,España,moda_belleza,408883.42,3,3,12.4
2024-08-01,D,PRV-019,Bangladés,alimentacion_hosteleria,277278.79,1,0,29.4
2024-08-01,D,PRV-023,Portugal,moda_belleza,357297.84,2,2,7.3
2024-08-01,D,PRV-035,España,moda_belleza,160216.55,3,3,6.4
2024-08-01,D,PRV-043,China,hogar_electronica,267849.22,1,0,32.2
2024-08-01,D,PRV-056,China,hogar_electronica,214975.26,1,1,58.5
2024-08-01,D,PRV-058,Portugal,alimentacion_hosteleria,229672.99,3,3,8.8
2024-08-01,D,PRV-060,Portugal,moda_belleza,294105.12,3,3,10.0
2024-08-01,D,PRV-065,España,alimentacion_hosteleria,471691.91,8,7,6.4
2024-08-01,D,PRV-067,España,hogar_electronica,175765.56,4,4,7.2
2024-08-01,D,PRV-071,Italia,moda_belleza,113050.17,3,3,8.9
2024-08-01,D,PRV-074,España,moda_belleza,325818.74,6,6,4.8
2024-08-01,D,PRV-076,Turquía,moda_belleza,231662.46,1,1,22.3
2024-08-01,D,PRV-080,España,alimentacion_hosteleria,164967.88,4,4,9.3
2024-08-01,D,PRV-083,España,moda_belleza,165021.09,4,4,5.9
2024-08-01,D,PRV-095,España,moda_belleza,355936.44,3,3,6.2
2024-08-01,D,PRV-099,España,moda_belleza,231481.23,5,5,7.5
2024-08-01,D,PRV-109,España,moda_belleza,250932.49,5,5,4.6
2024-08-01,D,PRV-118,España,alimentacion_hosteleria,251957.23,7,7,6.1
2024-08-01,D,PRV-119,Vietnam,alimentacion_hosteleria,198109.07,1,1,24.8
2024-08-01,E,PRV-007,España,moda_belleza,260189.97,4,4,7.7
2024-08-01,E,PRV-012,China,moda_belleza,100552.57,1,1,61.3
2024-08-01,E,PRV-013,Vietnam,moda_belleza,170772.73,1,1,43.7
2024-08-01,E,PRV-036,Italia,moda_belleza,143878.11,2,2,16.5
2024-08-01,E,PRV-037,China,moda_belleza,358192.57,1,1,69.0
2024-08-01,E,PRV-038,China,moda_belleza,292662.45,1,1,65.0
2024-08-01,E,PRV-040,España,moda_belleza,243673.89,7,7,8.7
2024-08-01,E,PRV-041,España,moda_belleza,249366.69,4,3,8.3
2024-08-01,E,PRV-042,Italia,moda_belleza,148996.05,3,3,12.9
2024-08-01,E,PRV-043,China,hogar_electronica,311000.52,1,0,28.7
2024-08-01,E,PRV-053,España,alimentacion_hosteleria,104146.13,5,4,6.8
2024-08-01,E,PRV-058,Portugal,alimentacion_hosteleria,84336.3,3,3,9.7
2024-08-01,E,PRV-060,Portugal,moda_belleza,207614.65,4,4,8.8
2024-08-01,E,PRV-064,España,moda_belleza,310347.78,5,5,7.0
2024-08-01,E,PRV-065,España,alimentacion_hosteleria,165999.78,6,5,3.7
2024-08-01,E,PRV-068,España,moda_belleza,188664.52,8,7,4.2
2024-08-01,E,PRV-073,Italia,moda_belleza,162390.51,2,2,11.7
2024-08-01,E,PRV-077,Bangladés,hogar_electronica,232588.32,1,0,36.0
2024-08-01,E,PRV-083,España,moda_belleza,198557.33,3,3,5.4
2024-08-01,E,PRV-087,España,alimentacion_hosteleria,228283.17,5,5,8.6
2024-08-01,E,PRV-097,Turquía,moda_belleza,224631.74,1,1,11.2
2024-08-01,E,PRV-103,España,moda_belleza,317208.07,4,4,9.5
2024-08-01,E,PRV-105,España,alimentacion_hosteleria,258401.22,6,6,2.0
2024-08-01,E,PRV-111,Turquía,alimentacion_hosteleria,106429.03,2,2,19.7
2024-08-01,E,PRV-117,España,moda_belleza,189444.58,6,6,9.9
2024-09-01,A,PRV-004,China,moda_belleza,1044698.79,1,1,50.9
2024-09-01,A,PRV-006,España,alimentacion_hosteleria,460143.34,5,5,6.3
2024-09-01,A,PRV-009,Portugal,moda_belleza,620776.72,3,3,9.3
2024-09-01,A,PRV-012,China,moda_belleza,958091.58,1,0,74.4
2024-09-01,A,PRV-013,Vietnam,moda_belleza,1067614.38,1,1,10.4
2024-09-01,A,PRV-014,Italia,moda_belleza,857098.9,3,3,7.1
2024-09-01,A,PRV-015,España,hogar_electronica,766725.54,5,4,5.3
2024-09-01,A,PRV-019,Bangladés,alimentacion_hosteleria,378250.64,1,0,52.1
2024-09-01,A,PRV-023,Portugal,moda_belleza,1243032.56,2,2,6.0
2024-09-01,A,PRV-033,España,alimentacion_hosteleria,458580.25,8,8,7.5
2024-09-01,A,PRV-036,Italia,moda_belleza,801405.28,3,3,15.3
2024-09-01,A,PRV-052,Turquía,moda_belleza,506527.72,1,1,18.9
2024-09-01,A,PRV-057,Turquía,hogar_electronica,1115138.14,2,1,15.6
2024-09-01,A,PRV-059,China,hogar_electronica,1040518.68,1,1,55.7
2024-09-01,A,PRV-061,España,hogar_electronica,517919.78,5,5,7.0
2024-09-01,A,PRV-065,España,alimentacion_hosteleria,392002.52,7,5,6.2
2024-09-01,A,PRV-086,Vietnam,hogar_electronica,371466.87,1,1,53.2
2024-09-01,A,PRV-092,España,moda_belleza,562532.81,8,8,2.1
2024-09-01,A,PRV-100,China,hogar_electronica,1178039.42,1,0,53.5
2024-09-01,A,PRV-106,España,alimentacion_hosteleria,394887.95,6,6,4.8
2024-09-01,A,PRV-107,Bangladés,moda_belleza,898583.33,1,0,37.4
2024-09-01,A,PRV-108,China,moda_belleza,1386557.76,1,0,44.3
2024-09-01,A,PRV-110,España,moda_belleza,458412.32,4,4,9.2
2024-09-01,A,PRV-112,España,hogar_electronica,412142.37,2,2,6.4
2024-09-01,A,PRV-115,Portugal,hogar_electronica,931085.87,6,6,5.6
2024-09-01,A,PRV-117,España,moda_belleza,1228027.56,4,4,7.0
2024-09-01,A,PRV-118,España,alimentacion_hosteleria,350167.3,4,4,5.0
2024-09-01,B,PRV-001,Turquía,hogar_electronica,321270.62,2,2,6.3
2024-09-01,B,PRV-004,China,moda_belleza,517422.6,1,1,38.0
2024-09-01,B,PRV-014,Italia,moda_belleza,497840.82,4,4,8.9
2024-09-01,B,PRV-021,España,hogar_electronica,587509.74,5,5,6.9
2024-09-01,B,PRV-026,Italia,moda_belleza,569279.95,3,2,7.3
2024-09-01,B,PRV-030,China,moda_belleza,766105.14,1,1,69.2
2024-09-01,B,PRV-042,Italia,moda_belleza,565520.68,3,3,3.8
2024-09-01,B,PRV-048,Portugal,moda_belleza,501276.84,4,3,11.7
2024-09-01,B,PRV-050,Bangladés,hogar_electronica,927363.26,1,1,53.1
2024-09-01,B,PRV-051,China,hogar_electronica,316956.84,1,0,52.9
2024-09-01,B,PRV-053,España,alimentacion_hosteleria,689456.37,5,5,9.3
2024-09-01,B,PRV-055,Vietnam,alimentacion_hosteleria,561359.82,1,1,12.7
2024-09-01,B,PRV-059,China,hogar_electronica,487395.47,1,1,40.8
2024-09-01,B,PRV-063,España,hogar_electronica,361333.29,5,5,6.7
2024-09-01,B,PRV-064,España,moda_belleza,246491.41,4,4,7.1
2024-09-01,B,PRV-068,España,moda_belleza,540188.43,11,11,3.2
2024-09-01,B,PRV-076,Turquía,moda_belleza,451597.58,1,1,34.9
2024-09-01,B,PRV-080,España,alimentacion_hosteleria,297852.56,3,2,4.4
2024-09-01,B,PRV-082,China,hogar_electronica,290281.83,1,1,89.9
2024-09-01,B,PRV-085,Portugal,hogar_electronica,627976.08,2,2,8.6
2024-09-01,B,PRV-094,China,moda_belleza,565349.81,1,1,47.9
2024-09-01,B,PRV-098,Vietnam,alimentacion_hosteleria,562349.18,1,1,52.1
2024-09-01,B,PRV-099,España,moda_belleza,615670.09,4,4,7.7
2024-09-01,B,PRV-100,China,hogar_electronica,676554.36,1,1,55.4
2024-09-01,B,PRV-107,Bangladés,moda_belleza,432810.41,1,1,40.4
2024-09-01,B,PRV-111,Turquía,alimentacion_hosteleria,269321.98,1,1,27.4
2024-09-01,C,PRV-005,España,moda_belleza,462950.64,3,3,8.6
2024-09-01,C,PRV-009,Portugal,moda_belleza,368396.14,2,2,9.9
2024-09-01,C,PRV-010,Italia,alimentacion_hosteleria,230080.73,4,4,6.4
2024-09-01,C,PRV-012,China,moda_belleza,341831.62,1,1,76.9
2024-09-01,C,PRV-017,España,moda_belleza,224211.56,3,3,9.7
2024-09-01,C,PRV-023,Portugal,moda_belleza,388093.48,3,3,8.1
2024-09-01,C,PRV-029,España,alimentacion_hosteleria,396087.12,8,8,5.8
2024-09-01,C,PRV-031,España,moda_belleza,576788.02,7,7,6.3
2024-09-01,C,PRV-032,Bangladés,hogar_electronica,461180.18,1,1,52.1
2024-09-01,C,PRV-052,Turquía,moda_belleza,253030.62,1,1,26.8
2024-09-01,C,PRV-053,España,alimentacion_hosteleria,136905.53,4,4,4.0
2024-09-01,C,PRV-054,España,hogar_electronica,487663.31,5,5,8.2
2024-09-01,C,PRV-063,España,hogar_electronica,477975.86,3,3,6.1
2024-09-01,C,PRV-068,España,moda_belleza,358418.23,8,8,4.3
2024-09-01,C,PRV-073,Italia,moda_belleza,358015.79,2,2,11.6
2024-09-01,C,PRV-075,España,moda_belleza,594402.43,4,3,8.1
2024-09-01,C,PRV-079,España,moda_belleza,317537.29,3,3,6.6
2024-09-01,C,PRV-082,China,hogar_electronica,337783.24,1,1,80.3
2024-09-01,C,PRV-083,España,moda_belleza,486618.92,5,5,6.5
2024-09-01,C,PRV-086,Vietnam,hogar_electronica,487322.7,1,1,50.0
2024-09-01,C,PRV-090,España,hogar_electronica,405901.57,3,3,4.9
2024-09-01,C,PRV-097,Turquía,moda_belleza,189236.43,2,2,29.3
2024-09-01,C,PRV-100,China,hogar_electronica,395810.43,1,1,91.5
2024-09-01,C,PRV-112,España,hogar_electronica,372000.94,5,5,6.2
2024-09-01,C,PRV-114,España,moda_belleza,483133.97,7,6,7.6
2024-09-01,C,PRV-117,España,moda_belleza,505591.53,5,5,6.8
2024-09-01,D,PRV-001,Turquía,hogar_electronica,293903.32,1,0,10.3
2024-09-01,D,PRV-003,España,alimentacion_hosteleria,176116.41,7,7,6.0
2024-09-01,D,PRV-005,España,moda_belleza,389178.09,5,5,7.7
2024-09-01,D,PRV-007,España,moda_belleza,184464.93,4,4,13.3
2024-09-01,D,PRV-012,China,moda_belleza,224981.15,1,1,83.4
2024-09-01,D,PRV-017,España,moda_belleza,327228.33,4,4,10.6
2024-09-01,D,PRV-019,Bangladés,alimentacion_hosteleria,231490.7,1,1,45.6
2024-09-01,D,PRV-023,Portugal,moda_belleza,343036.02,4,4,7.9
2024-09-01,D,PRV-035,España,moda_belleza,247511.25,6,6,5.8
2024-09-01,D,PRV-043,China,hogar_electronica,442323.44,1,1,71.8
2024-09-01,D,PRV-056,China,hogar_electronica,190856.31,1,0,55.7
2024-09-01,D,PRV-058,Portugal,alimentacion_hosteleria,394846.31,2,2,4.1
2024-09-01,D,PRV-060,Portugal,moda_belleza,279777.6,5,5,5.8
2024-09-01,D,PRV-065,España,alimentacion_hosteleria,438580.78,8,8,3.3
2024-09-01,D,PRV-067,España,hogar_electronica,168285.19,4,4,7.6
2024-09-01,D,PRV-071,Italia,moda_belleza,112663.6,3,3,9.1
2024-09-01,D,PRV-074,España,moda_belleza,353762.64,6,6,5.2
2024-09-01,D,PRV-076,Turquía,moda_belleza,247812.25,1,1,25.8
2024-09-01,D,PRV-080,España,alimentacion_hosteleria,161349.32,4,4,5.8
2024-09-01,D,PRV-083,España,moda_belleza,122518.06,4,4,8.7
2024-09-01,D,PRV-095,España,moda_belleza,255401.83,5,5,7.9
2024-09-01,D,PRV-099,España,moda_belleza,239013.62,4,4,6.8
2024-09-01,D,PRV-109,España,moda_belleza,212637.02,8,7,4.9
2024-09-01,D,PRV-118,España,alimentacion_hosteleria,197553.34,7,7,4.4
2024-09-01,D,PRV-119,Vietnam,alimentacion_hosteleria,245770.74,1,1,34.8
2024-09-01,E,PRV-007,España,moda_belleza,347083.2,4,4,10.0
2024-09-01,E,PRV-012,China,moda_belleza,131218.23,1,1,70.5
2024-09-01,E,PRV-013,Vietnam,moda_belleza,200081.1,1,1,42.5
2024-09-01,E,PRV-036,Italia,moda_belleza,127139.25,3,3,10.9
2024-09-01,E,PRV-037,China,moda_belleza,489919.01,1,0,71.7
