mes,codigo_tienda,grupo,categoria,nombre_categoria,stock_medio_eur,rotacion_anualizada,dias_cobertura,merma_pct,merma_eur
2024-06-01,RN-BCN-CV05,B,hogar_electronica,"Hogar, Electrónica y Electrodomésticos",34308.21,5.07,72.0,0.007,163.6
2024-06-01,RN-BCN-CV05,B,alimentacion_hosteleria,Alimentación y Hostelería,44927.04,21.76,16.8,0.0216,2838.79
2024-06-01,RN-BCN-CV06,B,moda_belleza,Moda y Belleza,23422.58,3.43,106.4,0.0111,119.85
2024-06-01,RN-BCN-CV06,B,hogar_electronica,"Hogar, Electrónica y Electrodomésticos",37521.26,4.73,77.1,0.005,119.3
2024-06-01,RN-BCN-CV06,B,alimentacion_hosteleria,Alimentación y Hostelería,56882.41,17.55,20.8,0.0293,3931.27
2024-06-01,RN-BCN-CV07,B,moda_belleza,Moda y Belleza,29740.45,2.76,132.1,0.0122,134.77
2024-06-01,RN-BCN-CV07,B,hogar_electronica,"Hogar, Electrónica y Electrodomésticos",54148.74,3.35,108.8,0.0066,161.11
2024-06-01,RN-BCN-CV07,B,alimentacion_hosteleria,Alimentación y Hostelería,56252.94,18.16,20.1,0.0176,2415.99
2024-06-01,RN-BCN-CV08,B,moda_belleza,Moda y Belleza,24890.9,3.27,111.6,0.0078,85.35
2024-06-01,RN-BCN-CV08,B,hogar_electronica,"Hogar, Electrónica y Electrodomésticos",47715.65,3.77,96.8,0.0043,103.98
2024-06-01,RN-BCN-CV08,B,alimentacion_hosteleria,Alimentación y Hostelería,54444.95,18.58,19.6,0.0308,4188.02
2024-06-01,RN-BCN-ES01,B,moda_belleza,Moda y Belleza,418955.79,3.32,109.9,0.015,2805.46
2024-06-01,RN-BCN-ES01,B,hogar_electronica,"Hogar, Electrónica y Electrodomésticos",54119.81,4.3,84.8,0.0043,134.64
2024-06-01,RN-BCN-ES01,B,alimentacion_hosteleria,Alimentación y Hostelería,1616.3,17.16,21.3,0.0201,74.95
2024-06-01,RN-BCN-ES02,B,moda_belleza,Moda y Belleza,455902.0,3.52,103.6,0.0107,2309.75
2024-06-01,RN-BCN-ES02,B,hogar_electronica,"Hogar, Electrónica y Electrodomésticos",72337.73,3.72,98.2,0.0062,224.06
2024-06-01,RN-BCN-ES02,B,alimentacion_hosteleria,Alimentación y Hostelería,1975.66,16.21,22.5,0.0317,136.42
2024-06-01,RN-BCN-ES03,B,moda_belleza,Moda y Belleza,521827.93,3.2,114.0,0.0114,2559.49
2024-06-01,RN-BCN-ES03,B,hogar_electronica,"Hogar, Electrónica y Electrodomésticos",67063.86,4.17,87.5,0.0063,236.8
2024-06-01,RN-BCN-ES03,B,alimentacion_hosteleria,Alimentación y Hostelería,1857.92,17.92,20.4,0.0256,114.59
2024-06-01,RN-BCN-ES04,B,moda_belleza,Moda y Belleza,487630.95,3.18,114.8,0.0118,2458.08
2024-06-01,RN-BCN-ES04,B,hogar_electronica,"Hogar, Electrónica y Electrodomésticos",57120.9,4.54,80.4,0.0063,219.71
2024-06-01,RN-BCN-ES04,B,alimentacion_hosteleria,Alimentación y Hostelería,1539.92,20.06,18.2,0.0198,82.23
2024-06-01,RN-BCN-ES05,B,moda_belleza,Moda y Belleza,490455.04,3.49,104.4,0.0154,3547.7
2024-06-01,RN-BCN-ES05,B,hogar_electronica,"Hogar, Electrónica y Electrodomésticos",72673.27,3.95,92.4,0.0049,188.98
2024-06-01,RN-BCN-ES05,B,alimentacion_hosteleria,Alimentación y Hostelería,1979.06,17.27,21.1,0.0163,74.86
2024-06-01,RN-BCN-ES06,B,moda_belleza,Moda y Belleza,511630.82,3.1,117.6,0.0156,3330.89
2024-06-01,RN-BCN-ES06,B,hogar_electronica,"Hogar, Electrónica y Electrodomésticos",57567.9,4.62,79.0,0.0051,182.31
2024-06-01,RN-BCN-ES06,B,alimentacion_hosteleria,Alimentación y Hostelería,1788.42,17.71,20.6,0.0293,124.72
2024-06-01,RN-BCN-ES07,B,moda_belleza,Moda y Belleza,482617.28,3.34,109.2,0.01,2167.51
2024-06-01,RN-BCN-ES07,B,hogar_electronica,"Hogar, Electrónica y Electrodomésticos",64028.46,4.22,86.6,0.0053,192.32
2024-06-01,RN-BCN-ES07,B,alimentacion_hosteleria,Alimentación y Hostelería,1633.44,19.68,18.5,0.0282,121.86
2024-06-01,RN-BCN-ES08,B,moda_belleza,Moda y Belleza,332138.16,3.64,100.2,0.0089,1447.06
2024-06-01,RN-BCN-ES08,B,hogar_electronica,"Hogar, Electrónica y Electrodomésticos",59601.39,3.4,107.4,0.0052,141.55
2024-06-01,RN-BCN-ES08,B,alimentacion_hosteleria,Alimentación y Hostelería,1181.8,20.41,17.9,0.028,90.76
2024-06-01,RN-BCN-ES09,B,moda_belleza,Moda y Belleza,627053.35,2.7,135.3,0.0109,2477.79
2024-06-01,RN-BCN-ES09,B,hogar_electronica,"Hogar, Electrónica y Electrodomésticos",62294.86,4.55,80.3,0.0056,213.12
2024-06-01,RN-BCN-ES09,B,alimentacion_hosteleria,Alimentación y Hostelería,1792.34,18.81,19.4,0.026,117.83
2024-06-01,RN-BCN-ES10,B,moda_belleza,Moda y Belleza,457624.82,3.29,111.0,0.0107,2163.37
2024-06-01,RN-BCN-ES10,B,hogar_electronica,"Hogar, Electrónica y Electrodomésticos",56289.42,4.47,81.6,0.0052,176.01
2024-06-01,RN-BCN-ES10,B,alimentacion_hosteleria,Alimentación y Hostelería,1592.81,18.83,19.4,0.0296,119.31
2024-06-01,RN-BCN-ES11,B,moda_belleza,Moda y Belleza,395522.29,3.93,92.9,0.0126,2631.92
2024-06-01,RN-BCN-ES11,B,hogar_electronica,"Hogar, Electrónica y Electrodomésticos",57988.09,4.49,81.4,0.0063,220.31
2024-06-01,RN-BCN-ES11,B,alimentacion_hosteleria,Alimentación y Hostelería,1744.79,17.76,20.6,0.0243,101.19
2024-06-01,RN-BCN-ES12,B,moda_belleza,Moda y Belleza,472849.64,3.03,120.4,0.009,1734.64
2024-06-01,RN-BCN-ES12,B,hogar_electronica,"Hogar, Electrónica y Electrodomésticos",59823.63,4.01,91.0,0.0059,190.38
2024-06-01,RN-BCN-ES12,B,alimentacion_hosteleria,Alimentación y Hostelería,1555.4,18.38,19.9,0.0193,74.16
2024-06-01,RN-BCN-ES13,B,moda_belleza,Moda y Belleza,435063.57,3.64,100.4,0.0066,1403.48
2024-06-01,RN-BCN-ES13,B,hogar_electronica,"Hogar, Electrónica y Electrodomésticos",66784.51,3.97,92.0,0.0061,217.16
2024-06-01,RN-BCN-ES13,B,alimentacion_hosteleria,Alimentación y Hostelería,1576.41,20.01,18.2,0.0312,132.27
2024-06-01,RN-BCN-ES14,B,moda_belleza,Moda y Belleza,484489.03,3.61,101.1,0.0132,3102.6
2024-06-01,RN-BCN-ES14,B,hogar_electronica,"Hogar, Electrónica y Electrodomésticos",68315.73,4.29,85.2,0.0076,299.06
2024-06-01,RN-BCN-ES14,B,alimentacion_hosteleria,Alimentación y Hostelería,1652.47,21.1,17.3,0.0315,147.61
2024-06-01,RN-BCN-GA01,B,moda_belleza,Moda y Belleza,3127297.47,3.6,101.4,0.0126,19064.33
2024-06-01,RN-BCN-GA01,B,hogar_electronica,"Hogar, Electrónica y Electrodomésticos",3871527.28,3.54,103.1,0.0067,12337.56
2024-06-01,RN-BCN-GA01,B,alimentacion_hosteleria,Alimentación y Hostelería,191352.19,17.95,20.3,0.0248,11448.84
2024-06-01,RN-BCN-GA02,B,moda_belleza,Moda y Belleza,4117052.76,3.24,112.7,0.0079,14162.41
2024-06-01,RN-BCN-GA02,B,hogar_electronica,"Hogar, Electrónica y Electrodomésticos",3662341.71,4.43,82.4,0.0038,8290.81
2024-06-01,RN-BCN-GA02,B,alimentacion_hosteleria,Alimentación y Hostelería,211861.81,19.21,19.0,0.0269,14713.67
2024-06-01,RN-BCN-HI01,B,moda_belleza,Moda y Belleza,106098.19,4.27,85.5,0.0104,633.16
2024-06-01,RN-BCN-HI01,B,hogar_electronica,"Hogar, Electrónica y Electrodomésticos",252252.5,4.63,78.8,0.0064,1004.56
2024-06-01,RN-BCN-HI01,B,alimentacion_hosteleria,Alimentación y Hostelería,218994.26,17.69,20.6,0.0283,14735.65
2024-06-01,RN-BCN-HI02,B,moda_belleza,Moda y Belleza,197067.88,3.32,110.0,0.0114,1001.7
2024-06-01,RN-BCN-HI02,B,hogar_electronica,"Hogar, Electrónica y Electrodomésticos",366598.75,4.6,79.4,0.0097,2197.45
2024-06-01,RN-BCN-HI02,B,alimentacion_hosteleria,Alimentación y Hostelería,362813.44,15.41,23.7,0.0269,20215.57
2024-06-01,RN-BCN-HI03,B,moda_belleza,Moda y Belleza,124826.05,3.55,102.9,0.014,833.46
2024-06-01,RN-BCN-HI03,B,hogar_electronica,"Hogar, Electrónica y Electrodomésticos",252741.4,4.52,80.8,0.005,767.44
2024-06-01,RN-BCN-HI03,B,alimentacion_hosteleria,Alimentación y Hostelería,187572.95,20.2,18.1,0.0248,12627.32
2024-06-01,RN-BCN-HI04,B,moda_belleza,Moda y Belleza,175156.7,3.09,118.2,0.0134,974.5
2024-06-01,RN-BCN-HI04,B,hogar_electronica,"Hogar, Electrónica y Electrodomésticos",368088.61,3.79,96.3,0.0048,899.98
2024-06-01,RN-BCN-HI04,B,alimentacion_hosteleria,Alimentación y Hostelería,244401.94,18.93,19.3,0.0241,14989.82
2024-06-01,RN-BIO-CV01,E,moda_belleza,Moda y Belleza,21071.49,4.01,91.1,0.0092,104.39
2024-06-01,RN-BIO-CV01,E,hogar_electronica,"Hogar, Electrónica y Electrodomésticos",60410.17,3.71,98.3,0.004,120.66
2024-06-01,RN-BIO-CV01,E,alimentacion_hosteleria,Alimentación y Hostelería,64022.93,17.71,20.6,0.0138,2103.15
2024-06-01,RN-BIO-CV02,E,moda_belleza,Moda y Belleza,24786.51,3.25,112.4,0.0114,123.29
2024-06-01,RN-BIO-CV02,E,hogar_electronica,"Hogar, Electrónica y Electrodomésticos",54391.02,3.93,92.8,0.0054,155.25
2024-06-01,RN-BIO-CV02,E,alimentacion_hosteleria,Alimentación y Hostelería,57740.73,18.72,19.5,0.031,4503.05
2024-06-01,RN-BIO-CV03,E,moda_belleza,Moda y Belleza,25254.96,2.98,122.6,0.0099,100.06
2024-06-01,RN-BIO-CV03,E,hogar_electronica,"Hogar, Electrónica y Electrodomésticos",48718.67,4.1,89.0,0.0052,139.71
2024-06-01,RN-BIO-CV03,E,alimentacion_hosteleria,Alimentación y Hostelería,52029.39,19.41,18.8,0.0283,3841.7
2024-06-01,RN-BIO-CV04,E,moda_belleza,Moda y Belleza,27471.99,3.11,117.3,0.0101,116.08
2024-06-01,RN-BIO-CV04,E,hogar_electronica,"Hogar, Electrónica y Electrodomésticos",60855.36,3.74,97.7,0.0053,161.93
2024-06-01,RN-BIO-CV04,E,alimentacion_hosteleria,Alimentación y Hostelería,68443.6,16.78,21.8,0.0218,3365.25
2024-06-01,RN-BIO-ES01,E,moda_belleza,Moda y Belleza,361022.73,3.79,96.4,0.0087,1597.92
2024-06-01,RN-BIO-ES01,E,hogar_electronica,"Hogar, Electrónica y Electrodomésticos",71492.27,3.85,94.8,0.0052,192.35
2024-06-01,RN-BIO-ES01,E,alimentacion_hosteleria,Alimentación y Hostelería,1441.16,20.43,17.9,0.0274,108.44
2024-06-01,RN-BIO-ES02,E,moda_belleza,Moda y Belleza,367396.06,3.36,108.6,0.0082,1361.19
2024-06-01,RN-BIO-ES02,E,hogar_electronica,"Hogar, Electrónica y Electrodomésticos",60608.96,4.1,88.9,0.0039,130.38
2024-06-01,RN-BIO-ES02,E,alimentacion_hosteleria,Alimentación y Hostelería,1346.08,19.77,18.5,0.0237,84.77
2024-06-01,RN-BIO-ES03,E,moda_belleza,Moda y Belleza,552560.76,3.5,104.3,0.0093,2418.0
2024-06-01,RN-BIO-ES03,E,hogar_electronica,"Hogar, Electrónica y Electrodomésticos",85997.7,4.53,80.6,0.0047,246.1
2024-06-01,RN-BIO-ES03,E,alimentacion_hosteleria,Alimentación y Hostelería,2241.49,18.6,19.6,0.0174,97.48
2024-06-01,RN-BIO-ES04,E,moda_belleza,Moda y Belleza,424303.77,3.68,99.2,0.0111,2330.19
2024-06-01,RN-BIO-ES04,E,hogar_electronica,"Hogar, Electrónica y Electrodomésticos",83391.94,3.77,96.8,0.0038,160.66
2024-06-01,RN-BIO-ES04,E,alimentacion_hosteleria,Alimentación y Hostelería,1873.9,17.96,20.3,0.0209,94.54
2024-06-01,RN-BIO-ES05,E,moda_belleza,Moda y Belleza,399478.1,3.96,92.2,0.0116,2464.93
2024-06-01,RN-BIO-ES05,E,hogar_electronica,"Hogar, Electrónica y Electrodomésticos",79760.47,3.99,91.4,0.0048,205.42
2024-06-01,RN-BIO-ES05,E,alimentacion_hosteleria,Alimentación y Hostelería,1913.13,17.81,20.5,0.0208,95.24
2024-06-01,RN-BIO-ES06,E,moda_belleza,Moda y Belleza,607166.51,3.07,119.0,0.0082,2052.61
2024-06-01,RN-BIO-ES06,E,hogar_electronica,"Hogar, Electrónica y Electrodomésticos",110933.35,3.38,108.0,0.0048,241.98
2024-06-01,RN-BIO-ES06,E,alimentacion_hosteleria,Alimentación y Hostelería,2375.26,16.89,21.6,0.0192,103.56
2024-06-01,RN-BIO-ES07,E,moda_belleza,Moda y Belleza,401987.3,3.88,94.1,0.0089,1864.82
2024-06-01,RN-BIO-ES07,E,hogar_electronica,"Hogar, Electrónica y Electrodomésticos",82364.24,3.81,95.8,0.004,168.79
2024-06-01,RN-BIO-ES07,E,alimentacion_hosteleria,Alimentación y Hostelería,1673.11,20.08,18.2,0.0252,113.78
2024-06-01,RN-BIO-GA01,E,moda_belleza,Moda y Belleza,2247716.79,3.38,108.0,0.0101,10311.52
2024-06-01,RN-BIO-GA01,E,hogar_electronica,"Hogar, Electrónica y Electrodomésticos",2619170.86,4.25,86.0,0.0039,5829.37
2024-06-01,RN-BIO-GA01,E,alimentacion_hosteleria,Alimentación y Hostelería,141138.25,17.75,20.6,0.027,9090.37
2024-06-01,RN-BIO-HI01,E,moda_belleza,Moda y Belleza,147974.25,3.48,105.0,0.0114,788.24
2024-06-01,RN-BIO-HI01,E,hogar_electronica,"Hogar, Electrónica y Electrodomésticos",476080.77,3.35,108.9,0.0066,1415.35
2024-06-01,RN-BIO-HI01,E,alimentacion_hosteleria,Alimentación y Hostelería,284377.58,16.72,21.8,0.0218,13933.71
2024-06-01,RN-BIO-HI02,E,moda_belleza,Moda y Belleza,125405.98,3.32,110.0,0.0088,492.4
2024-06-01,RN-BIO-HI02,E,hogar_electronica,"Hogar, Electrónica y Electrodomésticos",303627.59,4.25,85.8,0.0056,971.84
2024-06-01,RN-BIO-HI02,E,alimentacion_hosteleria,Alimentación y Hostelería,225848.75,17.04,21.4,0.0285,14741.44
2024-06-01,RN-MAD-CV01,A,moda_belleza,Moda y Belleza,26503.76,3.33,109.6,0.0148,175.65
2024-06-01,RN-MAD-CV01,A,hogar_electronica,"Hogar, Electrónica y Electrodomésticos",37734.03,4.6,79.3,0.006,140.08
2024-06-01,RN-MAD-CV01,A,alimentacion_hosteleria,Alimentación y Hostelería,56486.26,18.73,19.5,0.0208,2958.18
2024-06-01,RN-MAD-CV02,A,moda_belleza,Moda y Belleza,27150.86,3.35,108.8,0.0132,161.57
2024-06-01,RN-MAD-CV02,A,hogar_electronica,"Hogar, Electrónica y Electrodomésticos",36794.42,4.87,75.0,0.0078,187.81
2024-06-01,RN-MAD-CV02,A,alimentacion_hosteleria,Alimentación y Hostelería,54365.45,20.07,18.2,0.0255,3740.23
2024-06-01,RN-MAD-CV03,A,moda_belleza,Moda y Belleza,25387.02,3.37,108.3,0.0093,106.96
2024-06-01,RN-MAD-CV03,A,hogar_electronica,"Hogar, Electrónica y Electrodomésticos",40012.86,4.21,86.8,0.0062,140.28
2024-06-01,RN-MAD-CV03,A,alimentacion_hosteleria,Alimentación y Hostelería,48355.56,21.21,17.2,0.0323,4451.77
2024-06-01,RN-MAD-CV04,A,moda_belleza,Moda y Belleza,28867.22,3.35,109.1,0.016,207.74
2024-06-01,RN-MAD-CV04,A,hogar_electronica,"Hogar, Electrónica y Electrodomésticos",45470.44,4.18,87.3,0.0051,130.26
2024-06-01,RN-MAD-CV04,A,alimentacion_hosteleria,Alimentación y Hostelería,55465.28,20.87,17.5,0.025,3889.73
2024-06-01,RN-MAD-CV05,A,moda_belleza,Moda y Belleza,21273.75,3.48,105.0,0.0122,121.24
2024-06-01,RN-MAD-CV05,A,hogar_electronica,"Hogar, Electrónica y Electrodomésticos",38604.14,3.77,96.9,0.0055,107.52
2024-06-01,RN-MAD-CV05,A,alimentacion_hosteleria,Alimentación y Hostelería,47681.91,18.58,19.6,0.021,2500.78
2024-06-01,RN-MAD-CV06,A,moda_belleza,Moda y Belleza,21195.06,3.88,94.0,0.0129,142.7
2024-06-01,RN-MAD-CV06,A,hogar_electronica,"Hogar, Electrónica y Electrodomésticos",38400.25,4.22,86.6,0.0055,119.68
2024-06-01,RN-MAD-CV06,A,alimentacion_hosteleria,Alimentación y Hostelería,63888.19,15.44,23.6,0.0338,4480.46
2024-06-01,RN-MAD-CV07,A,moda_belleza,Moda y Belleza,25008.67,3.33,109.5,0.013,145.6
2024-06-01,RN-MAD-CV07,A,hogar_electronica,"Hogar, Electrónica y Electrodomésticos",40467.35,4.05,90.1,0.0052,114.57
2024-06-01,RN-MAD-CV07,A,alimentacion_hosteleria,Alimentación y Hostelería,70490.19,14.17,25.8,0.0296,3972.7
2024-06-01,RN-MAD-CV08,A,moda_belleza,Moda y Belleza,29976.27,3.4,107.3,0.012,164.48
2024-06-01,RN-MAD-CV08,A,hogar_electronica,"Hogar, Electrónica y Electrodomésticos",44093.43,4.55,80.2,0.0067,180.66
2024-06-01,RN-MAD-CV08,A,alimentacion_hosteleria,Alimentación y Hostelería,67955.32,17.98,20.3,0.0227,3728.65
2024-06-01,RN-MAD-CV09,A,moda_belleza,Moda y Belleza,27390.47,3.54,103.0,0.0104,135.65
2024-06-01,RN-MAD-CV09,A,hogar_electronica,"Hogar, Electrónica y Electrodomésticos",48017.31,3.98,91.8,0.0041,105.2
2024-06-01,RN-MAD-CV09,A,alimentacion_hosteleria,Alimentación y Hostelería,63061.6,18.44,19.8,0.0303,4736.0
2024-06-01,RN-MAD-CV10,A,moda_belleza,Moda y Belleza,27773.65,3.27,111.5,0.0103,125.87
2024-06-01,RN-MAD-CV10,A,hogar_electronica,"Hogar, Electrónica y Electrodomésticos",51382.44,3.48,104.9,0.0079,189.91
2024-06-01,RN-MAD-CV10,A,alimentacion_hosteleria,Alimentación y Hostelería,51824.96,21.02,17.4,0.0366,5359.74
2024-06-01,RN-MAD-ES01,A,moda_belleza,Moda y Belleza,648021.11,3.28,111.2,0.0154,4401.51
2024-06-01,RN-MAD-ES01,A,hogar_electronica,"Hogar, Electrónica y Electrodomésticos",72439.75,4.37,83.4,0.0058,247.05
2024-06-01,RN-MAD-ES01,A,alimentacion_hosteleria,Alimentación y Hostelería,2600.36,15.72,23.2,0.025,137.37
2024-06-01,RN-MAD-ES02,A,moda_belleza,Moda y Belleza,418664.02,3.45,105.7,0.0114,2214.77
2024-06-01,RN-MAD-ES02,A,hogar_electronica,"Hogar, Electrónica y Electrodomésticos",53268.84,4.04,90.3,0.0046,133.18
2024-06-01,RN-MAD-ES02,A,alimentacion_hosteleria,Alimentación y Hostelería,1560.03,17.81,20.5,0.0328,122.51
2024-06-01,RN-MAD-ES03,A,moda_belleza,Moda y Belleza,444383.85,3.94,92.6,0.0096,2260.06
2024-06-01,RN-MAD-ES03,A,hogar_electronica,"Hogar, Electrónica y Electrodomésticos",68889.95,3.79,96.3,0.0046,161.39
2024-06-01,RN-MAD-ES03,A,alimentacion_hosteleria,Alimentación y Hostelería,1712.29,19.67,18.6,0.0296,133.97
2024-06-01,RN-MAD-ES04,A,moda_belleza,Moda y Belleza,480066.24,3.63,100.5,0.0102,2389.56
2024-06-01,RN-MAD-ES04,A,hogar_electronica,"Hogar, Electrónica y Electrodomésticos",61997.98,4.19,87.1,0.0067,233.92
2024-06-01,RN-MAD-ES04,A,alimentacion_hosteleria,Alimentación y Hostelería,1790.26,18.72,19.5,0.0198,89.18
2024-06-01,RN-MAD-ES05,A,moda_belleza,Moda y Belleza,519902.97,2.94,124.1,0.01,2055.81
2024-06-01,RN-MAD-ES05,A,hogar_electronica,"Hogar, Electrónica y Electrodomésticos",55103.91,4.14,88.2,0.0072,220.59
2024-06-01,RN-MAD-ES05,A,alimentacion_hosteleria,Alimentación y Hostelería,1394.28,21.09,17.3,0.0261,103.15
2024-06-01,RN-MAD-ES06,A,moda_belleza,Moda y Belleza,505548.77,3.66,99.7,0.0105,2611.87
2024-06-01,RN-MAD-ES06,A,hogar_electronica,"Hogar, Electrónica y Electrodomésticos",68736.43,4.01,91.0,0.0051,189.06
2024-06-01,RN-MAD-ES06,A,alimentacion_hosteleria,Alimentación y Hostelería,2168.27,16.41,22.2,0.0266,127.21
2024-06-01,RN-MAD-ES07,A,moda_belleza,Moda y Belleza,562219.08,3.27,111.5,0.0101,2498.33
2024-06-01,RN-MAD-ES07,A,hogar_electronica,"Hogar, Electrónica y Electrodomésticos",84779.49,3.24,112.8,0.0068,250.67
2024-06-01,RN-MAD-ES07,A,alimentacion_hosteleria,Alimentación y Hostelería,1839.05,19.24,19.0,0.0203,96.54
2024-06-01,RN-MAD-ES08,A,moda_belleza,Moda y Belleza,541026.72,3.5,104.4,0.0133,3382.77
2024-06-01,RN-MAD-ES08,A,hogar_electronica,"Hogar, Electrónica y Electrodomésticos",74418.57,3.79,96.3,0.0045,170.57
2024-06-01,RN-MAD-ES08,A,alimentacion_hosteleria,Alimentación y Hostelería,1952.17,18.64,19.6,0.0262,128.11
2024-06-01,RN-MAD-ES09,A,moda_belleza,Moda y Belleza,530979.17,3.15,115.8,0.0171,3845.74
2024-06-01,RN-MAD-ES09,A,hogar_electronica,"Hogar, Electrónica y Electrodomésticos",64153.8,3.89,93.9,0.0046,154.17
2024-06-01,RN-MAD-ES09,A,alimentacion_hosteleria,Alimentación y Hostelería,1611.14,19.97,18.3,0.0288,124.52
2024-06-01,RN-MAD-ES10,A,moda_belleza,Moda y Belleza,569121.21,3.13,116.6,0.0126,3016.16
2024-06-01,RN-MAD-ES10,A,hogar_electronica,"Hogar, Electrónica y Electrodomésticos",55312.42,4.8,76.1,0.0058,206.91
2024-06-01,RN-MAD-ES10,A,alimentacion_hosteleria,Alimentación y Hostelería,1828.1,18.73,19.5,0.0296,136.22
2024-06-01,RN-MAD-ES11,A,moda_belleza,Moda y Belleza,385803.04,3.89,93.9,0.014,2820.53
2024-06-01,RN-MAD-ES11,A,hogar_electronica,"Hogar, Electrónica y Electrodomésticos",51615.69,4.33,84.3,0.0038,114.09
2024-06-01,RN-MAD-ES11,A,alimentacion_hosteleria,Alimentación y Hostelería,1528.97,18.85,19.4,0.0216,83.66
2024-06-01,RN-MAD-ES12,A,moda_belleza,Moda y Belleza,529020.31,3.57,102.2,0.0145,3682.2
2024-06-01,RN-MAD-ES12,A,hogar_electronica,"Hogar, Electrónica y Electrodomésticos",75231.31,3.74,97.5,0.0051,193.01
2024-06-01,RN-MAD-ES12,A,alimentacion_hosteleria,Alimentación y Hostelería,1736.52,20.92,17.5,0.0236,115.22
2024-06-01,RN-MAD-ES13,A,moda_belleza,Moda y Belleza,539712.4,3.28,111.4,0.0084,1997.2
2024-06-01,RN-MAD-ES13,A,hogar_electronica,"Hogar, Electrónica y Electrodomésticos",69271.81,3.81,95.9,0.0075,265.75
2024-06-01,RN-MAD-ES13,A,alimentacion_hosteleria,Alimentación y Hostelería,1849.15,18.39,19.8,0.0318,145.36
2024-06-01,RN-MAD-ES14,A,moda_belleza,Moda y Belleza,402045.53,3.6,101.5,0.0109,2118.77
2024-06-01,RN-MAD-ES14,A,hogar_electronica,"Hogar, Electrónica y Electrodomésticos",56853.53,3.79,96.3,0.0071,205.68
2024-06-01,RN-MAD-ES14,A,alimentacion_hosteleria,Alimentación y Hostelería,1435.84,19.36,18.8,0.0239,89.31
2024-06-01,RN-MAD-ES15,A,moda_belleza,Moda y Belleza,477226.34,3.33,109.8,0.0105,2239.55
2024-06-01,RN-MAD-ES15,A,hogar_electronica,"Hogar, Electrónica y Electrodomésticos",65401.56,3.62,100.9,0.0054,171.65
2024-06-01,RN-MAD-ES15,A,alimentacion_hosteleria,Alimentación y Hostelería,2162.68,14.11,25.9,0.027,110.71
2024-06-01,RN-MAD-ES16,A,moda_belleza,Moda y Belleza,460401.79,3.56,102.4,0.0119,2624.45
2024-06-01,RN-MAD-ES16,A,hogar_electronica,"Hogar, Electrónica y Electrodomésticos",68001.05,3.6,101.5,0.0065,213.64
2024-06-01,RN-MAD-ES16,A,alimentacion_hosteleria,Alimentación y Hostelería,1571.62,20.07,18.2,0.0316,133.98
2024-06-01,RN-MAD-ES17,A,moda_belleza,Moda y Belleza,474209.16,3.79,96.4,0.0123,2968.45
2024-06-01,RN-MAD-ES17,A,hogar_electronica,"Hogar, Electrónica y Electrodomésticos",69072.18,3.87,94.2,0.0066,237.38
2024-06-01,RN-MAD-ES17,A,alimentacion_hosteleria,Alimentación y Hostelería,1589.99,21.71,16.8,0.0214,99.29
2024-06-01,RN-MAD-ES18,A,moda_belleza,Moda y Belleza,541885.65,3.49,104.5,0.0148,3765.54
2024-06-01,RN-MAD-ES18,A,hogar_electronica,"Hogar, Electrónica y Electrodomésticos",71383.23,3.95,92.4,0.0043,163.04
2024-06-01,RN-MAD-ES18,A,alimentacion_hosteleria,Alimentación y Hostelería,1662.83,21.89,16.7,0.0283,138.42
2024-06-01,RN-MAD-ES19,A,moda_belleza,Moda y Belleza,620856.43,2.93,124.5,0.0118,2887.21
2024-06-01,RN-MAD-ES19,A,hogar_electronica,"Hogar, Electrónica y Electrodomésticos",87459.64,3.1,117.7,0.0063,229.72
2024-06-01,RN-MAD-ES19,A,alimentacion_hosteleria,Alimentación y Hostelería,2001.29,17.49,20.9,0.0242,113.83
2024-06-01,RN-MAD-ES20,A,moda_belleza,Moda y Belleza,483707.99,3.35,108.8,0.0118,2572.92
2024-06-01,RN-MAD-ES20,A,hogar_electronica,"Hogar, Electrónica y Electrodomésticos",63187.42,3.83,95.4,0.0073,237.21
2024-06-01,RN-MAD-ES20,A,alimentacion_hosteleria,Alimentación y Hostelería,1463.28,21.31,17.1,0.033,138.33
2024-06-01,RN-MAD-GA01,A,moda_belleza,Moda y Belleza,5074739.18,3.29,110.8,0.0113,25392.47
2024-06-01,RN-MAD-GA01,A,hogar_electronica,"Hogar, Electrónica y Electrodomésticos",4983082.19,3.63,100.4,0.0046,11198.56
2024-06-01,RN-MAD-GA01,A,alimentacion_hosteleria,Alimentación y Hostelería,269411.54,18.26,20.0,0.0134,8859.48
2024-06-01,RN-MAD-GA02,A,moda_belleza,Moda y Belleza,4019368.14,2.85,128.2,0.0135,20761.84
2024-06-01,RN-MAD-GA02,A,hogar_electronica,"Hogar, Electrónica y Electrodomésticos",2934161.36,4.22,86.4,0.0062,10330.03
2024-06-01,RN-MAD-GA02,A,alimentacion_hosteleria,Alimentación y Hostelería,224867.98,14.97,24.4,0.0289,13076.96
2024-06-01,RN-MAD-GA03,A,moda_belleza,Moda y Belleza,3285560.68,3.93,92.9,0.0141,24459.55
2024-06-01,RN-MAD-GA03,A,hogar_electronica,"Hogar, Electrónica y Electrodomésticos",3709434.12,3.77,96.8,0.0067,12591.63
2024-06-01,RN-MAD-GA03,A,alimentacion_hosteleria,Alimentación y Hostelería,185674.77,20.45,17.8,0.0251,12810.9
2024-06-01,RN-MAD-HI01,A,moda_belleza,Moda y Belleza,159699.76,3.71,98.4,0.0108,860.28
