mes,codigo_instalacion,grupo,tipo_instalacion,carton_kg,plastico_kg,organico_kg,raee_kg,textil_kg,resto_kg,total_kg,pct_reciclado
2024-07-01,RN-BIO-ES02,E,tienda,1407.1,799.6,85.4,237.5,872.0,404.4,3806.0,0.833
2024-07-01,RN-BIO-ES03,E,tienda,1870.4,1280.8,122.9,342.0,1270.8,632.1,5519.0,0.789
2024-07-01,RN-BIO-ES04,E,tienda,1718.3,1136.4,111.8,282.8,1180.3,517.3,4946.9,0.801
2024-07-01,RN-BIO-ES05,E,tienda,1672.1,938.8,102.3,308.2,957.2,457.7,4436.3,0.871
2024-07-01,RN-BIO-ES06,E,tienda,2031.7,1166.9,121.3,376.2,1097.6,626.8,5420.5,0.82
2024-07-01,RN-BIO-ES07,E,tienda,1683.2,1088.4,105.2,287.8,1057.4,560.2,4782.2,0.809
2024-07-01,RN-BIO-GA01,E,tienda,18292.3,11270.7,5105.3,9303.6,4424.9,5585.9,53982.7,0.811
2024-07-01,RN-BIO-HI01,E,tienda,6665.8,3428.7,9137.8,1488.6,304.6,2418.8,23444.3,0.818
2024-07-01,RN-BIO-HI02,E,tienda,4872.3,2798.8,6785.1,1039.5,204.9,1760.0,17460.6,0.826
2024-07-01,RN-MAD-CV01,A,tienda,1027.0,635.7,1728.7,156.6,45.0,433.0,4026.0,0.709
2024-07-01,RN-MAD-CV02,A,tienda,1112.6,712.4,2047.3,154.8,48.4,476.5,4552.0,0.672
2024-07-01,RN-MAD-CV03,A,tienda,1096.3,695.4,1594.3,153.6,48.7,440.4,4028.7,0.7
2024-07-01,RN-MAD-CV04,A,tienda,1201.9,840.2,2265.7,197.2,49.1,469.5,5023.6,0.736
2024-07-01,RN-MAD-CV05,A,tienda,906.4,581.3,1477.5,135.2,33.7,379.0,3513.1,0.785
2024-07-01,RN-MAD-CV06,A,tienda,1103.9,641.6,1836.6,163.5,47.8,452.3,4245.7,0.613
2024-07-01,RN-MAD-CV07,A,tienda,1141.2,645.1,1615.4,149.2,41.6,419.3,4011.8,0.613
2024-07-01,RN-MAD-CV08,A,tienda,1199.5,773.0,1973.6,164.2,48.4,488.3,4647.0,0.622
2024-07-01,RN-MAD-CV09,A,tienda,1260.6,914.5,2300.1,197.9,52.3,497.3,5222.7,0.658
2024-07-01,RN-MAD-CV10,A,tienda,1189.9,826.5,2006.8,168.8,51.2,484.5,4727.7,0.718
2024-07-01,RN-MAD-ES01,A,tienda,1755.6,1165.1,123.2,263.6,1193.7,642.4,5143.6,0.76
2024-07-01,RN-MAD-ES02,A,tienda,1377.2,748.0,86.2,176.6,903.2,377.7,3668.9,0.626
2024-07-01,RN-MAD-ES03,A,tienda,1601.8,990.0,102.7,217.2,1025.9,462.0,4399.6,0.692
2024-07-01,RN-MAD-ES04,A,tienda,1455.7,1029.3,106.3,236.8,986.1,562.2,4376.4,0.64
2024-07-01,RN-MAD-ES05,A,tienda,1411.6,888.4,95.8,223.1,942.0,436.9,3997.8,0.607
2024-07-01,RN-MAD-ES06,A,tienda,1806.0,1039.1,109.2,245.9,1032.5,475.4,4708.1,0.683
2024-07-01,RN-MAD-ES07,A,tienda,1718.3,1134.4,112.8,243.8,1187.3,522.8,4919.4,0.653
2024-07-01,RN-MAD-ES08,A,tienda,1795.5,1018.3,92.7,256.1,1103.2,482.4,4748.2,0.632
2024-07-01,RN-MAD-ES09,A,tienda,1612.4,1014.7,89.2,219.5,1031.9,476.8,4444.5,0.661
2024-07-01,RN-MAD-ES10,A,tienda,1586.5,1028.3,103.1,219.1,1095.3,457.5,4489.8,0.695
2024-07-01,RN-MAD-ES11,A,tienda,1316.5,938.8,78.2,204.4,906.2,435.1,3879.2,0.693
2024-07-01,RN-MAD-ES12,A,tienda,1865.6,1153.2,108.3,282.5,1120.2,629.7,5159.5,0.693
2024-07-01,RN-MAD-ES13,A,tienda,1849.6,1050.4,93.2,246.4,1014.1,525.8,4779.5,0.688
2024-07-01,RN-MAD-ES14,A,tienda,1324.9,875.5,78.9,182.9,906.8,380.4,3749.4,0.602
2024-07-01,RN-MAD-ES15,A,tienda,1668.0,868.2,100.5,221.6,865.8,500.4,4224.5,0.651
2024-07-01,RN-MAD-ES16,A,tienda,1527.8,982.2,104.2,196.1,1039.4,464.3,4314.0,0.654
2024-07-01,RN-MAD-ES17,A,tienda,1532.9,947.6,96.1,223.6,1129.7,480.9,4410.8,0.696
2024-07-01,RN-MAD-ES18,A,tienda,1614.5,1049.1,110.7,226.6,1241.8,486.6,4729.3,0.682
2024-07-01,RN-MAD-ES19,A,tienda,1611.1,1087.8,104.5,247.5,1153.0,487.7,4691.6,0.609
2024-07-01,RN-MAD-ES20,A,tienda,1705.2,1092.4,104.0,223.8,1111.8,499.6,4736.8,0.71
2024-07-01,RN-MAD-GA01,A,tienda,38126.2,21870.4,8859.7,13318.2,9602.6,10271.7,102048.8,0.669
2024-07-01,RN-MAD-GA02,A,tienda,22294.0,13450.5,7114.2,9074.8,6164.4,6556.6,64654.5,0.659
2024-07-01,RN-MAD-GA03,A,tienda,26522.2,16677.1,6808.4,11229.4,6873.8,8731.2,76842.1,0.709
2024-07-01,RN-MAD-HI01,A,tienda,5951.0,3858.7,8281.6,1149.8,329.3,2011.3,21581.7,0.661
2024-07-01,RN-MAD-HI02,A,tienda,4972.2,3274.6,7324.3,1010.9,273.6,1993.4,18849.0,0.617
2024-07-01,RN-MAD-HI03,A,tienda,5730.3,3926.4,8523.4,1249.6,315.9,2251.5,21997.1,0.706
2024-07-01,RN-MAD-HI04,A,tienda,7062.9,4205.7,9034.9,1269.4,316.5,2344.2,24233.6,0.641
2024-07-01,RN-MAD-HI05,A,tienda,6448.2,3777.7,9599.0,1079.0,304.2,2305.6,23513.7,0.659
2024-07-01,RN-SEV-CV01,D,tienda,1265.7,674.9,1449.1,241.3,52.7,374.8,4058.5,0.532
2024-07-01,RN-SEV-CV02,D,tienda,1244.8,863.4,1908.6,266.8,55.2,450.2,4789.0,0.527
2024-07-01,RN-SEV-CV03,D,tienda,1091.3,623.3,1492.5,216.7,47.9,369.4,3841.1,0.539
2024-07-01,RN-SEV-CV04,D,tienda,1173.3,647.3,1596.1,195.0,51.7,416.0,4079.4,0.574
2024-07-01,RN-SEV-CV05,D,tienda,882.0,579.0,1315.4,198.0,49.3,375.5,3399.2,0.562
2024-07-01,RN-SEV-CV06,D,tienda,1213.6,809.4,1755.2,236.6,53.9,457.0,4525.7,0.523
2024-07-01,RN-SEV-CV07,D,tienda,1170.5,675.4,1754.4,227.6,51.1,397.0,4276.0,0.587
2024-07-01,RN-SEV-CV08,D,tienda,1432.9,816.6,1924.3,243.8,61.9,401.1,4880.6,0.574
2024-07-01,RN-SEV-CV09,D,tienda,1223.3,743.2,1762.8,236.8,52.0,449.1,4467.2,0.514
2024-07-01,RN-SEV-CV10,D,tienda,1182.8,769.6,1683.2,260.3,54.0,470.3,4420.2,0.508
2024-07-01,RN-SEV-ES01,D,tienda,1850.5,1216.6,89.5,351.2,950.4,519.2,4977.4,0.572
2024-07-01,RN-SEV-ES02,D,tienda,1447.9,976.3,80.3,288.6,949.7,481.7,4224.5,0.507
2024-07-01,RN-SEV-ES03,D,tienda,1445.2,1021.9,95.7,322.8,934.5,520.8,4340.9,0.534
2024-07-01,RN-SEV-ES04,D,tienda,1378.6,808.9,70.8,248.2,844.8,448.0,3799.3,0.537
2024-07-01,RN-SEV-ES05,D,tienda,1308.7,715.3,70.7,255.5,720.2,398.8,3469.2,0.53
2024-07-01,RN-SEV-ES06,D,tienda,1763.1,1090.8,101.3,312.2,1005.4,515.6,4788.4,0.463
2024-07-01,RN-SEV-ES07,D,tienda,1745.5,1162.9,97.1,338.9,1020.9,555.8,4921.1,0.508
2024-07-01,RN-SEV-ES08,D,tienda,1783.6,1120.0,90.2,293.6,1044.9,487.2,4819.5,0.56
2024-07-01,RN-SEV-ES09,D,tienda,1331.7,947.3,88.9,310.0,907.1,461.1,4046.1,0.625
2024-07-01,RN-SEV-ES10,D,tienda,1533.9,1075.5,86.9,304.4,988.0,468.2,4456.9,0.564
2024-07-01,RN-SEV-ES11,D,tienda,1452.8,1002.5,78.6,297.4,835.8,534.6,4201.7,0.559
2024-07-01,RN-SEV-ES12,D,tienda,1381.7,917.0,70.1,250.7,857.7,464.3,3941.5,0.577
2024-07-01,RN-SEV-GA01,D,tienda,15855.2,9289.6,3264.7,8827.5,4033.1,4863.3,46133.4,0.497
2024-07-01,RN-SEV-HI01,D,tienda,4656.2,2837.0,5571.8,1358.2,250.6,1746.0,16419.8,0.479
2024-07-01,RN-SEV-HI02,D,tienda,4897.5,3389.8,6404.8,1592.6,323.4,1910.1,18518.2,0.557
2024-07-01,RN-SEV-HI03,D,tienda,5011.9,2524.9,5291.5,1352.3,285.2,1390.3,15856.1,0.505
2024-07-01,RN-SEV-HI04,D,tienda,6184.5,4005.4,6352.0,1769.7,380.0,2279.0,20970.6,0.49
2024-07-01,RN-VLC-CV01,C,tienda,1316.7,809.9,2168.7,145.9,36.9,495.6,4973.7,0.575
2024-07-01,RN-VLC-CV02,C,tienda,1381.2,781.5,2283.1,147.3,39.8,566.5,5199.4,0.557
2024-07-01,RN-VLC-CV03,C,tienda,1420.2,866.6,2384.9,169.4,42.0,537.5,5420.6,0.569
2024-07-01,RN-VLC-CV04,C,tienda,1163.7,767.8,2024.6,128.4,34.4,451.1,4570.0,0.635
2024-07-01,RN-VLC-CV05,C,tienda,930.8,578.4,1824.7,107.5,27.5,347.8,3816.7,0.636
2024-07-01,RN-VLC-CV06,C,tienda,1461.1,1044.7,2628.0,157.0,45.8,591.6,5928.2,0.639
2024-07-01,RN-VLC-CV07,C,tienda,1209.7,805.2,2269.9,128.3,38.2,493.8,4945.1,0.58
2024-07-01,RN-VLC-CV08,C,tienda,1104.5,626.7,1878.5,129.9,29.1,439.8,4208.5,0.609
2024-07-01,RN-VLC-CV09,C,tienda,1065.1,784.9,1736.0,118.1,33.2,434.7,4172.0,0.585
2024-07-01,RN-VLC-ES01,C,tienda,1669.5,1111.2,148.1,246.2,1038.4,524.8,4738.2,0.612
2024-07-01,RN-VLC-ES02,C,tienda,1251.6,678.1,122.3,173.9,856.5,414.3,3496.7,0.59
2024-07-01,RN-VLC-ES03,C,tienda,1464.2,953.2,118.6,235.6,884.9,454.9,4111.4,0.658
2024-07-01,RN-VLC-ES04,C,tienda,1760.9,955.8,130.5,264.2,1038.8,538.6,4688.8,0.543
2024-07-01,RN-VLC-ES05,C,tienda,1422.9,1049.8,133.2,241.2,936.5,453.1,4236.7,0.65
2024-07-01,RN-VLC-ES06,C,tienda,1198.9,839.7,106.9,167.3,839.5,362.0,3514.3,0.641
2024-07-01,RN-VLC-ES07,C,tienda,1713.9,920.9,125.7,224.5,1160.3,439.1,4584.4,0.587
2024-07-01,RN-VLC-ES08,C,tienda,1545.6,933.9,154.1,277.1,1080.3,480.6,4471.6,0.681
2024-07-01,RN-VLC-ES09,C,tienda,1578.7,1023.5,143.1,263.5,906.6,480.3,4395.7,0.601
2024-07-01,RN-VLC-ES10,C,tienda,1344.4,933.6,115.9,203.4,908.0,474.3,3979.6,0.577
2024-07-01,RN-VLC-GA01,C,tienda,28414.2,17899.8,10287.6,10857.0,6291.9,8749.4,82499.9,0.594
2024-07-01,RN-VLC-HI01,C,tienda,7347.0,4050.1,10074.5,1128.6,255.2,2567.2,25422.6,0.611
2024-07-01,RN-VLC-HI02,C,tienda,6826.0,4275.9,11801.9,945.6,257.4,2782.7,26889.5,0.599
2024-07-01,RN-VLC-HI03,C,tienda,7624.9,4686.4,11960.5,1184.8,291.4,3032.0,28780.0,0.645
2024-07-01,RN-VLC-HI04,C,tienda,5932.1,3959.8,10608.0,858.6,244.5,2450.3,24053.3,0.612
2024-07-01,RN-VLC-HI05,C,tienda,7869.4,5060.5,11042.1,1162.5,272.0,2958.6,28365.1,0.612
2024-07-01,RN-VLC-HI06,C,tienda,6873.0,4167.0,11345.4,997.7,265.3,2772.6,26421.0,0.517
2024-07-01,RN-VLC-HI07,C,tienda,6020.1,3416.1,8012.7,855.1,186.6,1921.7,20412.3,0.571
2024-08-01,CL-BCN-01,B,centro_logistico,3466.2,1681.2,67.8,194.3,122.5,605.1,6137.1,0.858
2024-08-01,CL-BCN-02,B,centro_logistico,3384.9,1604.3,55.2,177.8,107.7,574.0,5903.9,0.802
2024-08-01,CL-BIO-01,E,centro_logistico,2194.8,1122.6,41.5,120.3,75.9,397.4,3952.5,0.967
2024-08-01,CL-MAD-01,A,centro_logistico,3384.3,1321.0,47.6,178.0,105.1,473.8,5509.8,0.803
2024-08-01,CL-MAD-02,A,centro_logistico,3188.7,1391.9,57.8,177.3,95.3,493.4,5404.4,0.782
2024-08-01,CL-MAD-03,A,centro_logistico,3682.4,1433.0,58.7,157.8,102.0,445.5,5879.4,0.777
2024-08-01,CL-SEV-01,D,centro_logistico,2736.4,1140.7,47.1,122.1,96.0,390.5,4532.8,0.605
2024-08-01,CL-VLC-01,C,centro_logistico,2640.3,1319.6,43.6,160.8,98.6,431.7,4694.6,0.771
2024-08-01,CL-VLC-02,C,centro_logistico,2586.8,1400.2,45.5,134.5,97.1,455.2,4719.3,0.679
2024-08-01,RN-BCN-CV01,B,tienda,1044.9,723.5,1677.2,172.1,40.8,437.1,4095.6,0.62
2024-08-01,RN-BCN-CV02,B,tienda,1137.7,755.1,2143.0,178.6,48.6,440.3,4703.3,0.691
2024-08-01,RN-BCN-CV03,B,tienda,1385.9,785.0,2184.2,199.3,50.5,516.3,5121.2,0.726
2024-08-01,RN-BCN-CV04,B,tienda,1086.8,570.3,1461.9,137.8,39.3,342.5,3638.6,0.709
2024-08-01,RN-BCN-CV05,B,tienda,941.4,641.7,1628.7,144.0,38.0,419.8,3813.6,0.682
2024-08-01,RN-BCN-CV06,B,tienda,943.0,614.4,1614.4,149.6,38.4,387.0,3746.8,0.718
2024-08-01,RN-BCN-CV07,B,tienda,1001.6,602.7,1592.4,147.4,42.2,383.3,3769.6,0.681
2024-08-01,RN-BCN-CV08,B,tienda,1060.3,722.7,1684.6,153.0,45.8,392.3,4058.7,0.749
2024-08-01,RN-BCN-ES01,B,tienda,1071.4,693.8,73.5,147.5,710.2,316.2,3012.6,0.738
2024-08-01,RN-BCN-ES02,B,tienda,1224.0,728.4,81.8,177.4,836.0,402.7,3450.3,0.727
2024-08-01,RN-BCN-ES03,B,tienda,1313.8,742.7,80.6,191.4,841.2,417.5,3587.2,0.723
2024-08-01,RN-BCN-ES04,B,tienda,1192.8,663.9,78.2,188.9,720.4,347.4,3191.6,0.713
2024-08-01,RN-BCN-ES05,B,tienda,1337.0,794.7,76.4,192.3,821.2,397.1,3618.7,0.798
2024-08-01,RN-BCN-ES06,B,tienda,1162.3,795.0,83.6,197.8,806.4,348.8,3393.9,0.663
2024-08-01,RN-BCN-ES07,B,tienda,1318.6,751.5,90.2,198.4,858.8,411.2,3628.7,0.741
2024-08-01,RN-BCN-ES08,B,tienda,949.6,681.9,71.2,161.0,612.6,309.4,2785.7,0.801
2024-08-01,RN-BCN-ES09,B,tienda,1289.8,758.0,91.2,193.9,758.9,373.7,3465.5,0.808
2024-08-01,RN-BCN-ES10,B,tienda,1225.1,728.2,72.2,182.8,739.4,320.6,3268.3,0.768
2024-08-01,RN-BCN-ES11,B,tienda,1283.7,725.5,77.9,163.3,825.3,372.3,3448.0,0.772
2024-08-01,RN-BCN-ES12,B,tienda,1012.2,743.9,78.1,153.4,664.9,349.5,3002.0,0.672
2024-08-01,RN-BCN-ES13,B,tienda,1223.3,788.2,80.8,178.6,839.5,390.6,3501.0,0.681
2024-08-01,RN-BCN-ES14,B,tienda,1351.7,900.1,88.0,202.2,960.5,419.3,3921.8,0.722
2024-08-01,RN-BCN-GA01,B,tienda,22741.6,12465.7,5936.9,9580.0,6278.2,6323.7,63326.1,0.704
2024-08-01,RN-BCN-GA02,B,tienda,24432.8,15330.3,7436.6,11734.9,6979.9,8355.3,74269.8,0.746
2024-08-01,RN-BCN-HI01,B,tienda,4963.9,3045.4,7042.4,868.0,254.3,1740.3,17914.3,0.739
2024-08-01,RN-BCN-HI02,B,tienda,7537.6,4058.0,9275.6,1345.3,341.1,2236.0,24793.6,0.719
2024-08-01,RN-BCN-HI03,B,tienda,4772.5,2649.9,5865.1,894.9,244.2,1864.1,16290.7,0.709
2024-08-01,RN-BCN-HI04,B,tienda,5314.2,3736.8,8444.1,1023.4,307.4,1927.4,20753.3,0.674
2024-08-01,RN-BIO-CV01,E,tienda,1085.5,680.3,1704.5,173.6,40.0,445.4,4129.3,0.815
2024-08-01,RN-BIO-CV02,E,tienda,973.3,712.1,1678.4,169.2,39.2,409.9,3982.1,0.853
2024-08-01,RN-BIO-CV03,E,tienda,1020.9,613.2,1574.8,154.9,35.1,442.4,3841.3,0.897
2024-08-01,RN-BIO-CV04,E,tienda,1182.0,693.7,1937.5,197.3,42.7,451.3,4504.5,0.791
2024-08-01,RN-BIO-ES01,E,tienda,1033.4,667.2,71.6,200.1,611.8,343.2,2927.3,0.798
2024-08-01,RN-BIO-ES02,E,tienda,873.7,565.7,62.4,174.9,498.8,266.9,2442.4,0.853
2024-08-01,RN-BIO-ES03,E,tienda,1399.1,760.4,90.1,267.3,766.8,444.9,3728.6,0.808
2024-08-01,RN-BIO-ES04,E,tienda,1107.3,815.6,91.8,203.2,791.0,377.2,3386.1,0.82
2024-08-01,RN-BIO-ES05,E,tienda,1247.7,622.5,68.3,197.1,669.2,338.0,3142.8,0.82
2024-08-01,RN-BIO-ES06,E,tienda,1366.2,866.0,90.0,263.5,807.0,399.0,3791.7,0.809
2024-08-01,RN-BIO-ES07,E,tienda,1131.3,807.3,77.7,193.9,775.0,344.4,3329.6,0.763
2024-08-01,RN-BIO-GA01,E,tienda,13766.7,9513.2,3874.5,7244.7,3361.6,4576.7,42337.4,0.837
2024-08-01,RN-BIO-HI01,E,tienda,5456.3,3178.2,7687.2,1223.7,252.5,2128.3,19926.2,0.797
2024-08-01,RN-BIO-HI02,E,tienda,4103.8,2444.6,5663.7,865.1,201.8,1435.3,14714.3,0.859
2024-08-01,RN-MAD-CV01,A,tienda,951.1,579.0,1504.5,131.6,40.3,330.8,3537.3,0.679
2024-08-01,RN-MAD-CV02,A,tienda,1073.1,593.3,1736.3,138.8,39.1,398.3,3978.9,0.692
2024-08-01,RN-MAD-CV03,A,tienda,999.1,545.0,1467.6,133.2,38.8,362.2,3545.9,0.648
2024-08-01,RN-MAD-CV04,A,tienda,994.1,666.6,1596.6,152.8,47.3,395.8,3853.2,0.79
2024-08-01,RN-MAD-CV05,A,tienda,781.0,481.3,1251.6,102.3,32.4,298.9,2947.5,0.734
2024-08-01,RN-MAD-CV06,A,tienda,983.7,608.2,1662.6,133.9,36.8,375.4,3800.6,0.628
2024-08-01,RN-MAD-CV07,A,tienda,842.4,567.0,1399.9,118.4,41.0,316.8,3285.5,0.638
2024-08-01,RN-MAD-CV08,A,tienda,1096.7,707.7,1899.5,169.9,46.4,415.9,4336.1,0.746
2024-08-01,RN-MAD-CV09,A,tienda,1311.0,688.2,1743.3,142.7,51.3,413.9,4350.4,0.648
2024-08-01,RN-MAD-CV10,A,tienda,1105.5,759.4,1533.4,160.0,39.0,401.7,3999.0,0.621
2024-08-01,RN-MAD-ES01,A,tienda,1117.1,899.9,82.1,185.1,893.6,471.6,3649.4,0.616
2024-08-01,RN-MAD-ES02,A,tienda,871.3,545.2,60.9,137.9,689.4,332.7,2637.4,0.661
2024-08-01,RN-MAD-ES03,A,tienda,1229.3,710.8,73.3,152.0,789.6,390.6,3345.6,0.635
2024-08-01,RN-MAD-ES04,A,tienda,1121.9,729.2,76.1,153.8,780.4,376.3,3237.7,0.721
2024-08-01,RN-MAD-ES05,A,tienda,926.3,639.4,70.7,145.7,683.7,329.1,2794.9,0.718
2024-08-01,RN-MAD-ES06,A,tienda,1212.0,840.6,77.8,174.8,743.8,372.6,3421.6,0.673
2024-08-01,RN-MAD-ES07,A,tienda,1154.0,767.3,77.2,171.7,827.5,381.1,3378.8,0.666
2024-08-01,RN-MAD-ES08,A,tienda,1184.9,732.1,73.5,173.1,764.7,389.1,3317.4,0.734
2024-08-01,RN-MAD-ES09,A,tienda,1043.0,713.1,62.7,158.9,737.4,318.5,3033.6,0.739
2024-08-01,RN-MAD-ES10,A,tienda,1155.6,742.3,84.8,160.0,717.5,368.4,3228.6,0.735
2024-08-01,RN-MAD-ES11,A,tienda,878.0,630.8,72.5,145.9,573.8,332.7,2633.7,0.678
2024-08-01,RN-MAD-ES12,A,tienda,1141.5,841.1,77.6,180.8,791.3,334.3,3366.6,0.71
2024-08-01,RN-MAD-ES13,A,tienda,1173.8,695.8,81.9,164.0,774.6,384.8,3274.9,0.753
2024-08-01,RN-MAD-ES14,A,tienda,945.9,588.8,56.2,138.2,635.5,250.9,2615.5,0.696
2024-08-01,RN-MAD-ES15,A,tienda,1086.6,607.2,71.3,157.1,764.8,380.5,3067.5,0.711
2024-08-01,RN-MAD-ES16,A,tienda,1134.8,719.1,76.5,162.2,732.8,339.1,3164.5,0.739
2024-08-01,RN-MAD-ES17,A,tienda,1135.0,810.7,73.7,170.2,744.0,349.0,3282.6,0.635
2024-08-01,RN-MAD-ES18,A,tienda,1229.6,837.0,78.2,194.7,748.2,421.3,3509.0,0.721
2024-08-01,RN-MAD-ES19,A,tienda,1027.1,791.4,76.7,154.7,777.5,377.0,3204.4,0.657
2024-08-01,RN-MAD-ES20,A,tienda,1081.1,756.2,71.3,155.7,782.0,350.6,3196.9,0.637
2024-08-01,RN-MAD-GA01,A,tienda,27129.4,15850.0,6889.8,9382.3,6894.9,7089.5,73235.9,0.672
2024-08-01,RN-MAD-GA02,A,tienda,18747.0,11430.3,5336.7,7710.5,4773.2,5846.7,53844.4,0.593
2024-08-01,RN-MAD-GA03,A,tienda,22458.5,13028.4,6222.8,8689.5,5261.9,6397.7,62058.8,0.724
2024-08-01,RN-MAD-HI01,A,tienda,4765.3,2942.6,6638.5,945.4,254.1,1890.3,17436.2,0.656
2024-08-01,RN-MAD-HI02,A,tienda,3892.1,2826.9,6525.8,810.6,224.0,1717.6,15997.0,0.669
2024-08-01,RN-MAD-HI03,A,tienda,5407.7,3108.5,7898.6,857.0,270.9,1839.7,19382.4,0.701
2024-08-01,RN-MAD-HI04,A,tienda,6314.1,3331.8,7825.1,1049.2,283.6,1871.3,20675.1,0.745
2024-08-01,RN-MAD-HI05,A,tienda,5446.6,3033.6,8021.4,953.7,295.4,1946.1,19696.8,0.633
2024-08-01,RN-SEV-CV01,D,tienda,1012.2,600.1,1457.1,195.6,45.7,332.4,3643.1,0.524
2024-08-01,RN-SEV-CV02,D,tienda,1081.5,741.1,1598.3,200.9,54.0,389.3,4065.1,0.571
2024-08-01,RN-SEV-CV03,D,tienda,939.4,655.6,1492.7,181.3,42.2,327.8,3639.0,0.568
2024-08-01,RN-SEV-CV04,D,tienda,834.1,565.5,1282.2,184.4,39.3,343.9,3249.4,0.531
2024-08-01,RN-SEV-CV05,D,tienda,862.5,520.8,1170.0,175.6,34.3,302.5,3065.7,0.54
2024-08-01,RN-SEV-CV06,D,tienda,975.3,540.4,1324.6,211.6,47.4,336.9,3436.2,0.574
2024-08-01,RN-SEV-CV07,D,tienda,971.5,590.1,1337.2,175.3,44.3,344.2,3462.6,0.583
2024-08-01,RN-SEV-CV08,D,tienda,1038.5,672.4,1680.4,219.0,55.8,389.5,4055.6,0.545
2024-08-01,RN-SEV-CV09,D,tienda,1018.2,623.0,1632.6,211.3,46.1,389.1,3920.3,0.55
2024-08-01,RN-SEV-CV10,D,tienda,1074.0,626.8,1550.2,229.3,47.9,337.1,3865.3,0.577
2024-08-01,RN-SEV-ES01,D,tienda,1248.6,871.9,66.0,262.1,787.7,356.5,3592.8,0.569
2024-08-01,RN-SEV-ES02,D,tienda,1145.7,731.9,56.8,236.2,654.5,345.7,3170.8,0.536
2024-08-01,RN-SEV-ES03,D,tienda,1134.5,758.7,58.5,234.6,718.2,338.5,3243.0,0.555
2024-08-01,RN-SEV-ES04,D,tienda,1008.9,584.8,49.7,195.2,541.5,309.4,2689.5,0.51
2024-08-01,RN-SEV-ES05,D,tienda,918.3,583.4,47.3,171.3,514.9,284.6,2519.8,0.6
2024-08-01,RN-SEV-ES06,D,tienda,1275.8,840.6,61.2,249.8,709.0,373.2,3509.6,0.573
2024-08-01,RN-SEV-ES07,D,tienda,1167.3,834.3,66.8,216.1,772.9,370.0,3427.4,0.524
2024-08-01,RN-SEV-ES08,D,tienda,1134.8,796.6,58.1,220.4,731.8,407.8,3349.5,0.541
2024-08-01,RN-SEV-ES09,D,tienda,1171.0,737.8,59.8,202.5,684.9,342.7,3198.7,0.553
2024-08-01,RN-SEV-ES10,D,tienda,1116.8,696.1,61.7,205.8,745.8,385.9,3212.1,0.48
2024-08-01,RN-SEV-ES11,D,tienda,1075.0,645.9,60.2,212.1,658.1,324.6,2975.9,0.611
2024-08-01,RN-SEV-ES12,D,tienda,1117.8,635.5,55.3,188.9,599.3,282.9,2879.7,0.524
2024-08-01,RN-SEV-GA01,D,tienda,12912.2,7893.7,2784.8,6479.3,2917.9,4298.3,37286.2,0.518
2024-08-01,RN-SEV-HI01,D,tienda,4029.8,2415.7,4452.7,1211.4,201.8,1365.6,13677.0,0.451
2024-08-01,RN-SEV-HI02,D,tienda,4417.3,2566.9,5167.5,1215.2,256.3,1631.5,15254.7,0.606
2024-08-01,RN-SEV-HI03,D,tienda,3776.5,2150.9,4869.6,1039.4,230.5,1333.3,13400.2,0.484
2024-08-01,RN-SEV-HI04,D,tienda,5287.4,3295.9,5715.5,1479.9,317.9,1693.4,17790.0,0.518
2024-08-01,RN-VLC-CV01,C,tienda,1096.3,719.6,1906.9,119.4,29.6,411.1,4282.9,0.616
2024-08-01,RN-VLC-CV02,C,tienda,957.6,713.8,2006.7,121.7,33.1,437.2,4270.1,0.665
2024-08-01,RN-VLC-CV03,C,tienda,1258.2,831.1,2123.2,134.6,33.0,497.4,4877.5,0.577
2024-08-01,RN-VLC-CV04,C,tienda,1008.4,683.1,1924.3,115.3,28.4,426.2,4185.7,0.565
2024-08-01,RN-VLC-CV05,C,tienda,860.1,553.0,1473.1,98.5,22.6,375.5,3382.8,0.706
2024-08-01,RN-VLC-CV06,C,tienda,1234.7,745.7,2327.0,136.4,34.6,507.0,4985.4,0.59
2024-08-01,RN-VLC-CV07,C,tienda,1015.5,637.6,1796.2,104.0,31.1,423.5,4007.9,0.551
2024-08-01,RN-VLC-CV08,C,tienda,907.5,563.4,1655.9,101.6,26.3,364.6,3619.3,0.592
2024-08-01,RN-VLC-CV09,C,tienda,974.4,640.9,1471.8,90.4,23.7,371.6,3572.8,0.582
2024-08-01,RN-VLC-ES01,C,tienda,1124.7,764.7,93.5,164.0,732.8,374.3,3254.0,0.663
2024-08-01,RN-VLC-ES02,C,tienda,855.4,657.2,77.0,124.8,576.7,295.7,2586.8,0.586
2024-08-01,RN-VLC-ES03,C,tienda,997.5,578.5,86.0,147.0,666.7,295.7,2771.4,0.563
2024-08-01,RN-VLC-ES04,C,tienda,1110.8,637.9,93.2,147.0,709.1,338.8,3036.8,0.571
2024-08-01,RN-VLC-ES05,C,tienda,1149.7,712.0,96.5,164.0,664.7,353.6,3140.5,0.626
2024-08-01,RN-VLC-ES06,C,tienda,921.0,551.4,78.2,132.0,620.0,297.9,2600.5,0.57
2024-08-01,RN-VLC-ES07,C,tienda,1002.1,601.7,95.1,156.7,637.4,331.5,2824.5,0.624
2024-08-01,RN-VLC-ES08,C,tienda,1450.5,832.0,114.1,200.6,875.9,436.1,3909.2,0.616
2024-08-01,RN-VLC-ES09,C,tienda,1119.4,684.1,93.2,164.7,699.1,350.2,3110.7,0.574
