fecha,codigo_centro,grupo,num_rutas,km_totales,km_en_vacio,paradas,ocupacion_media,pct_km_en_vacio,entregas_fallidas
2024-06-10,CL-MAD-02,A,12,5389.4,1255.1,197,0.863,0.233,9
2024-06-10,CL-MAD-03,A,9,4291.8,705.6,146,0.781,0.164,5
2024-06-10,CL-SEV-01,D,10,10467.8,3602.8,51,0.699,0.344,0
2024-06-10,CL-VLC-01,C,11,5280.7,1199.5,109,0.702,0.227,1
2024-06-10,CL-VLC-02,C,12,5668.0,1480.0,154,0.781,0.261,3
2024-06-11,CL-BCN-01,B,11,5569.1,1428.5,148,0.74,0.257,2
2024-06-11,CL-BCN-02,B,9,4669.2,1086.9,113,0.776,0.233,2
2024-06-11,CL-BIO-01,E,10,5164.1,688.7,125,0.86,0.133,3
2024-06-11,CL-MAD-01,A,10,4800.5,778.6,127,0.791,0.162,5
2024-06-11,CL-MAD-02,A,10,4395.0,542.3,147,0.89,0.123,6
2024-06-11,CL-MAD-03,A,9,4352.7,804.1,115,0.795,0.185,3
2024-06-11,CL-SEV-01,D,13,13681.5,4741.5,122,0.579,0.347,4
2024-06-11,CL-VLC-01,C,11,5428.4,1575.9,98,0.801,0.29,3
2024-06-11,CL-VLC-02,C,11,5199.4,1330.1,129,0.757,0.256,3
2024-06-12,CL-BCN-01,B,10,5099.2,1195.4,121,0.667,0.234,8
2024-06-12,CL-BCN-02,B,9,4735.7,950.1,122,0.745,0.201,1
2024-06-12,CL-BIO-01,E,10,5273.4,622.3,128,0.747,0.118,2
2024-06-12,CL-MAD-01,A,12,5672.6,609.8,165,0.815,0.107,9
2024-06-12,CL-MAD-02,A,12,5396.9,1000.7,185,0.881,0.185,10
2024-06-12,CL-MAD-03,A,10,4774.6,797.6,145,0.825,0.167,2
2024-06-12,CL-SEV-01,D,9,9921.7,3577.8,60,0.584,0.361,1
2024-06-12,CL-VLC-01,C,10,4727.8,876.4,116,0.729,0.185,2
2024-06-12,CL-VLC-02,C,10,4793.1,1368.1,127,0.746,0.285,2
2024-06-13,CL-BCN-01,B,11,5614.5,1042.1,130,0.803,0.186,5
2024-06-13,CL-BCN-02,B,11,5713.2,1246.0,172,0.615,0.218,7
2024-06-13,CL-BIO-01,E,11,5706.2,984.5,141,0.815,0.173,3
2024-06-13,CL-MAD-01,A,9,4327.1,811.8,128,0.895,0.188,8
2024-06-13,CL-MAD-02,A,10,4689.6,948.8,140,0.787,0.202,6
2024-06-13,CL-MAD-03,A,12,5336.3,1161.4,174,0.765,0.218,9
2024-06-13,CL-SEV-01,D,10,10737.6,3865.3,93,0.575,0.36,3
2024-06-13,CL-VLC-01,C,9,4329.9,1195.8,114,0.786,0.276,2
2024-06-13,CL-VLC-02,C,10,5052.7,1111.7,117,0.651,0.22,1
2024-06-14,CL-BCN-01,B,10,5107.0,1151.0,154,0.822,0.225,5
2024-06-14,CL-BCN-02,B,10,5114.8,1192.0,117,0.753,0.233,4
2024-06-14,CL-BIO-01,E,11,5377.3,709.6,112,0.844,0.132,0
2024-06-14,CL-MAD-01,A,12,5318.6,898.3,172,0.673,0.169,7
2024-06-14,CL-MAD-02,A,11,5087.0,1050.0,154,0.857,0.206,6
2024-06-14,CL-MAD-03,A,10,4478.9,677.7,165,0.722,0.151,12
2024-06-14,CL-SEV-01,D,11,11458.1,3598.8,66,0.523,0.314,2
2024-06-14,CL-VLC-01,C,12,5649.2,1312.4,110,0.657,0.232,0
2024-06-14,CL-VLC-02,C,11,5205.8,1110.3,167,0.745,0.213,8
2024-06-15,CL-BCN-01,B,7,3606.9,657.1,86,0.743,0.182,3
2024-06-15,CL-BCN-02,B,8,3926.1,819.6,129,0.756,0.209,2
2024-06-15,CL-BIO-01,E,6,3148.2,441.5,70,0.921,0.14,1
2024-06-15,CL-MAD-01,A,9,3971.6,871.8,144,0.791,0.22,2
2024-06-15,CL-MAD-02,A,8,3840.9,700.0,122,0.779,0.182,5
2024-06-15,CL-MAD-03,A,9,4059.2,814.7,101,0.788,0.201,5
2024-06-15,CL-SEV-01,D,9,9852.9,3270.7,76,0.576,0.332,0
2024-06-15,CL-VLC-01,C,8,3880.2,977.9,102,0.712,0.252,2
2024-06-15,CL-VLC-02,C,8,3960.9,994.2,97,0.72,0.251,2
2024-06-16,CL-BCN-01,B,3,1454.2,342.9,39,0.791,0.236,0
2024-06-16,CL-BCN-02,B,3,1351.3,259.5,44,0.748,0.192,1
2024-06-16,CL-BIO-01,E,3,1463.5,247.5,36,0.809,0.169,0
2024-06-16,CL-MAD-01,A,3,1227.0,225.7,49,0.834,0.184,0
2024-06-16,CL-MAD-02,A,3,1252.5,197.6,47,0.757,0.158,0
2024-06-16,CL-MAD-03,A,3,1465.2,362.3,41,0.708,0.247,2
2024-06-16,CL-SEV-01,D,3,3585.9,1221.5,23,0.606,0.341,1
2024-06-16,CL-VLC-01,C,4,1875.8,431.3,46,0.708,0.23,0
2024-06-16,CL-VLC-02,C,3,1504.0,333.0,35,0.754,0.221,1
2024-06-17,CL-BCN-01,B,10,4770.3,1041.3,120,0.763,0.218,4
2024-06-17,CL-BCN-02,B,11,5641.4,1347.5,132,0.763,0.239,6
2024-06-17,CL-BIO-01,E,10,5282.4,802.9,114,0.828,0.152,0
2024-06-17,CL-MAD-01,A,11,4884.5,885.0,163,0.779,0.181,7
2024-06-17,CL-MAD-02,A,11,5128.8,1118.6,120,0.658,0.218,3
2024-06-17,CL-MAD-03,A,10,4760.8,699.4,157,0.705,0.147,7
2024-06-17,CL-SEV-01,D,10,10585.8,3583.5,91,0.688,0.339,0
2024-06-17,CL-VLC-01,C,11,5554.1,1182.2,122,0.724,0.213,5
2024-06-17,CL-VLC-02,C,10,4826.9,977.7,89,0.714,0.203,2
2024-06-18,CL-BCN-01,B,10,5090.7,1189.3,120,0.72,0.234,7
2024-06-18,CL-BCN-02,B,9,,,103,0.832,,4
2024-06-18,CL-BIO-01,E,10,5112.5,992.7,143,0.849,0.194,3
2024-06-18,CL-MAD-01,A,11,5210.4,775.2,162,0.865,0.149,4
2024-06-18,CL-MAD-02,A,10,4628.5,732.1,125,0.918,0.158,7
2024-06-18,CL-MAD-03,A,10,4724.4,754.2,150,0.764,0.16,8
2024-06-18,CL-SEV-01,D,12,13175.7,4519.9,100,0.594,0.343,0
2024-06-18,CL-VLC-01,C,9,4488.2,768.7,120,0.728,0.171,5
2024-06-18,CL-VLC-02,C,12,5704.2,1406.2,151,0.634,0.247,5
2024-06-19,CL-BCN-01,B,10,5191.5,1060.8,125,0.733,0.204,0
2024-06-19,CL-BCN-02,B,10,4951.5,1064.8,106,0.726,0.215,6
2024-06-19,CL-BIO-01,E,11,5490.3,398.4,156,0.823,0.073,2
2024-06-19,CL-MAD-01,A,11,4850.0,997.6,140,0.785,0.206,5
2024-06-19,CL-MAD-02,A,11,5140.1,865.8,164,0.705,0.168,7
2024-06-19,CL-MAD-03,A,10,4812.9,726.3,129,0.82,0.151,3
2024-06-19,CL-SEV-01,D,13,14431.3,5543.1,99,0.632,0.384,2
2024-06-19,CL-VLC-01,C,10,5069.1,1372.3,132,0.642,0.271,2
2024-06-19,CL-VLC-02,C,11,5586.7,1257.7,158,0.733,0.225,2
2024-06-20,CL-BCN-01,B,10,5004.1,1026.8,132,0.736,0.205,3
2024-06-20,CL-BCN-02,B,13,6253.7,1177.1,185,0.749,0.188,5
2024-06-20,CL-BIO-01,E,9,4584.5,454.6,112,0.87,0.099,2
2024-06-20,CL-MAD-01,A,11,4848.8,1098.3,140,0.853,0.227,8
2024-06-20,CL-MAD-02,A,11,5163.9,711.7,167,0.79,0.138,8
2024-06-20,CL-MAD-03,A,9,4034.1,921.0,138,0.756,0.228,3
2024-06-20,CL-SEV-01,D,10,10359.0,3240.4,66,0.577,0.313,1
2024-06-20,CL-VLC-01,C,11,5379.5,978.5,144,0.777,0.182,0
2024-06-20,CL-VLC-02,C,11,5295.9,1248.4,118,0.772,0.236,2
2024-06-21,CL-BCN-01,B,11,5335.4,990.7,148,0.705,0.186,8
2024-06-21,CL-BCN-02,B,12,5947.8,1424.2,156,0.87,0.239,6
2024-06-21,CL-BIO-01,E,9,4347.4,621.6,86,0.842,0.143,2
2024-06-21,CL-MAD-01,A,11,5159.1,710.1,150,0.829,0.138,7
2024-06-21,CL-MAD-02,A,11,5164.8,813.8,155,0.837,0.158,12
2024-06-21,CL-MAD-03,A,11,5238.6,896.1,164,0.84,0.171,8
2024-06-21,CL-SEV-01,D,10,10688.2,3269.4,78,0.543,0.306,2
2024-06-21,CL-VLC-01,C,10,4921.9,1163.3,121,0.738,0.236,8
2024-06-21,CL-VLC-02,C,9,4566.0,1120.8,114,0.64,0.245,5
2024-06-22,CL-BCN-01,B,8,3935.7,870.6,91,0.762,0.221,2
2024-06-22,CL-BCN-02,B,8,4212.2,741.0,89,0.801,0.176,3
2024-06-22,CL-BIO-01,E,9,4446.0,593.3,104,0.766,0.133,1
2024-06-22,CL-MAD-01,A,7,3337.4,889.6,84,0.879,0.267,3
2024-06-22,CL-MAD-02,A,8,3565.1,712.8,106,0.755,0.2,3
2024-06-22,CL-MAD-03,A,9,3936.5,843.3,127,0.737,0.214,8
2024-06-22,CL-SEV-01,D,8,8570.1,2760.9,72,0.517,0.322,2
2024-06-22,CL-VLC-01,C,6,3150.5,682.1,73,0.692,0.217,1
2024-06-22,CL-VLC-02,C,6,2701.4,663.5,70,0.771,0.246,0
2024-06-23,CL-BCN-01,B,3,1645.8,311.2,44,0.718,0.189,1
2024-06-23,CL-BCN-02,B,3,1498.0,286.7,36,0.888,0.191,3
2024-06-23,CL-BIO-01,E,3,1629.5,181.6,32,0.927,0.111,0
2024-06-23,CL-MAD-01,A,3,1546.0,274.0,35,0.732,0.177,0
2024-06-23,CL-MAD-02,A,3,1575.1,367.3,42,0.728,0.233,1
2024-06-23,CL-MAD-03,A,3,1403.7,208.5,43,0.738,0.149,1
2024-06-23,CL-SEV-01,D,3,3661.5,1225.1,27,0.579,0.335,0
2024-06-23,CL-VLC-01,C,3,1653.3,272.9,43,0.72,0.165,2
2024-06-23,CL-VLC-02,C,3,1686.1,347.3,31,0.738,0.206,3
2024-06-24,CL-BCN-01,B,11,5614.3,1156.2,124,0.632,0.206,3
2024-06-24,CL-BCN-02,B,11,5391.2,1066.2,172,0.713,0.198,7
2024-06-24,CL-BIO-01,E,11,5460.0,840.6,102,0.809,0.154,1
2024-06-24,CL-MAD-01,A,11,5065.6,721.1,150,0.733,0.142,7
2024-06-24,CL-MAD-02,A,11,5233.4,819.5,150,0.862,0.157,5
2024-06-24,CL-MAD-03,A,10,4673.7,793.3,125,0.756,0.17,8
2024-06-24,CL-SEV-01,D,10,10588.7,2942.8,69,0.602,0.278,4
2024-06-24,CL-VLC-01,C,12,5944.1,1474.5,156,0.763,0.248,5
2024-06-24,CL-VLC-02,C,11,5234.2,1019.0,135,0.68,0.195,0
2024-06-25,CL-BCN-01,B,9,4392.8,871.8,122,0.788,0.198,4
2024-06-25,CL-BCN-02,B,12,5837.7,1363.0,133,0.74,0.233,7
2024-06-25,CL-BIO-01,E,9,4559.8,546.3,120,0.821,0.12,1
2024-06-25,CL-MAD-01,A,9,4108.4,794.9,129,0.824,0.193,3
2024-06-25,CL-MAD-02,A,11,5014.2,890.3,175,0.721,0.178,4
2024-06-25,CL-MAD-03,A,10,4424.5,980.1,126,0.788,0.222,7
2024-06-25,CL-SEV-01,D,12,12638.8,3879.1,100,0.572,0.307,2
2024-06-25,CL-VLC-01,C,11,5610.0,1439.4,132,0.754,0.257,3
2024-06-25,CL-VLC-02,C,10,4990.8,1240.3,147,0.818,0.249,6
2024-06-26,CL-BCN-01,B,10,5111.3,1280.4,135,0.822,0.251,5
2024-06-26,CL-BCN-02,B,11,5456.4,988.7,135,0.731,0.181,4
2024-06-26,CL-BIO-01,E,12,5868.9,893.5,135,0.85,0.152,0
2024-06-26,CL-MAD-01,A,10,4665.0,743.5,159,0.793,0.159,6
2024-06-26,CL-MAD-02,A,12,5386.4,1124.0,181,0.701,0.209,9
2024-06-26,CL-MAD-03,A,11,5182.4,908.9,114,0.737,0.175,3
2024-06-26,CL-SEV-01,D,11,11483.5,3829.5,103,0.601,0.333,0
2024-06-26,CL-VLC-01,C,11,5346.5,933.5,107,0.643,0.175,0
2024-06-26,CL-VLC-02,C,9,4624.3,1129.9,116,0.724,0.244,5
2024-06-27,CL-BCN-01,B,10,4907.2,1013.5,131,0.773,0.207,3
2024-06-27,CL-BCN-02,B,11,5396.3,1248.2,126,0.804,0.231,3
2024-06-27,CL-BIO-01,E,11,5743.0,903.6,121,0.809,0.157,0
2024-06-27,CL-MAD-01,A,13,5912.9,957.8,169,0.798,0.162,4
2024-06-27,CL-MAD-02,A,11,4942.4,895.2,141,0.763,0.181,5
2024-06-27,CL-MAD-03,A,10,4566.3,840.1,140,0.777,0.184,5
2024-06-27,CL-SEV-01,D,10,10508.7,4046.1,94,0.593,0.385,1
2024-06-27,CL-VLC-01,C,10,4959.6,1372.5,142,0.804,0.277,2
2024-06-27,CL-VLC-02,C,11,5589.4,1132.7,128,0.702,0.203,0
2024-06-28,CL-BCN-01,B,10,5027.8,1076.2,131,0.677,0.214,4
2024-06-28,CL-BCN-02,B,11,5453.5,1372.7,147,0.752,0.252,4
2024-06-28,CL-BIO-01,E,12,5848.0,659.7,133,0.717,0.113,3
2024-06-28,CL-MAD-01,A,11,4839.9,599.4,115,0.909,0.124,6
2024-06-28,CL-MAD-02,A,9,4205.2,658.6,134,0.83,0.157,6
2024-06-28,CL-MAD-03,A,9,4153.8,788.5,129,0.872,0.19,8
2024-06-28,CL-SEV-01,D,11,11891.9,4762.8,86,0.694,0.401,0
2024-06-28,CL-VLC-01,C,11,5435.0,1102.9,134,0.74,0.203,1
2024-06-28,CL-VLC-02,C,11,5209.0,1067.8,128,0.68,0.205,1
2024-06-29,CL-BCN-01,B,9,4547.2,1000.2,124,0.685,0.22,4
2024-06-29,CL-BCN-02,B,7,3529.7,768.5,90,0.803,0.218,0
2024-06-29,CL-BIO-01,E,8,4300.0,549.2,113,0.865,0.128,2
2024-06-29,CL-MAD-01,A,8,3589.6,816.6,112,0.813,0.227,4
2024-06-29,CL-MAD-02,A,7,3009.5,629.7,93,0.798,0.209,2
2024-06-29,CL-MAD-03,A,6,2775.2,393.6,84,0.754,0.142,4
2024-06-29,CL-SEV-01,D,9,9404.4,3328.3,79,0.673,0.354,2
2024-06-29,CL-VLC-01,C,9,4207.8,898.5,113,0.632,0.214,6
2024-06-29,CL-VLC-02,C,9,4190.7,821.8,134,0.779,0.196,3
2024-06-30,CL-BCN-01,B,3,1568.7,282.7,38,0.827,0.18,0
2024-06-30,CL-BCN-02,B,3,1572.3,283.9,47,0.778,0.181,2
2024-06-30,CL-BIO-01,E,4,1886.6,171.4,57,0.808,0.091,0
2024-06-30,CL-MAD-01,A,3,1518.8,253.5,39,0.77,0.167,3
2024-06-30,CL-MAD-02,A,3,1484.1,246.7,40,0.82,0.166,2
2024-06-30,CL-MAD-03,A,3,1280.1,259.5,48,0.814,0.203,3
2024-06-30,CL-SEV-01,D,4,3942.8,1083.7,23,0.592,0.275,0
2024-06-30,CL-VLC-01,C,3,1484.1,303.7,36,0.553,0.205,1
2024-06-30,CL-VLC-02,C,4,1772.0,327.2,49,0.754,0.185,0
2024-07-01,CL-BCN-01,B,11,5739.7,971.1,144,0.784,0.169,3
2024-07-01,CL-BCN-02,B,12,5887.0,1174.2,155,0.841,0.199,8
2024-07-01,CL-BIO-01,E,10,5267.4,800.3,129,0.882,0.152,1
2024-07-01,CL-MAD-01,A,12,5588.8,819.2,187,0.828,0.147,3
2024-07-01,CL-MAD-02,A,12,5439.1,1035.8,179,0.769,0.19,8
2024-07-01,CL-MAD-03,A,12,5542.9,1000.9,167,0.713,0.181,9
2024-07-01,CL-SEV-01,D,10,10970.5,4129.1,89,0.629,0.376,6
2024-07-01,CL-VLC-01,C,12,5968.2,1276.2,135,0.649,0.214,4
2024-07-01,CL-VLC-02,C,11,5268.4,1023.8,151,0.723,0.194,6
2024-07-02,CL-BCN-01,B,12,5831.9,1150.6,146,0.688,0.197,1
2024-07-02,CL-BCN-02,B,12,6001.8,1465.5,130,0.741,0.244,2
2024-07-02,CL-BIO-01,E,12,6138.3,629.6,141,0.915,0.103,1
2024-07-02,CL-MAD-01,A,11,5154.6,771.6,176,0.703,0.15,9
2024-07-02,CL-MAD-02,A,12,5654.0,846.4,155,0.875,0.15,11
2024-07-02,CL-MAD-03,A,12,5387.8,1152.9,172,0.791,0.214,10
2024-07-02,CL-SEV-01,D,12,13223.2,4433.4,107,0.528,0.335,7
2024-07-02,CL-VLC-01,C,12,5635.5,1341.5,155,0.847,0.238,4
2024-07-02,CL-VLC-02,C,12,5683.9,1185.2,150,0.728,0.209,0
2024-07-03,CL-BCN-01,B,10,5239.0,1305.8,156,0.691,0.249,5
2024-07-03,CL-BCN-02,B,12,5928.6,1278.3,158,0.701,0.216,5
2024-07-03,CL-BIO-01,E,12,5981.6,767.6,160,0.848,0.128,1
2024-07-03,CL-MAD-01,A,10,4636.8,852.0,138,0.725,0.184,14
2024-07-03,CL-MAD-02,A,11,5069.4,895.1,126,0.822,0.177,9
2024-07-03,CL-MAD-03,A,11,5171.3,1013.8,157,0.771,0.196,7
2024-07-03,CL-SEV-01,D,12,12484.1,3844.8,90,0.566,0.308,1
2024-07-03,CL-VLC-01,C,11,5178.6,1019.6,142,0.613,0.197,5
2024-07-03,CL-VLC-02,C,11,5354.0,1172.3,134,0.717,0.219,2
2024-07-04,CL-BCN-01,B,14,6947.7,1464.1,188,0.735,0.211,6
2024-07-04,CL-BCN-02,B,11,5361.3,1041.4,125,0.669,0.194,2
2024-07-04,CL-BIO-01,E,12,6151.1,556.0,106,0.922,0.09,1
2024-07-04,CL-MAD-01,A,11,4921.1,921.2,159,0.808,0.187,9
2024-07-04,CL-MAD-02,A,11,5136.8,876.4,136,0.754,0.171,7
2024-07-04,CL-MAD-03,A,11,5014.7,847.3,174,0.752,0.169,9
2024-07-04,CL-SEV-01,D,13,13743.2,4863.5,126,0.56,0.354,2
2024-07-04,CL-VLC-01,C,12,5986.1,1282.2,158,0.671,0.214,7
2024-07-04,CL-VLC-02,C,12,5915.6,1559.3,133,0.75,0.264,6
2024-07-05,CL-BCN-01,B,13,6605.5,1271.7,154,0.87,0.193,4
2024-07-05,CL-BCN-02,B,11,5701.5,1314.1,140,0.78,0.23,5
2024-07-05,CL-BIO-01,E,11,5413.6,950.8,117,0.751,0.176,3
2024-07-05,CL-MAD-01,A,11,,,178,0.824,,7
2024-07-05,CL-MAD-02,A,11,5174.5,971.7,150,0.841,0.188,5
2024-07-05,CL-MAD-03,A,12,5290.3,871.2,164,0.845,0.165,7
2024-07-05,CL-SEV-01,D,12,12568.1,4847.5,58,0.746,0.386,1
2024-07-05,CL-VLC-01,C,12,6003.7,1467.9,134,0.666,0.244,4
2024-07-05,CL-VLC-02,C,13,6177.8,1286.6,152,0.757,0.208,0
2024-07-06,CL-BCN-01,B,8,4213.4,940.6,87,0.765,0.223,2
2024-07-06,CL-BCN-02,B,9,4442.1,928.1,149,0.762,0.209,2
2024-07-06,CL-BIO-01,E,8,4021.3,464.4,101,0.697,0.115,1
2024-07-06,CL-MAD-01,A,7,3414.3,485.5,99,0.721,0.142,3
2024-07-06,CL-MAD-02,A,9,4228.6,638.8,125,0.758,0.151,7
2024-07-06,CL-MAD-03,A,8,3747.8,470.3,107,0.786,0.125,3
2024-07-06,CL-SEV-01,D,7,7552.5,2227.1,63,0.723,0.295,2
2024-07-06,CL-VLC-01,C,7,3420.4,915.2,101,0.7,0.268,1
2024-07-06,CL-VLC-02,C,8,3988.2,940.4,104,0.685,0.236,4
2024-07-07,CL-BCN-01,B,4,1990.6,313.1,55,0.724,0.157,2
2024-07-07,CL-BCN-02,B,4,1827.2,429.0,48,0.729,0.235,2
2024-07-07,CL-BIO-01,E,3,1703.4,207.2,34,0.875,0.122,0
2024-07-07,CL-MAD-01,A,3,1562.4,330.5,36,0.814,0.212,1
2024-07-07,CL-MAD-02,A,4,1798.8,292.2,58,0.82,0.162,3
2024-07-07,CL-MAD-03,A,3,1584.8,258.4,42,0.777,0.163,1
2024-07-07,CL-SEV-01,D,4,4121.9,1505.5,25,0.671,0.365,0
2024-07-07,CL-VLC-01,C,3,1677.1,377.1,44,0.647,0.225,3
2024-07-07,CL-VLC-02,C,3,1600.9,338.3,37,0.805,0.211,1
2024-07-08,CL-BCN-01,B,12,6235.5,1509.5,166,0.714,0.242,3
2024-07-08,CL-BCN-02,B,12,6049.9,1471.8,137,0.767,0.243,6
2024-07-08,CL-BIO-01,E,11,5682.9,833.3,133,0.785,0.147,0
2024-07-08,CL-MAD-01,A,10,4484.8,957.9,139,0.865,0.214,4
2024-07-08,CL-MAD-02,A,11,5153.8,548.4,157,0.773,0.106,9
2024-07-08,CL-MAD-03,A,11,5188.1,838.6,152,0.776,0.162,7
2024-07-08,CL-SEV-01,D,13,13894.6,4287.7,84,0.486,0.309,0
2024-07-08,CL-VLC-01,C,15,7114.1,1945.3,186,0.748,0.273,8
2024-07-08,CL-VLC-02,C,10,5128.8,1210.5,135,0.81,0.236,4
2024-07-09,CL-BCN-01,B,10,5243.9,1199.5,117,0.776,0.229,2
2024-07-09,CL-BCN-02,B,11,5513.8,900.2,146,0.775,0.163,4
2024-07-09,CL-BIO-01,E,12,6048.2,898.1,160,0.803,0.148,1
2024-07-09,CL-MAD-01,A,13,5838.1,1438.6,198,0.76,0.246,7
2024-07-09,CL-MAD-02,A,12,5671.9,946.1,182,0.843,0.167,6
2024-07-09,CL-MAD-03,A,12,5649.5,734.1,188,0.685,0.13,8
2024-07-09,CL-SEV-01,D,14,14858.2,5751.7,132,0.687,0.387,2
2024-07-09,CL-VLC-01,C,12,6006.0,1537.7,116,0.757,0.256,3
2024-07-09,CL-VLC-02,C,11,5187.2,1290.7,111,0.732,0.249,2
2024-07-10,CL-BCN-01,B,10,5096.3,1140.4,151,0.776,0.224,5
2024-07-10,CL-BCN-02,B,10,5027.2,931.6,137,0.714,0.185,5
2024-07-10,CL-BIO-01,E,12,6070.7,1274.6,167,0.886,0.21,1
2024-07-10,CL-MAD-01,A,12,5404.9,1179.3,142,0.779,0.218,11
2024-07-10,CL-MAD-02,A,13,6091.3,653.4,196,0.888,0.107,6
2024-07-10,CL-MAD-03,A,11,4918.3,842.7,167,0.737,0.171,10
2024-07-10,CL-SEV-01,D,11,,,108,0.617,,1
2024-07-10,CL-VLC-01,C,12,6067.3,1310.8,136,0.767,0.216,0
2024-07-10,CL-VLC-02,C,13,6218.9,1276.6,220,0.682,0.205,3
2024-07-11,CL-BCN-01,B,10,4748.7,875.2,99,0.75,0.184,2
2024-07-11,CL-BCN-02,B,11,5528.8,1330.3,147,0.71,0.241,9
2024-07-11,CL-BIO-01,E,10,5142.7,596.0,131,0.811,0.116,1
2024-07-11,CL-MAD-01,A,12,5560.8,946.3,142,0.685,0.17,4
2024-07-11,CL-MAD-02,A,12,5350.1,993.4,162,0.893,0.186,11
2024-07-11,CL-MAD-03,A,13,5733.3,745.8,206,0.787,0.13,10
2024-07-11,CL-SEV-01,D,11,11564.2,3896.3,114,0.523,0.337,1
2024-07-11,CL-VLC-01,C,11,5493.2,917.7,162,0.745,0.167,2
2024-07-11,CL-VLC-02,C,11,5512.9,1478.1,122,0.787,0.268,2
2024-07-12,CL-BCN-01,B,13,6594.7,1168.5,197,0.705,0.177,9
2024-07-12,CL-BCN-02,B,14,6772.9,1752.4,198,0.777,0.259,5
2024-07-12,CL-BIO-01,E,11,5378.2,887.3,142,0.854,0.165,2
2024-07-12,CL-MAD-01,A,11,5087.6,627.9,151,0.776,0.123,2
2024-07-12,CL-MAD-02,A,14,6323.5,1284.5,162,0.751,0.203,5
2024-07-12,CL-MAD-03,A,11,5049.5,947.2,162,0.904,0.188,3
2024-07-12,CL-SEV-01,D,13,13548.1,4986.9,116,0.65,0.368,3
2024-07-12,CL-VLC-01,C,12,5656.6,1394.1,123,0.857,0.246,1
2024-07-12,CL-VLC-02,C,11,5344.2,1064.6,126,0.712,0.199,3
2024-07-13,CL-BCN-01,B,10,4790.6,996.6,150,0.713,0.208,4
2024-07-13,CL-BCN-02,B,9,4289.6,631.5,116,0.694,0.147,6
2024-07-13,CL-BIO-01,E,8,4272.3,711.6,87,0.824,0.167,0
2024-07-13,CL-MAD-01,A,8,3806.2,712.9,118,0.775,0.187,4
2024-07-13,CL-MAD-02,A,7,3370.7,437.0,105,0.814,0.13,3
2024-07-13,CL-MAD-03,A,8,3608.4,444.3,141,0.873,0.123,3
2024-07-13,CL-SEV-01,D,7,8055.8,2918.7,63,0.607,0.362,0
2024-07-13,CL-VLC-01,C,9,4177.2,763.8,90,0.754,0.183,4
2024-07-13,CL-VLC-02,C,8,3766.3,940.4,129,0.853,0.25,2
2024-07-14,CL-BCN-01,B,4,1767.0,341.7,58,0.642,0.193,0
2024-07-14,CL-BCN-02,B,3,1623.5,328.2,34,0.623,0.202,3
2024-07-14,CL-BIO-01,E,4,1977.2,266.7,51,0.768,0.135,1
2024-07-14,CL-MAD-01,A,3,1596.5,230.0,40,0.838,0.144,2
2024-07-14,CL-MAD-02,A,4,1615.8,317.4,63,0.793,0.196,1
2024-07-14,CL-MAD-03,A,3,1505.2,258.6,50,0.829,0.172,4
2024-07-14,CL-SEV-01,D,3,3346.1,1135.3,31,0.605,0.339,0
2024-07-14,CL-VLC-01,C,3,1521.7,197.5,31,0.821,0.13,1
2024-07-14,CL-VLC-02,C,4,1811.0,372.9,55,0.783,0.206,2
2024-07-15,CL-BCN-01,B,13,6560.2,1381.3,178,0.818,0.211,6
2024-07-15,CL-BCN-02,B,12,5752.9,1015.2,152,0.812,0.176,4
2024-07-15,CL-BIO-01,E,12,6031.3,736.3,141,0.765,0.122,0
2024-07-15,CL-MAD-01,A,11,5150.5,959.6,157,0.735,0.186,9
2024-07-15,CL-MAD-02,A,11,5185.3,920.2,156,0.665,0.177,8
2024-07-15,CL-MAD-03,A,11,5155.8,967.0,158,0.757,0.188,8
2024-07-15,CL-SEV-01,D,11,11385.7,3439.4,91,0.659,0.302,1
2024-07-15,CL-VLC-01,C,11,5135.1,1235.0,108,0.586,0.241,1
2024-07-15,CL-VLC-02,C,11,5256.5,1055.0,146,0.768,0.201,3
2024-07-16,CL-BCN-01,B,12,6159.6,1360.9,163,0.742,0.221,6
2024-07-16,CL-BCN-02,B,11,5355.1,1270.8,151,0.781,0.237,4
2024-07-16,CL-BIO-01,E,13,6433.3,803.2,178,0.805,0.125,2
2024-07-16,CL-MAD-01,A,13,5756.4,930.7,169,0.73,0.162,7
2024-07-16,CL-MAD-02,A,11,4847.2,707.1,166,0.811,0.146,6
2024-07-16,CL-MAD-03,A,11,5189.8,808.9,171,0.833,0.156,9
2024-07-16,CL-SEV-01,D,13,13832.3,4436.8,98,0.649,0.321,3
2024-07-16,CL-VLC-01,C,11,5212.0,1090.8,137,0.715,0.209,2
2024-07-16,CL-VLC-02,C,10,4955.8,1121.8,128,0.827,0.226,4
2024-07-17,CL-BCN-01,B,13,6548.0,1360.4,158,0.707,0.208,10
2024-07-17,CL-BCN-02,B,12,6105.1,1383.4,160,0.865,0.227,8
2024-07-17,CL-BIO-01,E,12,6229.5,954.2,163,0.801,0.153,1
2024-07-17,CL-MAD-01,A,12,5625.4,808.1,171,0.765,0.144,10
2024-07-17,CL-MAD-02,A,13,,,170,0.801,,6
2024-07-17,CL-MAD-03,A,12,5304.7,945.5,181,0.818,0.178,5
2024-07-17,CL-SEV-01,D,13,14070.3,4126.0,73,0.654,0.293,2
2024-07-17,CL-VLC-01,C,12,5628.4,1146.0,137,0.709,0.204,2
